ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"In this paper, the evolution of solidification microstructure of Cu-40 wt.% Pb monotectic alloy of the third element Ni pair under deep undercooling conditions was studied. By comparing the phenomena of liquid phase separation during deep undercooling and rapid solidification of Cu-40 wt.% Pb monotectic alloy, the melt of the alloy increases with the undercooling, and the solidification structure appears uneven or even stratified. With the addition of the third element Ni, the liquid phase separation can be effectively inhibited by the change of interfacial energy. The solidified structure undergoes the transformation from coarse dendrite to the first kind of granular and refined dendrite in a wide undercooling range. When the undercooling reaches 143 K, the structure begins to show an inhomogeneous trend.",yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,yes
1,"This paper presents a canonical boundary value problem to understand the behavior of electromagnetic surface waves propagated on the planar interface of rugate filter and hyperbolic material. The electromagnetic surface waves are generated on the planar interface of two different materials. The hyperbolic materials constructed by making a dyadic negative in columnar thin films. Multiple electromagnetic surface waves were investigated by varying phase of rugate filter form 0 to 180 degrees and wavelength of incident light from 400 to 700 nm. Material's manufacturing fault is also introduced by adding 0.001 i in refractive index of hyperbolic medium.Propagation of multiple electromagnetic waves were observed on the planar interface of rugate filter and hyperbolic material. In order to verify the existence of surface electromagnetic waves at the interface of hyperbolic medium and rugate filter, electric and, magnetic fields are plotted for different material specifications.",no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,no
2,"Microfabrication, electrical characterisation, and mathematical modelling of a non-spiral planar microcoil useful for wireless power transfer applications in biomedical devices are presented in this work. The fabrication method using the existing very-large-scale integration manufacturing process requires a single mask level, and a single metal level without any via enables direct integration with a complementary metal oxide semiconductor sensing circuitry. An analytical model of magnetic field distribution in a non-spiral microcoil is developed for the first time in this work, which satisfies the form of a Bessel function of the first kind. An electrical model of the non-spiral planar microcoil is also developed and compared with experimental results. Experimental results are in good agreement with the theoretical model. Based on the experimental results, using optimised coil geometry, a wireless power transfer link suitable for biomedical wireless power transfer applications is studied. The maximum possible value of coupling factor of the wireless link is found to be 60% for a small separation between the coil and the magnet whereas the minimum value of coupling factor is found to be below 10% for large separations. It is found that introducing Neodymium magnetic shield layer at the receiving coil enhances the coupling factor significantly.",yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes
3,"A reduced surface field (RESURF) AlGaN/GaN high-electron-mobility transistor (HEMT) with graded doping buffer (GDB) and slant back electrode (SBE) is proposed. In the GDB, the p-dopant density increases linearly both from top to bottom and right to left. The concentrated negative space charges in the lower-left corner of GDB attract the electric field lines from the channel and barrier towards the gate under OFF-state, which flats the electric field and enhances the breakdown voltage (V-br). Additionally, the low p-dopant density near the top of GDB achieves the device with low ON-state resistance (R-ON). The SBE flats the electric field along the channel above it and introduces a peak electric field near its edge. Simulation results show a V-br of 2150 V and R-ON of 7.05 Omega mm for the proposed device, compared with 1701 V and 7.73 Omega mm for the conventional back electrode RESURF HEMT (BE-RESURF HEMT) with the same gate -drain spacing. Moreover, due to the reduced depletion of 2DEG from the GDB, the proposed device shows slight increases in f(T) and f(max) (8.76 and 14.80 GHz), comparing with the conventional BE-RESURF HEMT (8.24 and 13.84 GHz).",no,no,no,no,no,no,no,happy,happy,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,happy,happy,yes,no,yes,yes,no
4,"In this paper, an anomalous spectral data of distributed Bragg reflector (DBR) quantum cascade lasers (QCLs) emitting around 7.6 mu m is presented. The two-section DBR lasers, consisting of a gain section and an unpumped Bragg reflector, display an output power above 0.6 W in continuous wave (CW) mode at room temperature. The anomalous spectral data is defined as a longitudinal mode which moves toward shorter wavelengths with increasing temperature or injection current, which is unexpected. Although the longer wavelength modes are expected to start lasing when raising device temperature or injection current, occasional mode hops to a shorter wavelength are seen. These anomalous mode transitions are explained by means of modal analysis. The thermal-induced change of the refractive index implied by an increase in the temperature or injection current yields nearly periodic transitions between cavity modes.",no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,no
5,An improved design of a two-screw batch charger for glass furnaces is presented. It is noted that a change in the shape of the pushing shutter equipped with two trapezoidal side sections makes it possible to optimize by means of an additional pivot turn of the pusher arm around its axis the distribution of the batch over the molten-glass surface in a sealed doghouse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"In this work, the effects of Cr on the microstructure, physical, and AC magnetic properties of the Ni49Fe51 alloy was studied. In this respect, three series of thin sheets of (Ni49Fe51)(100-x)Cr-x (x = 0, 3, and 7 at. pct) alloys with a final thickness of 120 mu m were prepared by means of severe cold rolling and an 1150 degrees C annealing process at H-2 atmosphere. Optical microscopy (OM), scanning electron microscopy (SEM), X-ray diffraction (XRD), (200) X-ray pole figure, and magnetic force microscopy (MFM) were employed to study microstructure, texture, and magnetic domain structure of the alloys. The magnetic characteristics of the samples were evaluated using BH-hysteresis loop tracer at a frequency range of 0.5 to 300 Hz. Based on the results obtained, it was shown that the mean magnetic domain width was increased from 1.006 to 1.398 mu m for 0 Cr and 7 Cr samples, respectively. Furthermore, the magnitude of the static hysteresis loss increased and the excess and classical eddy current loss decreased for the Cr-added thin sheets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"Spontaneous adsorption of poly(lysine)-g-poly-(ethylene glycol) comb-like copolymers (PLL-g-PEG) is a versatile mean to coat substrates with polymer layers that resist cell adhesion. We prepared redox cleavable PLL-g-PEG to switch adhesion on demand. Redox sensitivity was obtained by introducing disulfide linkers between the PLL backbone and PEG strands. This modification was done alone or in combination with an azide end on the PEG strands that enabled in situ conjugations of adhesion peptides or fluorescent labels (by a simple application of commercially available molecules for copper-free click chemistry compatible with cell survival). To balance the functional (adhesion-promoting) vs cell-repellent copolymers, mixed layers of adjusted compositions were obtained by coadsorption from mixed solutions of the cleavable copolymer with noncleavable and repellant PLL-g-PEG. The deposition of copolymers and quantitative cleavage as triggered by reductive conditions (application of solutions of tris(carboxyethyl)phosphine, dithiothreitol, or glutathione) were characterized by QCM-D, XPS, and fluorescence microscopy. In cell culture conditions, redox-triggered cleavage was obtained by a nontoxic application of TCEP for a few minutes, enabling either to release cell attachment points (i.e., cleavage of RGD-presenting areas) or to ""open"" nonspecific adherent areas (i.e., transition from PEG-presenting areas to adherent PLL-like coatings).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Statistical quality control of laminated windshields during bending was performed. Parameter deviations of the articles from technical specifications were uncovered. A logistic regression model was constructed to determine the probability of obtaining high-quality laminated automobile glass as a function of the bending regime. It was shown that logistic regression is effective for on-line inspection of laminated windshields and in making decisions concerning bending regime adjustments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"In the search for advanced materials active particles could offer unique structural and functional properties, with tunable time-dependent characteristics. We demonstrate here that the direction of self-propulsion, relative to the particle orientation, may be as influential for the phase behavior as the pair interactions are for passive particles, and enable dynamic properties that are not available to passive systems. We perform simulations on ensembles of self-propelled squares, and find that squares that self-propel in the direction perpendicular to a side rapidly reach a steady state with a characteristic cluster distribution, positional order, and well-defined diffusion constant. After tuning the direction towards a corner, the particles form large and dense clusters that show a transient collective motion, and display remarkable fluctuations over long time scales, with a distinct periodicity. Clusters of these particles appear unstable beyond a critical size, and susceptible to a catastrophic disintegration. Directionality is found to effect equally sharp transitions in the mixing properties of active squares and passive squares, and the behavior of the passive ensemble. We relate directionality to the collision dynamics and the resulting reaction network of clusters, evolved by a Kinetic Monte Carlo algorithm, to correlate propulsion direction to the observed phase behavior. Understanding this behavior could offer new design rules for programmable materials, and grant further insights in the dynamic processes that nature employs for self-assembly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
