ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"Graphene nanosheets were produced in large quantity via a soft chemistry synthetic route involving graphite oxidation, ultrasonic exfoliation, and chemical reduction. X-ray diffraction and transmission electron microscopy (TEM) observations show that graphene nanosheets were produced with sizes in the-range of tens to hundreds of square nanometers and ripple-like corrugations. High resolution TEM (HRTEM) and selected area electron diffraction (SAED) analysis confirmed the ordered graphite crystal structure of graphene nanosheets. The optical properties of graphene nanosheets were characterized by Raman spectroscopy.",no,no,no,no,no,no,no,happy,happy,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,happy,happy,no,no,yes,yes,no
1,"Two refractory high-entropy alloys with near-equiatomic concentrations, W-Nb-Mo-Ta and W-Nb-Mo-Ta-V, were produced by vacuum arc melting. Despite containing many constituents both alloys have a single-phase body-centered cubic (BCC) structure. The lattice parameters a = 3.2134(3) angstrom for the quaternary alloy and a = 3.1832(2) angstrom for the quinternary alloy were determined with high-energy X-ray diffraction using a scattering vector length range from 0.7 to 20 angstrom(-1). The alloy density and Vickers microhardness were rho = 13.75 g/cm(3) and H-v = 4455 MPa for the W-Nb-Mo-Ta alloy and rho = 12.36 g/cm(3) and H-v = 5250 MPa for the W-Nb-Mo-Ta-V alloy. The exceptional microhardness in these alloys is greater than any individual constituent, suggesting the operation of a solid-solution-like strengthening mechanism. (C) 2010 Elsevier Ltd. All rights reserved.",no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no
2,"We report a new record total-area efficiency of 19.9% for CuInGaSe2-based thin-film solar cells. Improved performance is due to higher fill factor. The device was made by three-stage co-evaporation with a modified surface termination. Growth conditions, device analysis, and basic film characterization are presented. Published in 2008 by John Wiley & Sons, Ltd.",no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes
3,"All existing transistors are based on the use of semiconductor junctions formed by introducing dopant atoms into the semiconductor material. As the distance between junctions in modern devices drops below 10 nm, extraordinarily high doping concentration gradients become necessary. Because of the laws of diffusion and the statistical nature of the distribution of the doping atoms, such junctions represent an increasingly difficult fabrication challenge for the semiconductor industry. Here, we propose and demonstrate a new type of transistor in which there are no junctions and no doping concentration gradients. These devices have full CMOS functionality and are made using silicon nanowires. They have near-ideal subthreshold slope, extremely low leakage currents, and less degradation of mobility with gate voltage and temperature than classical transistors.",yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
4,"Historically the function of biomaterials has been to replace diseased or damaged tissues. First generation biomaterials were selected to be as bio-inert as possible and thereby minimize formation of scar tissue at the interface with host tissues. Bioactive glasses were discovered in 1969 and provided for the first time an alternative; second generation, interfacial bonding of an implant with host tissues. Tissue regeneration and repair using the gene activation properties of Bioglass(R) provide a third generation of biomaterials. This article reviews the 40 year history of the development of bioactive glasses, with emphasis on the first composition, 45S5 Bioglass(R), that has been in clinical use since 1985. The steps of discovery, characterization, in vivo and in vitro evaluation, clinical studies and product development are summarized along with the technology transfer processes.",yes,no,no,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes
5,"Rechargeable lithium batteries have risen to prominence as key devices for green and sustainable energy development. Electric vehicles, which are not equipped with an internal combustion engine, have been launched in the market. Manganese-and iron-based positive-electrode materials(1,2), such as LiMn2O4 and LiFePO4, are used in large-scale batteries for electric vehicles. Manganese and iron are abundant elements in the Earth's crust, but lithium is not. In contrast to lithium, sodium is an attractive charge carrier on the basis of elemental abundance. Recently, some layered materials(3-6), where sodium can be electrochemically and reversibly extracted/inserted, have been reported. However, their reversible capacity is typically limited to 100 mAh g(-1). Herein, we report a new electrode material, P2-Na-2/3[Fe1/2Mn1/2]O-2, that delivers 190 m Ah g(-1) of reversible capacity in the sodium cells with the electrochemically active Fe3+/Fe4+ redox. These results will contribute to the development of rechargeable batteries from the earth-abundant elements operable at room temperature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Lithiation of individual silicon nanopartides was studied in real time with in situ transmission electron microscopy. A strong size dependence of fracture was discovered; that Is, there exists a critical particle diameter of similar to 150 nm, below which the particles neither cracked nor fractured upon first lithiation, and above which the particles initially formed surface cracks and then fractured due to lithiation-induced swelling. The unexpected surface cracking arose owing to the buildup of large tensile hoop stress, which reversed the initial compression, in the surface layer. The stress reversal was attributed to the unique mechanism of lithiation in crystalline Si, taking place by movement of a two-phase boundary between the inner core of pristine Si and the outer shell of amorphous Li-Si alloy. While the resulting hoop tension tended to initiate surface cracks, the small-sized nanoparticles nevertheless averted fracture. This is because the stored strain energy from electrochemical reactions was insufficient to drive crack propagation, as dictated by the interplay between the two length scales, that is, particle diameter and crack size, that control the fracture. These results are diametrically opposite to those obtained previously from single-phase modeling, which predicted only compressive hoop stress In the surface layer and thus crack initiation from the center in lithiated Si particles and wires. Our work provides direct evidence of the mechanical robustness of small Si nanoparticles for applications in lithium ion batteries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"In this Progress Report we provide an update on recent developments in inkjet printing technology and its applications, which include organic thin-film transistors, light-emitting diodes, solar cells, conductive structures, memory devices, sensors, and biological/pharmaceutical tasks. Various classes of materials and device types are in turn examined and an opinion is offered about the nature of the progress that has been achieved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"We investigated the mechanism by which transferrin-coated gold nanoparticles (Au NP) of different sizes and shapes entered mammalian cells. We determined that transferrin-coated Au NP entered the cells via clathrin-mediated endocytosis pathway. The NPs exocytosed out of the cells in a linear relationship to size. This was different than the relationship between uptake and size. Furthermore, we developed a mathematical equation to predict the relationship of size versus exocytosis for different cell lines. These studies will provide guidelines for developing NPs for imaging and drug delivery applications, which will require ""controlling"" NP accumulation rate. These studies will also have implications in determining nanotoxicity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"Hierarchical flowerlike nickel hydroxide decorated on graphene sheets has been prepared by a facile and cost-effective microwave-assisted method. In order to achieve high energy and power densities, a high-voltage asymmetric supercapacitor is successfully fabricated using Ni(OH)2/graphene and porous graphene as the positive and negative electrodes, respectively. Because of their unique structure, both of these materials exhibit excellent electrochemical performances. The optimized asymmetric supercapacitor could be cycled reversibly in the high-voltage region of 01.6 V and displays intriguing performances with a maximum specific capacitance of 218.4 F g-1 and high energy density of 77.8 Wh kg-1. Furthermore, the Ni(OH)2/graphene//porous graphene supercapacitor device exhibits an excellent long cycle life along with 94.3% specific capacitance retained after 3000 cycles. These fascinating performances can be attributed to the high capacitance and the positive synergistic effects of the two electrodes. The impressive results presented here may pave the way for promising applications in high energy density storage systems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
