Publication Type,Authors,Title,Abstract,DOI,ID,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31
J,"Futaba, DN; Hata, K; Yamada, T; Hiraoka, T; Hayamizu, Y; Kakudate, Y; Tanaike, O; Hatori, H; Yumura, M; Iijima, S",Shape-engineerable and highly densely packed single-walled carbon nanotubes and their application as super-capacitor electrodes,"We present a rational and general method to fabricate a high-densely packed and aligned single-walled carbon-nanotube (SWNT) material by using the zipping effect of liquids to draw tubes together. This bulk carbon-nanotube material retains the intrinsic properties of individual SWNTs, such as high surface area flexibility and electrical conductivity. By controlling the fabrication process, it is possible to fabricate a wide range of solids in numerous shapes and structures. This dense SWNT material is advantageous for numerous applications, and here we demonstrate its use as flexible heaters as well as supercapacitor electrodes for compact energy-storage devices.",10.1038/nmat1782,0,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,
J,"Salahuddin, S; Dattat, S",Use of negative capacitance to provide voltage amplification for low power nanoscale devices,"It is well-known that conventional field effect transistors (FETs) require a change in the channel potential of at least 60 mV at 300 K to effect a change in the current by a factor of 10, and this minimum subthreshold slope S puts a fundamental lower limit on the operating voltage and hence the power dissipation in standard FET-based switches. Here, we suggest that by replacing the standard insulator with a ferroelectric insulator of the right thickness it should be possible to implement a step-up voltage transformer that will amplify the gate voltage thus leading to values of S lower than 60 mV/decade and enabling low voltage/low power operation. The voltage transformer action can be understood intuitively as the result of an effective negative capacitance provided by the ferroelectric capacitor that arises from an internal positive feedback that in principle could be obtained from other microscopic mechanisms as well. Unlike other proposals to reduce S, this involves no change in the basic physics of the FET and thus does not affect its current drive or impose other restrictions.",10.1021/nl071804g,1,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,
J,"Hsu, CH; Mansfeld, F",<i>Technical note</i>:: Concerning the conversion of the constant phase element parameter Y<sub>0</sub> into a capacitance,,10.5006/1.3280607,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Wang, ZR; Joshi, S; Savel'ev, SE; Jiang, H; Midya, R; Lin, P; Hu, M; Ge, N; Strachan, JP; Li, ZY; Wu, Q; Barne, M; Li, GL; Xin, HL; Williams, RS; Xia, QF; Yang, JJ",Memristors with diffusive dynamics as synaptic emulators for neuromorphic computing,"The accumulation and extrusion of Ca2+ in the pre- and postsynaptic compartments play a critical role in initiating plastic changes in biological synapses. To emulate this fundamental process in electronic devices, we developed diffusive Ag-in-oxide memristors with a temporal response during and after stimulation similar to that of the synaptic Ca2+ dynamics. In situ high-resolution transmission electron microscopy and nanoparticle dynamics simulations both demonstrate that Ag atoms disperse under electrical bias and regroup spontaneously under zero bias because of interfacial energy minimization, closely resembling synaptic influx and extrusion of Ca2+, respectively. The diffusive memristor and its dynamics enable a direct emulation of both short- and long-term plasticity of biological synapses, representing an advance in hardware implementation of neuromorphic functionalities.",10.1038/NMAT4756,3,yes,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes
J,"Xiu, ZM; Zhang, QB; Puppala, HL; Colvin, VL; Alvarez, PJJ",Negligible Particle-Specific Antibacterial Activity of Silver Nanoparticles,"For nearly a decade, researchers have debated the mechanisms by which AgNPs exert toxicity to bacteria and other organisms. The most elusive question has been whether the AgNPs exert direct ""particle-specific"" effects beyond the known antimicrobial activity of released silver ions (Ag+). Here, we infer that Ag+ is the definitive molecular toxicant. We rule out direct particle-specific biological effects by showing the lack of toxicity of AgNPs when synthesized and tested under strictly anaerobic conditions that preclude Ag(0) oxidation and Ag+ release. Furthermore, we demonstrate that the toxicity of various AgNPs (PEG- or PVP- coated, of three different sizes each) accurately follows the dose response pattern of E. coli exposed to Ag+ (added as AgNO3). Surprisingly, E. coli survival was stimulated by relatively low (sublethal) concentration of all tested AgNPs and AgNO3 (at 3-8 mu g/L Ag+, or 12-31% of the minimum lethal concentration (MLC)), suggesting a hormetic response that would be counterproductive to antimicrobial applications. Overall, this work suggests that AgNP morphological properties known to affect antimicrobial activity are indirect effectors that primarily influence Ag+ release. Accordingly, antibacterial activity could be controlled (and environmental impacts could be mitigated) by modulating Ag+ release, possibly through manipulation of oxygen availability, particle size, shape, and/or type of coating.",10.1021/nl301934w,4,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes
J,"Obrovac, MN; Christensen, L",Structural changes in silicon anodes during lithium insertion/extraction,"The structural changes in silicon electrochemically lithiated and delithiated at room temperature were studied by X-ray powder diffraction. Crystalline silicon becomes amorphous during lithium insertion, confirming previous studies. Highly lithiated amorphous silicon suddenly crystallizes at 50 mV to form a new lithium-silicon phase, identified as Li15Si4. This phase is the fully lithiated phase for silicon at room temperature, not Li21Si5 as is widely believed. Delithiation of the Li15Si4 phase results in the formation of amorphous silicon. Cycling silicon anodes above 50 mV avoids the formation of crystallized phases completely and results in better cycling performance. (C) 2004 The Electrochemical Society.",10.1149/1.1652421,5,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,no
J,"Kannan, N; Sundaram, MM",Kinetics and mechanism of removal of methylene blue by adsorption on various carbons - a comparative study,"The kinetics and mechanism of methylene blue adsorption on commercial activated carbon (CAC) and indigenously prepared activated carbons from bamboo dust, coconut shell, groundnut shell, rice husk, and straw, have been studied. The effects of various experimental parameters have been investigated using a batch adsorption technique to obtain information on treating effluents from the dye industry. The extent of dye removal increased with decrease in the initial concentration of the dye and particle size of the adsorbent and also increased with increase in contact time, amount of adsorbent used and the initial pH of the solution. Adsorption data were modeled using the Freundlich and Langmuir adsorption isotherms and first order kinetic equations. The kinetics of adsorption were found to be first order with regard to intra-particle diffusion rate. The adsorption capacities of indigenous activated carbons have been compared with that of the commercial activated carbon. The results indicate that such carbons could be employed as low cost alternatives to commercial activated carbon in wastewater treatment for the removal of colour and dyes. (C) 2001 Published by Elsevier Science Ltd. All rights reserved.",10.1016/S0143-7208(01)00056-0,6,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no
J,"Kim, HS; Cook, JB; Lin, H; Ko, JS; Tolbert, SH; Ozolins, V; Dunn, B",Oxygen vacancies enhance pseudocapacitive charge storage properties of MoO<sub>3-<i>x</i></sub>,"The short charging times and high power capabilities associated with capacitive energy storage make this approach an attractive alternative to batteries. One limitation of electrochemical capacitors is their low energy density and for this reason, there is widespread interest in pseudocapacitive materials that use Faradaic reactions to store charge. One candidate pseudocapacitive material is orthorhombic MoO3 (alpha-MoO3), a layered compound with a high theoretical capacity for lithium (279 mA h g(-1) or 1,005 C g(-1)). Here, we report on the properties of reduced alpha-MoO3-x(R-MoO3-x) and compare it with fully oxidized alpha-MoO3 (F-MoO3). The introduction of oxygen vacancies leads to a larger interlayer spacing that promotes faster charge storage kinetics and enables the alpha-MoO3 structure to be retained during the insertion and removal of Li ions. The higher specific capacity of the R-MoO3-x is attributed to the reversible formation of a significant amount of Mo4+ following lithiation. This study underscores the potential importance of incorporating oxygen vacancies into transition metal oxides as a strategy for increasing the charge storage kinetics of redox-active materials.",10.1038/NMAT4810,7,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes
J,"Jiang, SY; Cao, ZQ","Ultralow-Fouling, Functionalizable, and Hydrolyzable Zwitterionic Materials and Their Derivatives for Biological Applications","In recent years, zwitterionic materials such as poly(carboxybetaine) (pCB) and poly(sulfobetaine) (pSB) have been applied to a broad range of biomedical and engineering materials. Due to electrostatically induced hydration, surfaces coated with zwitterionic groups are highly resistant to nonspecific protein adsorption, bacterial adhesion, and biofilm formation. Among zwitterionic materials, pCB is unique due to its abundant functional groups for the convenient immobilization of biomolecules. pCB can also be prepared in a hydrolyzable form as cationic pCB esters, which can kill bacteria or condense DNA. The hydrolysis of cationic pCB esters into nonfouling zwitterionic groups will lead to the release of killed microbes or the irreversible unpackaging of DNA. Furthermore, mixed-charge materials have been shown to be equivalent to zwitterionic materials in resisting nonspecific protein adsorption when they are uniformly mixed at the molecular scale.",10.1002/adma.200901407,8,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no
J,"Sun, HY; Xu, Z; Gao, C","Multifunctional, Ultra-Flyweight, Synergistically Assembled Carbon Aerogels",,10.1002/adma.201204576,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
