ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"The magnetic and electrical properties of the BiFe1-xMnxO3 (x = 0.05, 0.15) films in the temperature range of 80-600 K have been investigated. The Curie temperature (Tc) of the films has been determined. A decrease in the conductivity of the films with x = 0.05 upon cooling in an electric field from the temperatures T<Tc has been found. This effect has been described in the model of decreasing quantum well (domain wall) density and the tunneling coefficient drop. A decrease in the conductivity of the BiFe1-xMnxO3 film by more than an order of magnitude upon cooling from high temperatures in a magnetic field has been established. The experimental data are interpreted using the magnetic-field-induced magnetic structure variation and exchange splitting of the impurity subband.",no,happy,happy,no,no,happy,happy,happy,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes
1,"A single step fast track method is proposed to determine melamine based on strong hydrogen bonding between exocyclic amine group in melamine moiety and hydroxyl group of tannic acid (TA); acting as reducing and functionalizing agent for synthesis of gold nanoparticles (Au NPs). The proposed strategy is facile and highly time saving; as the detection of melamine with label-free gold nanoparticles was accomplished within five minutes. The colorimetric probe exhibits high detection limit of 8 nM for melamine determination in raw milk, which is very low as compared to other capping ligands employed for Au NPs such as borohydride, citrate and 3,5-dihydroxybenzoic acid. The results show a highly sensitive linear range (0.03-2.5 mu M) between absorption ratio and concentration of melamine with a correlation coefficient of 0.991. Proposed methodology is proven effective for on-site screening without using costly instrumentation.",no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no
2,-We have studied the effect of doping with silver on the dielectric properties and ac conductivity of TlInSe2 (2 mol % Ag) single crystals grown by the Bridgman-Stockbarger method using a growth charge synthesized from high-purity chemical elements. Experimental data on the frequency dispersion of dielectric coefficients and electrical conductivity in (1 - x)(TlInSe2) . xAg single crystals allowed us to identify the nature of the dielectric loss and the mechanism of hopping charge transport and evaluate parameters of localized states in the band gap.,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes
3,High pressure has the capacity to produce potential novel structures with exciting physical and chemical properties. Nitrides find diverse usages in industry and captivate much attention in research. We have explored Sn-N system under pressure range 0-300 GPa with an objective to construct the complete phase diagram of Sn-N system. We have revealed two thermodynamically stable compounds; SnN2-Pa-3 and SnN4-P-1. The SnN2-Pa-3 has a wide indirect band gap 4.2 eV and transformed to a tetragonal structure SnN2-I4/mcm at 100.5 GPa. We have also calculated the mechanical properties of the predicted compounds and expect these results are significant to understand the Sn-N system under high pressure.,yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes
4,"Thermomechanical streaking is a common optical surface defect that affects architectural 6xxx series aluminum extrusions, and can be cause for rejection of the product. AA6060 profiles were extruded at a range of ram speeds using a specialized die with internal geometry purposely designed to produce thermomechanical variation throughout the profile. Subsequently, the extrudates underwent an industrial anodization pretreatment process that revealed the presence of streaks throughout three designated regions. The optical appearance, microstructure and surface topography of streaked and surrounding regions of the extrudate surface were analyzed using colorimetry, electron backscattered diffraction, and optical profilometry. Differences in perceived lightness, roughness, and grain size were observed between streaked and surrounding regions. Changes in appearance of the surface directly correlated with the surface roughness, with rougher surfaces yielding an increase in the perceived lightness. The surface roughness was determined to be primarily dependent on the size and distribution of grain etching steps as related to the surface grain size. A difference in grain size in the regions surrounding the streaks was determined to be the microstructural origin of the visual defect. (C) The Minerals, Metals & Materials Society and ASM International 2019",yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,
5,"With the growing threat of the side-channel attack (SCA) to the cryptographic algorithm's implementations, the masking method has become one of the most promising SCA countermeasures for securely implementing, for example, block ciphers. The basic principle of the masking method is that if the sensitive variable (which, by definition, depends on sensitive information) is split into some random variables and they are manipulated in a secure manner, then the relationship between the random variables and the corresponding side-channel information may look independent from the outside world. However, after the introduction of the glitch attack, there has been a lot of concern about the security of the masking method itself. And, to mitigate the threat of the glitch attack, the threshold implementation (TI) and G-equivariant gates were independently introduced as countermeasures. In this paper, we consider the main notions of two such independent glitch attack's countermeasures, say, non-completeness and G-equivariance, and investigate their relationship. The contribution of this paper is three-fold. First, we show that the widely-circulated proof that the non-complete TI with uniform inputs guarantees the security against the 1st order DPA even in the presence of glitches is not satisfactory. Next, using the extended notion of G-equivariance to the higher-order setting, we prove that non-completeness implies G-equivariance, which, in turn, means that the non-complete TI with uniform inputs has resistance against the glitch attack. Thirdly, we prove that the set of non-complete gates is a proper subset of the set of G-equivariant gates by showing there is a gate that is G-equivariant but not non-complete.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"The Internet of Things (IoT) is a model of future Internet and pervasive computing that has its own particular difficulties gained from the Internet as far as adaptability, vague topology, and so on are concerned. The proposed work means to determine the difficulties posed by IoT in the service discovery field. Most of the data analytics algorithms applied for data collected through sensors and actuators assume that the data are complete such that each property of the instances is filled with the appropriate value. These data have temporal and spatial correlation between them, and missing such data results in a significant decrease in accuracy and reliability of data analysis performed. Considering the importance of estimating the spatial data and the intricacies involved in estimating it using interpolation techniques, the proposed work bases its system development using an aspect-oriented programming improvement technique, thereby addressing the interpolation strategy as a cross-cutting aspect and reducing the complexity involved thereof. The proposal analyzes the situation of missing data and appropriately weaves the aspect and the application together, thereby decreasing the complexity in handling the interpolating data. The woven aspect estimates the missing data using an inverse distance weighting method and updates the information. Observation of the experimental results reveals significant improvement in response time compared with estimating the unknown value in a conventional manner.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"During a crystal growth from a thin melt layer, the transport of dopant occurs mostly by diffusion. One can describe the dopant distribution by simplified analytical equations, as, for example, those previously obtained by Tiller. We performed numerical 2D axi-symmetric computations of heat and mass transfer in a thin melt layer (0.05 < h/d < 0.2), in order to find the limits of the validity of such approaches. Sb doped Ge, in a cylindrical volume with a diameter of 200 mm, was used as a model material. Compared with the heat transfer, the mass transfer was found to be much more sensitive to residual convection. Some restrictions in the application of the analytical equations for the description of the experimental data are revealed and necessary recommendations to improve the results are made. In order to provide the uniform axial dopant distribution in the very last portion of the ingot, too, it is necessary to vary the rate of solidification by changing the cooling rate with time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Perfluoromethanesulfonyl peroxides were prepared for the first time using intermediates and wastes from producing perfluorinated sulfonyl fluoride, one of the reagents for preparing the copolymer precursor of ion-exchange membranes. These perfluoroperoxides were used radical copolymerization initiators for fluoroorganic compounds. Copolymers with given characteristics were synthesized by casting a solution of the copolymers to form membranes with several characteristics exceeding those of Nafion membrane (DuPont).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"In order to provide the safest possible built environment for pedestrian use, care must be taken to supply walking surfaces that are slip resistant. However, there remains an inability to establish a method of consensus for determining whether a surface is slip resistant. Two current walkway-safety standards illustrate two different approaches to this issue-ANSI A137.1, American National Standards Specifications for Ceramic Tile, and ANSI/NFSI B101.3, Test Method for Measuring Wet DCOF of Common Hard-Surface Floor Materials, promotes a numeric threshold model, while ASTM F2508, Standard Practice for Validation, Calibration, and Certification of Walkway Tribometers Using Reference Surfaces, is a validation standard based on the relative ranking of walkway surface materials. The goal of this study was to determine whether these two standards are compatible in how they rank/evaluate surfaces. To do this, two tribometers, (the BOT-3000E (BOT) (Regan Scientific Instruments, Southlake, TX, USA) and English XL Variable Incidence Tribometer (XL) (Excel Tribometers, Chesapeake, VA, USA)) were used to take slip resistance measurements using the four reference surfaces designated in the ASTM F2508 standard. Measurements for the BOT were taken under three conditions: (1) styrene-butadiene-rubber (SBR) test foot with distilled water and surfactant (consistent with ANSI/NFSI B101.3), (2) SBR test foot with distilled water, and (3) Neolite test foot with distilled water. Measurements for the XL were taken using a Neolite test foot with distilled water. Results indicate that the vinyl composite tile was the reference surface nearest to the ANSI threshold for high slip resistance but fell approximately 11 % below the threshold value of 0.42. The two most slippery reference surfaces (granite and porcelain) fell well below the ANSI threshold for high slip resistance, while the most slip resistant (ceramic tile) was well above the threshold. Unexpectedly, we also found a strong linear correlation (R-2 = 0.99) between the measurements from the XL versus the BOT with SBR and surfactant test condition, which allowed for conversion of slip resistance readings between the two tribometers under these conditions. These results provide new data that allow aspects of the ASTM and ANSI standards to be directly compared.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"The bioavailability of a drug at the target site is vital to repair the degenerated cartilage following trauma or osteoarthritis (OA). Previously, we developed targeted nanosomes with anti-type II collagen monoclonal antibody (MabCII) on their surface that can bind to the damaged cartilage. The efficiency of nanosomes is highly dependent on their physicochemical nature. Therefore, in this study, we presented a rigorous method for examining the physicochemical characteristics and biological efficacy of nanosomes. Nanosomes were characterized by transmission electron microscopy (TEM), dynamic light scattering (DLS), and thin-layer chromatography (TLC). Specificity of nanosomes for type II collagen was evaluated by enzyme-linked immunosorbent assay (ELISA). Release kinetics of nanosomes was determined by dialysis method using fluorescein isothiocyanate (FITC) dye. The biological efficacy of targeted nanosomes encapsulating TGF-beta 3 was determined in porcine chondrocytes (pChon). Moreover, the binding specificity of targeted nanosomes to the damaged cartilage was confirmed onto the cartilage explants and in a mouse model of spontaneous osteoarthritis (OA). The synthetic targeted nanosomes were unilamellar with a mean diameter of 200 nm. Retention factor (Rf) values for all the lipids were in accordance with the standards with a mean 1,2-dioleoyl-sn-glycero-3-phosphocholine (DOPC) concentration of 3.22 nM. It was found that nanosomes release approximately 50% the encapsulated product at 37 degrees C within 24 h. TGF-beta 3-targeted nanosomes found to reduce the expression of inflammatory marker matrix metalloproteinases (MMP-1) in chondrocytes stimulated with TNF alpha. In brief, in this study, we present a comprehensive approach to characterize the physicochemical and biological characteristics of nanosomes. Furthermore, this approach can be utilized to deliver the drug or molecule of interest to the diseased or damaged tissues.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"In this work, the charge transport properties of bulk heterojunction formed by p-type benzodithieno-imidazole (BDTI-Br) based ?-conjugated polymer and PCBM acceptor has been investigated in photovoltaic configuration under dark conditions. Temperature dependent current-voltage (J ? V) characteristics show a transition from ohomic (J?V<i) to trap dominated space charge limited current with a power law J ?V-m, m?2 for higher applied voltages. Capacitance-voltage measurement shows that capacitance value at reverse bias is drift controlled and the accumulation of diffused charge carriers contribute at forward bias. An equivalent impedance model gives charge carrier lifetime values in milliseconds and electron mobility values in the range of ?10(?5) cm(2) V-?1 s(?1); in line with that obtained by charge extraction by linearly increasing voltage method. The extrapolated dc conductivity values in 113 K?473 K show Arrhenius like behavior with an activation energy of 145 meV. Notable changes in temperature dependent conductivity, carrier concentration and carrier mobility values around 320 K indicate a strong correlation of charge transport process with structural changes that may occur in bulk heterojunction around its thermodynamic glass transition temperature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Applications of porous materials require macroscopic shapes, which makes it easier to handle and recover them. The direct fabrication of hierarchically porous macroscopic shapes, without the use of additional binders or complex post-treatments, is both challenging and promising. Flow devices offer a convenient route, with high controllability, to synthesize monodisperse particles. Hierarchically macro/mesoporous silica beads were prepared by means of a co-axial flow device combined with the co-micelle/emulsion dual templating strategy. Precursor droplets, which react to form the silica beads, were produced with the flow device and the size of the droplets was strongly influenced by the external fluid flow rate. Hierarchically porous silica beads with diameters from 300 to 800 mu m were produced as the flow rate was decreased over the range investigated. Furthermore, it was observed that the hierarchical pore structure and sizes of the pores on the different length scales were not significantly affected by the bead sizes, which provides the ability to optimize the size of the beads independently. The silica beads had mesopores around 4 nm in diameter, BET surface areas above 350 m(2)/g and mesopore volumes of approximately 0.25 cm(3)/g.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"The oxidation behaviors of Al-Cr-Y coatings with different Al contents prepared by pack cementation process were investigated. The results show that the coating with 2 wt% Al in the pack has a three-layer structure, while the coatings with 2.5 wt% and 3 wt% Al have two layers. In addition, the main phases in the coatings with 2 wt% and 3 wt% Al are alpha-Cr and NiAl, respectively, while the main phase in the coating with 2.5 wt% Al is NiAl with several Cr-rich particles and solid-solution Cr atoms in the coating. The oxidation test demonstrates that the coated specimen with 2 wt% Al has the poorest oxidation resistance and the coated specimen with 2.5 wt% Al has the best oxidation resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"In order to solve the problems of the brittleness, high hardness, complex shapes, long production times and high cost of ceramic parts, a novel 3D printing system for ceramics is proposed for the fabrication of ceramic parts by means of continuous extrusion. Based on an analysis of the principle of continuous extrusion of ceramics as a forming process, the system structure, nozzle extrusion device and motion control system were developed. The influence of the process parameters on the quality and defects of printed parts was analyzed in a series of printing experiments. The causes of defects (tiny cracks, porosity, holes and irregular morphology) were explored and summarized. Precise contours, size and high bonding quality can be obtained when the printing speed is matched well to the speed of ceramic extrusion. Vases and model heads were fabricated using the 3D printing system. The results of the experiments show that the 3D printing system can meet the precision requirements for ceramic parts. The feasibility and correctness of the 3D ceramic printing technique are verified.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Fundamentally different responses of a LiTaO3 thin film detector are observed when it is subjected to short microwave pulses as the pulse intensity is altered over a wide range. We start from weak microwave pulses which lead to only trivial pyroelectric peak response. However, when the microwave pulses become intense, the normally expected pyroelectric signal seems to be suppressed and the sign of the voltage signal can even be completely changed. Analysis indicates that while the traditional pyroelectric model, which is a linear model and works fine for our data in the small regime, it does not work anymore in the large signal regime. Since the small-signal model is the key foundation of electromagnetic-wave sensors based on pyroelectric effects, such as pyroelectric infrared detecters, the observation in this work suggests that one should be cautious when using these devices in intense fields. In addition, the evolution of detector signal with respect to excitation strength suggests that the main polarisation process is changed in the large signal regime. This is of fundamental importance to the understanding on how crystalline solids interact with intense microwaves. Possible causes of the nonlinear behaviour is discussed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"The effect of an Electro-Fenton system on the deep treatment of ammonia nitrogen (NH3-N) and corresponding removal rate was investigated in this article. By using simulated ammonia nitrogen wastewater, it included a Cl- concentration of 3000 mg/L, SO42- concentration of 100 mg/L according to conventional leather wastewater conditions. Furthermore, Cl- and SO42- can be used as supporting electrolyte. After pretreatment, the ammonia nitrogen concentration kept about 100 mg/L. The optimal treatment conditions of Electro-Fenton system were obtained throughout single factors experiments. The current density was 150 A/m(2), the reaction time was 30 min, the plate spacing distance was 40 mm, and the reaction temperature was adjusted to 40 degrees C. After flocculation treatment of leather wastewater, the ammonia nitrogen concentration was 142.11 mg/L, and the tanning wastewater was further treated with an Electro-Fenton system. The final ammonia nitrogen concentration was 11.23 mg/L, which meets the first-level wastewater discharge standard. The removal rate was 92.10%, which indicated that the Electro-Fenton system is one kind of clean, feasible and sustainable treatment method for the deep treatment of ammonia nitrogen in tannery wastewater.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"The effect of pre-deformation on the fatigue properties of 2024-T4 aluminum alloy is evaluated, including pre-tension of 1, 2, 3, and 4 % as well as pre-torsion of 10 degrees, 20 degrees, 30 degrees, and 40 degrees. Multiaxial low-cycle fatigue (LCF) tests are carried out under a constant amplitude sinusoidal wave loading with a tension-torsion ratio root 3 in air at room temperature. The results indicate that the multiaxial LCF life of the specimen reduces with the pre-deformation level. The observed mechanical behavior and associated phenomena are directly linked to microstructure characteristics, such as dislocation density, surface defects, and microcracks. The analysis of mechanism reveals a competition between beneficial effects that are due to hardening and detrimental influences that are due to defects that are caused by the pre-deformation. However, the multiaxial loading makes the detrimental influence more prominent. The typical fracture morphology of multiaxial fatigue can be observed. With the consideration of the effect of pre-deformation on fatigue limit, a modified criterion is developed to predict the multiaxial fatigue life of 2024-T4 aluminum alloy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"With the development of basic theoretical research and equipment, laser additive manufacturing technology is widely used in the manufacture of large complex components. However, the internal stress in laser additive manufacturing process tends to result in distortion and cracking. Stress and deformation control has become an urgent issue in laser additive manufacturing process. In this paper, research progress of residual stress in laser additive manufacturing was reviewed from various aspects such as residual stress forming mechanism, test methods, control measures. Furthermore, the main problems and research directions were proposed for the research of stress and deformation control technology, which provides guidance for the research of ""shape control"" in laser additive manufacturing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Interface engineering plays a critical role in the device performance of organic photovoltaics (OPVs). In inverted OPVs, the top anode must have a high work function to match the highest occupied molecular orbital level of a p-type organic semiconductor. Therefore, a functional interlayer with a high work function is inserted between the light-absorbing layer and anode. OPVs with a dual-anode buffer layer have been reported to exhibit a superior performance than those with a single-anode buffer layer. Herein, the device performance of inverted OPVs with a poly(3-hexylthiophene-2,5-diyl):[6,6]-phenyl-C-61-butyric acid methyl ester light-absorbing layer and dual-anode buffer layer of MoO3 and 1,4,5,8,9,11-hexaazatriphenylenehexacarbonitrile (HAT-CN) is investigated. The power conversion efficiency (PCE) of the OPV with the HAT-CN/MoO3/Al anode system is lower than that with the conventional MoO3/Al anode system. However, the PCE of the OPV with MoO3/HAT-CN/Al is slightly higher than that with MoO3/Al. The change in the device performance by varying the deposition sequence of HAT-CN and MoO3 is discussed based on the built-in potential.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"The effect of NaF and CaO/SiO2 mass pct. ratio (C/S) on the hydrogen solubility in terms of the hydroxyl capacity of the CaO-SiO2-NaF welding flux system was investigated at 1823 K. As a cost-effective alternative to CaF2 in welding fluxes, NaF can potentially increase the fluidity, electrical conductivity, and hydroxyl capacity of welding fluxes in advanced high-strength steels. Additions of 1.9 to 5.9 mass pct. of NaF was found to depolymerize the structural units in the flux system. Depending on the flux composition, the dominant hydrogen dissolution mechanism varied. At C/S values less than 1.06, the incorporated-hydroxyl dissolution mechanism was dominant in the present flux system, in which SiO2-based complex structural units were pronounced. At C/S values above 1.06, the free-hydroxyl dissolution mechanism was pronounced due to the strong network-modifying CaO content supplemented by NaF. A combination of Fourier transformed infrared, Raman, X-ray photoelectron spectroscopy and time of flight secondary ion mass spectrometry analysis was used to determine the structural implications of NaF additions and C/S, which were correlated to the hydroxyl capacity of the flux. High NaF contents and C/S values were found to depolymerize the complex structural units of the molten flux by supplying greater amounts of network-modifying free oxygen (O2-) and fluorine (F-) anions to the flux system in the compositional range of this work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Problems concerning the preparation of 7075 aluminium alloy and non-alloy Grade 2 titanium for electrochemical application of galvanic coatings have been presented. A copper layer, a copper-chromium alloy coating and a nickel-phosphorus alloy coating were deposited onto the surface of materials prepared using various methods. Afterwards, tests were carried out to determine the thickness and composition of the applied coating, its wettability and adhesion to the substrate..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Recently, the five-year review for ASTM D7310, Standard Guide for Detection and Rating of Plastic Films Using Optical Sensors, was carried out. One of the key goals for this review was refining the document such that it may eventually be transitioned to a full-fledged test method. However, before such a goal could be realized, it was necessary to determine the practical limitations of the technique relative to the expected precision, repeatability, and reproducibility. To that end, interlaboratory studies were carried out in two stages. Stage one served as a pilot study and the participating laboratories were given limited guidance. This allowed identification of key control variables that would need to be defined in subsequent broader studies and ultimately in the future method. In stage two, the key variables identified in stage one were controlled and the precision of the technique was elucidated for three material types: polypropylene, high-density polyethylene, and low-density polyethylene. The results from these studies are discussed herein.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"We present a novel design of a parameterization image stitching algorithm for ultrashort throw laser MEMS projectors. The resultant method allows the use of projectors with short or even long throw ratios to achieve ultrashort throw projection through a parameterized algorithm to stitch multiple images into one single frame, alleviating the trade-off between the resolution and frame rate in conventional laser MEMS displays. To evaluate the effectiveness, we construct a test system that consists of three off-the-shelf projectors with a throw ratio of 1.3 and three planar reflective mirrors. Using our method, the integrated system yields an ultrashort throw ratio of 0.26, greatly reducing the projection distance from 12 to 2.6 ft for the 120-in. screen in diagonal. Moreover, our algorithm can be fine-tuned to correct for image distortion, intensity variation, and edge mismatch induced by two-axis light beam steering, thereby further improving the image quality.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Enhanced cellulase production was studied with ultraviolet mutagenesis and the mutated cellulase gene in E. coli DH5 alpha was cloned for production under controlled conditions. Aspergillus niger inoculum was exposed to UV radiation for different time intervals. The UV exposure of 10 min to A. niger yielded 330 mu mol/min/mg specific activity. The mRNA of mutant A. niger yielding maximum enzyme activity was isolated and used for the synthesis of cDNA. The cDNA prepared from mRNA was used for the PCR amplification of mutated cellulase gene with primers designed on the basis of a cellulase gene database from A. niger. The amplified cellulase gene was cloned into E. coli DH5 alpha followed by expression in E. coli BL21. The cellulase activity by wild type A. niger, A. niger UVMT-I, and recombinant E. coli was compared by analysis of variance test. The specific activity of cellulase by recombinant E. coli was maximum (441 mu mol/min/mg), followed by A. niger UVMT-I (330 mu mol/min/mg) and wild type A. niger (96 mu mol/min/mg).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Patent analytics enable analysis of hundreds or even thousands of patents, leading to insightful conclusions related to technologies and markets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"The shifts in quality of global reserves of iron ore, as well as the progressive advances in environmental legislations, are tendencies that have motivated researches on the usage of iron and carbon-bearing residues in the production of sinter for blast furnace ironmaking. These residues, however, are commonly limited in use due to their physical (particle size distribution) and chemical (heavy metals, alkali and zinc contents) properties as compared to sinter feed. In that sense, it is necessary to verify the impact of these materials on sinter quality and on sintering process parameters. In order to assess the recycling potential of residues via sintermaking, mixtures with increasing proportions (4.5-50%) of iron and steel-making residues were prepared and tested in controlled laboratory conditions representing those of the sintering machine. The effect of residues on sinter mineral phases and chemical quality was evaluated and showed few differences in sinter quality for a mixture resulting from recycling 100% of a plant's residue generation (4.5% of the mix). The greatest impact was an increased presence of wustite in the produced sinter, beyond 25% of residues in the mixture. The results indicated that there are opportunities, in the industry, for increasing the recycling of residues via sintermaking. (C) 2019 The Authors. Published by Elsevier B.V.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"The article presents and discusses a new method of grinding of magnesium alloys using conventional ceramic grinding. In this method the conditioning (cleaning) of the cutting surface of grinding wheel during grinding operation is applied. It will be shown that this method significantly increases the durability of cutting properties of grinding wheels. Moreover, the geometrical structure of surface layer of grinded workpieces in 3D configuration is assessed as well as manufactured, diamond like carbon coating on the surface is presented.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
