ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"Taguchi design was employed herein to design a series of Mg-Y-Zn-Al alloys and to obtain the composition of the alloy with the best mechanical properties. The alloys were prepared according to the 3-level L9 Taguchi orthogonal table. The signal-to-noise ratios and analysis of variance were used to determine the optimal composition. The microstructures of the Mg-Y-Zn-Al alloys were investigated using an optical microscope, an x-ray diffractometer, a scanning electron microscope and energy dispersion spectra. The optimal composition of theMg-Y-Zn-Al alloys is 1.2 at% Y content, 0.75 Y/Zn mole ratio and 0.9 wt% Al-5Ti-1B content which corresponds to Mg-4.1Y-4.1Zn-0.9(Al-5Ti-1B) (wt%) with the best mechanical properties. The ultimate tensile strength and elongation of Mg-4.1Y-4.1Zn-0.9(Al-5Ti-1B) (wt%) are 195.35 MPa and 9.45, respectively. The Y content had the largest impact on the ultimate tensile strength and the significant factor that influencing elongation is the Al-5Ti-1B content. Alloys were mainly composed of alpha-Mg, X phase, Mg4Y2ZnAl3, TiB2 and Al2Y. The TiB2 and Al2Y, which are formed by the addition of Al-5Ti-1B, can act as heterogeneous nucleation to refine alpha-Mg grains. The excellent properties of the alloy could be attributed to fine-grain strengthening and second phase strengthening caused by a large amount of X phase and Mg4Y2ZnAl3 discontinuously distributed at the grain boundaries.",no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes
1,"Positive effects of retrofitting MBBR and IFAS systems into MBRs can be exploited by introducing chemical enhancement applying coagulants in the membrane separation step. The current study reports basic principles of chemical enhancement with aluminium sulphate coagulant in biofilm-MBR (Bf-MBR) based on results of total recycle tests performed at different dosages of the chemical enhancer and properties characterization of filtrates, supernatants and sediments. It demonstrates a possibility to achieve lower membrane fouling rates with dosing of aluminium sulphate coagulant into MBBR and IFAS mixed liquors by extending operational cycles by 20 and 80 time respectively as well as increasing operating permeability of membrane separation by 1.3 times for IFAS. It has been found that charge neutralization is the dominating mechanism of aluminium sulphate action as a chemical enhancer in Bf-MBR, however, properties of the membrane surface influencing charge repulsion of foulants should be considered together with the secondary ability of the coagulant to improve consolidation of sediments.",yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes
2,"An experimental investigation of the mechanical and fracture characteristics of Portland limestone and Corsehill sandstone is undertaken, aiming at enhancing understanding of the structural behaviour of these natural building stones commonly used in both new and restoration projects in Edinburgh, Scotland. A series of three-point bending and four-point bending tests on appropriately cut prismatic samples, in the presence of U-shape notches, were performed and results were interpreted following the concepts of crack mouth opening displacement and fracture energy. The critical crack opening displacement could be further investigated as a fracture criterion, independently of the method used for its determination. At a second stage, the effect of specimen shape and size on flexural strength, deflection at mid-span, crack mouth opening displacement and fracture energy was studied for Portland limestone. Despite the scattering of results, trends observed comprise (a) the negative correlation between the flexural strength of Portland limestone and the specimen span length and (b) the positive correlation between fracture energy and specimen size. Conclusions drawn are in good agreement with similar ones for other quasi-brittle materials and contribute to the assessment of the fracture behaviour of full size structural members that are often beyond the range of possible failure testing.",yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes
3,"General formulae for double initial and caustic curves (reflected and transmitted) arc obtained in the case of smooth contact of two cylindrical elastic bodies of arbitrary radii. Namely, based on the method of reflected and transmitted caustics, the conditions for the development of double initial and contact caustic curves are established as functions of six independent parameters, while easy-to-use closed-form expressions are given for obtaining the contact length. An experimental protocol is then implemented in the case a. thin cylindrical transparent disc is compressed between the jaws of the International Society for Rock Mechanics suggested device for the execution of the Brazilian-disc test. The experimental method of caustics can provide the contact length quite accurately, even in the case of double curves which seem that are not always a consequence of a wide contact region.",no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"In the hemp industry, retting is considered as an upstream processing treatment that facilitates the decortication of fibres in the central woody part of the stem. This treatment is currently carried out empirically in the fields, and leads to variability in the color, (micro)structure and intrinsic properties (thermal properties) of hemp fibers. The present study aims to compare unretted and retted hemp fibres harvested at the end of flowering. The results show that retting induces a change in the color of fibres from light green to dark gray due to the activity of the microbial community at the stem surface. A separation of the fibre bundles into elementary fibres occurs with the degradation of the cementing compounds present in the middle lamella. The cellulose and its crystallinity degree increased from 68 to 75 % and 85 to 89 %, respectively, with a removal of non-cellulosic materials, which leads to an improvement of the thermal stability for the retted fibres.",yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes
7,"Non-traditional photovoltaic (PV) modules, such as solar shingles, facades and skins, are expected to increase in market share as the solar industry matures and moves to fill building integrated photovoltaics niches. The advent of building integration and the application of photovoltaics to multiple surfaces come with fabrication challenges and inherent geometrical, optical and thermal constraints. In this paper, we investigate the curved lamination process and the integration of a dichroic polymeric film within the laminate for the particular case of a large-scale optical collector called a ""PVMirror"". PVMirror is a concentrating solar power (CSP)/PV hybrid design that combines the high efficiency of PV and storage capability of CSP using a dichroic film. The film does not degrade upon lamination and exhibits good adhesion to encapsulants. Multiple lamination approaches, such as tuning the thickness of the encapsulant, are shown to significantly reduce the impact of the lamination process on the shape error of PVMirror modules, which could also be applied to the fabrication of other non-traditional PV modules.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"In this study, non-foamed and foamed geopolymers based on IGCC (integrated gasification combined cycle) slag were prepared and their water resistance properties were examined in an immersion test in order to assess their suitability for water applications such as bridge pier, seawall, tetrapod. Particularly, the immersion characteristics were investigated according to the aging time at room temperature during the production process of the geopolymer. The pH changes of the immersion liquid were analyzed considering the immersion time, and the microstructural changes on the nanometer level of the surface of the geopolymer were observed before and after the immersion. Various shapes of crystals of the zeolite phase formed in the geopolymers prepared in this study, such as needle-like crystals with thicknesses ranging from 20 to 40 nm and lengths of 200 to 300 nm, and plate-shaped crystals overlapped with each other, which is thought to be due to the uneven composition of the slag used as a raw material or to local compositional changes of the alkali activator. By measuring the pH of immersion liquid, the following facts can be seen: foamed geopolymers synthesized from IGCC slag require a room-temperature curing period of at least 7 days, whereas non-foamed specimens require a room-temperature curing period of at least 28 days to consume alkaline activators. This is due to the increase in the specific surface area of the foamed specimen as the specimen is expanded, which thereby increases the contact area between the alkali activator and the slag. The foamed specimens, however, produced larger cracks and pores when immersed in water, while a smaller cracks and pores occurred in the non-foamed specimens.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"The effects of Cu opening size on the mechanical properties of epoxy-contained Sn-58Bi solder joints were investigated by a low-speed shear test. Eight sample types were fabricated with various Cu opening sizes and solder pastes. The Cu opening sizes of the component and substrate were 200 mu m or 380 mu m, respectively, and the component formed a Sn-3.0Ag-0.5Cu (SAC305) solder bump which was placed on the Sn-58Bi solder paste or epoxy Sn-58Bi solder paste printed on the substrate and then reflowed. The microstructures of the solder joints were observed using scanning electron microscopy (SEM), and the chemical compositions were analyzed by energy-dispersive X-ray spectroscopy (EDS) and electron probe X-ray micro-analyzer (EPMA). Epoxy was formed around the solder joints after the reflow process, improving the bonding strength of the epoxy-contained solder joints. Specifically, the bonding strength of the epoxy Sn-58Bi solder joints increased about 2.9 times in the 200 mu m (opening size of component)/380 mu m (opening size of substrate) sample. When the opening size of the component and substrate differed, a fracture occurred at the smaller opening size. On the other hand, a fracture occurred at the substrate side for the SAC305 (solder paste of component)/Sn-58Bi (solder paste of substrate) solder joints, while a fracture occurred at the interface between SAC305 and Sn-58Bi at the SAC305/epoxy Sn-58Bi solder joints for samples with the same opening size between the component and substrate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
