Publication Type,Authors,Title,Abstract,DOI
J,"Alaie, MB; Olamaei, SA",Design of unimodular sequences with small PSL,"In this paper, we address the intra-pulse coding for single-input single-output radar systems. As the design metric, we consider the peak sidelobe level (PSL), which is important to be small to avoid masking of the weak targets in the range sidelobes of a strong target. The optimization problem, i.e., minimizing the PSL, is Np-hard in general. The adopted constraint is constant modulus, which is practically important in radar systems, as transmit power amplifiers are typically working in saturation, i.e., transmitting constant amplitude probing signals. The imposed constraint is non-convex that increases the complexity of the problem. By the mathematical manipulation proposed in this paper, we convert the non-convex problem to a convex one and tackle it using semidefinite programming. Simulation and results show the obtained sequences have very small PSL values.",10.1007/s11760-019-01610-5
J,"Bendak, S; Alhammadi, AA",A multi-criteria decision-making approach to minimising fire risk in detached house designs,"Purpose House fire risk would be minimised if fire safety principles were incorporated at the design stage. This issue is rarely addressed in the literature. The purpose of this study is to propose a multi-criteria decision-making framework to evaluate fire risk of detached house designs in the United Arab Emirates and countries of similar cultural background. Design/methodology/approach The framework was developed based on function areas where (detached) house fires start, expert opinion and recommendations derived from the published literature on residential fire safety. This framework was applied to a sample of ten public detached house designs to check the applicability of the framework and to determine how safe these designs are from a fire safety perspective. Findings The proposed framework is proven to be an effective preliminary fire risk evaluation tool of detached house designs, and more research is needed in this area. Research limitations/implications - The proposed framework is an encouraging first step in incorporating fire risk minimisation at the design stage of detached houses based on determining the preferred location of function areas but requires further development and validation, especially in other design settings. Practical implications The proposed framework is an initial endeavour in helping designers of detached houses to minimise fire risk and its potential effects on residents. Originality/value This research proposes a way to minimise fire risk at the design stage of detached houses.",10.1108/JEDT-10-2018-0195
J,"Chen, RS; Wong, SW; Niu, BJ; Lin, JY; Li, Y; Zhang, L; Wang, Y; He, YJ",High selectivity band-stop filters using coaxial-fed substrate integrated waveguide,"A novel band-stop filter (BSF) using coaxial-fed slotted substrate integrated waveguide (SIW) is proposed in this article. The proposed BSF is designed using coaxial-fed line with extended probes penetrating through the substrate and connecting each other, instead of using the main transmission line to dispose the resonators. The SIW cavities perform the resonators excited by the probes to produce a stopband. Then, two BSFs with one and two SIW cavities are firstly designed, both of them have SIW cavity resonator modes and lower-band reflection zeroes. Then, two types of third-order BSFs using two cavity resonators and one slot resonator are presented, the high selectivity is achieved by the RZs at both sides of the stopband. Finally, one of the proposed third-order BSFs is fabricated and measured to verify the design method.",10.1002/mop.32183
J,"Joo, J; Song, E",Investigation of Conducted Noise Impact on Conducted Susceptibility Testing for a Wireless Power Transfer System with Bifurcation Phenomena,"This paper presents the modeling of bifurcation phenomena in a wireless power transfer (WPT) system along with its application in the testing of conducted susceptibility (CS). The presented model represents an analytic transfer function based on the equivalent circuit models of strongly coupled coils, and its validation was performed using a simple WPT system designed and fabricated as equipment under test (EUT). Additionally, experimental verification of effectiveness of the presented model was performed via transfer-function measurement. The presented model was applied to estimate the impact of conducted noise on measurement-based CS testing of WPT systems demonstrating bifurcation phenomena. Results obtained in this investigation demonstrate that the impact of conducted noise with bifurcation phenomena can be successfully estimated using the presented model.",10.1007/s42835-019-00329-0
J,"Lorenzo, D; Romero, A; Del-Arco, L; Santos, A",Transformation of Cyclic Ketones as Impurities in Cyclohexanone in the Caprolactam Production Process,"Nylon 6 fibers are produced by polymerization of caprolactam obtained after oximation and Beckmann rearrangement of cyclohexanone. For this reason, the purity of cyclohexanone used is an important parameter to control the quality of final nylon 6 products. The poor quality of cyclohexanone is related to the presence of some cyclic ketone impurities, such as 2-methylcyclopentanone, n-methylcyclohexanones (n = 2, 3, and 4), and 2-cyclohexen-1-one, which can remain after the purification process of cyclohexanone. In this study, the first step was to study the products promoted during the oximation of these cyclic impurities. The oximation of each impurity was carried out at T = 80 degrees C and pH = 5, and the reaction products were identified using gas chromatography-mass spectrometry (GC/MS) and NMR Each cyclic oxime promoted a mixture of cis and trans stereoisomers, and the relative production ratio was determined. Additionally, the operating conditions that can affect the oximation step were studied. To do that, cyclohexanone was spiked with the mentioned cyclic impurities, and the oximation reaction was carried out using an aqueous solution of hydroxylammonium sulfate. The effects of experimental conditions, such as temperature (353.15-358.15 K) and pH (3.5-6), were studied. It was found that the higher the temperature, the higher the impurity conversion. However, when the pH was studied, the conversion of impurities presented a maximum due to the oximation mechanism. Additionally, a kinetic model of oximation reaction of cyclohexanone spiked with the cyclic impurities, based on an apparent constant to take into account that the reaction was carried out in two liquid phases, was proposed to explain the experimental results. The apparent kinetic constants obtained for 2-methylcyclohexanone and 2-cyclohexen-1-one were similar but lower than that for 2-methylcyclopentanone. The study was completed promoting the Beckmann rearrangement of the oxime mixtures obtained from the oximation of pure cyclic impurities under mild conditions (sulfuric media at 100 degrees C). The amides produced were identified by gas chromatograph/mass selective detector (GC/MSD). Cis/trans oxime stereoisomers from n-methylcyclohexanones (n = 2 and 3) and 2-methylcydopentanone presented the same reactivity to the corresponding amides, but only(Z)-2-cyclohexen-1-one oxime reacts in the Beckmann rearrangement to produce its cyclic amide.",10.1021/acs.iecr.9b04982
J,"McMaster, LP",Method for Approximating and Interpreting Transport Properties for a Homologous Series of Solid Polymer Electrolytes,"A new method approximates transport properties of a homologous series of poly(oxyethylene-ethylene carbonate) copolymer-lithium bis(fluorosulfonyl)imide (LiFSI) solid polymer electrolytes (SPEs)-using both dilute and concentrated solution theories. A chemical equilibrium model uses published Fourier-transform infrared data to estimate the concentrations of positively charged ion aggregates, of free anions and negatively charged ion aggregates, of charge-balanced ion aggregates, and of lithium ion adducts with ether and carbonyl oxygen groups in the copolymer. Ion shuttle-hopping and bulk self-diffusivities are estimated using published cation transference number, glass transition temperature, and ionic conductivity data using species concentrations from the chemical equilibrium model. Over a broad range of copolymer composition, salt concentration, and temperature, both ion shuttle-hopping and bulk diffusion contribute to ion transport. The method has been more generally validated for homogeneous and amorphous solid polymer electrolytes consisting of polymers containing aliphatic ether and carbonate groups with LiFSI and lithium bis(trifluoromethylsulfonyl)imide, including polyethylene oxide SPEs.",10.1021/acs.iecr.9b01676
J,"Romana Giraldo, J; Bryson, LS; Gutierrez Soto, M",Performance of Two Anchored Walls Under Cut and Fill Construction Sequences,"Tieback walls are typically designed using apparent earth pressures that are obtained initially by back-calculating earth pressures from measured support loads for excavation only. For construction activities involving both excavation and backfilling aspects, the use of apparent earth pressures might not be adequate. This paper investigates the performance of two tieback walls constructed using a combination of fill and cut construction sequences. Results obtained from data collected using load cells and strain gages along with the soldier piles of both walls, show the correlation of axial loads and bending moments to construction activities. Results show that some load is transferred to the soldier piles during anchor installation, despite using steel casings to prevent this action. Backfilling behind the wall created significant curvature in the soldier piles based on the measured bending moments. Moreover, results evidence that the apparent earth pressure does not reflect the observed bending moments in the walls. However, a beam model including lateral displacement is presented to represent the measured response in both walls. The results unveil differences in anchor loads estimations, evaluates the appropriateness of apparent earth pressures for the design of tieback walls and provides design recommendations.",10.1007/s10706-019-01131-5
J,"Shojaeian, A; Askari, F",Reliability of Static and Seismic Design of Near Slope Shallow Foundations Following Iranian Code and Eurocode 7,"In geotechnical engineering, probability theory can be implemented regarding a reliability-based design to investigate the probability of failure. In this research, a practical probabilistic approach is used to calculate the reliability of a footing design by applying the first-order reliability method (FORM). The reliability and design risk level of deterministic approaches proposed by Iranian code and Eurocode 7 is evaluated. Both the static and seismic designs have been discussed. The distance of the foundation, both near the crest of the slope and away from it, has also been considered. An entire analysis has been done regarding the three most important different soil types to investigate the effect of soil shear strength parameters on reliability. Although the Iranian code presented a more conservative result than Eurocode 7 did in the static design, there was no tangible difference in the seismic mode. Generally, target reliability was not satisfied in any of the deterministic design approaches. In cases where shallow foundations were located near the crest of the slopes, the difference in the results of RBD and deterministic methods would increase. Finally, it can be concluded that the soil type plays an important role in the results obtained from the Iranian code. In granular soils, the reliability of designs based on Iranian code is low (beta = 1.80), so this may be a high risk, which should be considered. On the contrary, the best circumstance (beta = 3.40) was related to the foundations that are based on cohesive soils.",10.1007/s40999-019-00484-5
J,"Tang, X; Li, J; Zeng, M; Huang, YJ; Guo, JQ",The preparation and electrochemical study of LiNi<sub>0.6</sub>Co<sub>0.2</sub>Mn<sub>0.2</sub>O<sub>2</sub> cathode material for lithium-ion battery,"To improve the cycling performance of nickel-rich layered LiNi0.6Co0.2Mn0.2O2 material, many methods have been studied to reduce cation mixing degree, improve layered structure and modify particle morphology, including doping elements, coating metal oxides and morphology control (spherical, nanoflower, core-shell structure, etc.). In this paper, a new gradient calcination process through four-step temperature gradients is applied to synthesize LiNi0.6Co0.2Mn0.2O2 material. The LiNi0.6Co0.2Mn0.2O2 material synthesized by gradient calcination shows more excellent electrochemical performance than traditional method. The XRD results indicate that the LiNi0.6Co0.2Mn0.2O2 material produced by four-step calcination shows lower cation mixing degree and better crystallinity. In addition, the LiNi0.6Co0.2Mn0.2O2 cathode produced by gradient calcination presents the highest initial capacity (177.9 mAh g(-1)) and a retention of 82.07% after 100 cycles at 0.2C. And the material shows the best electrochemical properties when the final temperature in these steps is 820 degrees C. Our results explain the reason why the thermal stability and electrochemical performance could be improved by gradient calcination from the aspect of material crystallinity, crystal defects, cation mixing degree and the completeness of the layered structure.",10.1007/s10854-019-02600-6
J,"Vakilinia, S; Elbiaze, H; Ebrahimi, D",Dynamic process location management in 5G,"5G, as the next generation of wireless networks, promises very high throughput and low latency to mobile users that calls for a substantial innovation in computing management platforms to attend QoS metrics. Thanks to emerging technologies such as software-defined networking (SDN)/network function virtualization (NFV), many features are available in 5G design to detect and control two types of latency caused by computation and communication. In this paper, taking features of caching mechanisms and SDN into the account, a platform is proposed to minimize latency in 5G via caching big flows intelligently and avoiding bottlenecks that may cause by virtualized computing components. First, the pioneering idea of compromising between the cloud radio access network (CRAN) and mobile edge computing (MEC)/information-centric network (ICN) via dynamic processing location management platform is investigated. Accordingly, a mathematical optimization problem to minimize the average latency is formulated. Due to the problem complexity, a heuristic algorithm is proposed to treat the latency via dynamic orchestration of processing functionalities. Through numerical results, the performance of the proposed algorithm is analyzed, and the simulations corroborate our analytical results and illustrate the superior performance of the proposed algorithm with acceptable optimality gap.",10.1002/dac.4063
J,"Akbal, B",High-voltage cable bonding to prevent cable termination faults based on zero-sequence current,"Zero-sequence current (ZC) occurs due to harmonics and unbalanced loading current. ZC increases the sheath voltage (SV) and cable temperature, so cable faults occur on cable terminations in high-voltage underground cable lines (HVUCL). In literature, bonding methods are used to prevent ZC effects, but these methods are not adequate to prevent ZC effects for long HVUCL under high harmonic distortion because ZC is not considered when these methods are designed. In this study, the modified sectional solid bonding (MSSB) is suggested for long HVUCL that works under high harmonic distortion rate and unbalanced loading conditions. Namely, ZC is considered when MSSB is designed. MSSB parameters should be determined before HVUCL is installed for the most economical and practical bonding. SV of HVUCL should be known to determine MSSB parameters, so SV of HVUCL is forecasted by using adaptive network-based fuzzy inference system (ANFIS), artificial neural networks (ANN), and hybrid ANN. Training and forecasting errors of hybrid ANN are less than ANFIS and ANN methods, so hybrid ANN methods are suggested to forecast SV of HVUCL. Also, MSSB parameters should be optimized, so optimization methods are used for optimization of MSSB. When MSSB method is used for bonding of long HVUCL, harmonic distortion rate and SV in cable terminations are not exceeded the determined limits to prevent cable faults.",10.1002/2050-7038.12212
J,"Cong, YJ; Chang, DJ; Cheng, HR; Li, J; Wu, SP",A novel lightweight and low-loss stripline with embedded air cavity,"This article presents a novel structure of stripline which is made of sandwich structure composed of printed circuit board (PCB) and polymethacrylimide foam, and a loss reduction design is carried out. Compared with the traditional air stripline structure, the weight of proposed structure is reduced by more than 80% with the transmission loss slightly increases. The transmission loss of this stripline structure is significantly lower than that of PCB and low-temperature cofired ceramic stripline structure. A section of transmission line is fabricated and measured for verification; the measured results are in good agreement with the theoretical simulation, and it shows about 0.1 dB per 100 mm of transmission loss at C band.",10.1002/mop.32180
J,"Hermansyah, H; Kumaraningrum, AR; Sommeng, AN; Wijanarko, A; Sahlan, M; Shariff, AM",Semi-quantitative risk assessment on the impact of port development to wellhead platform,"An offshore company intends to develop a new field by installing two wellhead platforms to accommodate the well production from this field. Based on port development plans, the locations of these platforms are closed to port dumping and commercial anchorage areas. This can affect the platform's safety. Therefore, risk assessment and mitigation studies are required to forecast the impact of the new wellhead platform project. In this research, a risk analysis was conducted using a semi-quantitative risk analysis method to determine the value of total external risk that affects the safety of platforms and security of personnel. A sensitivity analysis was also conducted to identify the maximum likelihood factors that affect the risk values of platforms. The values for the new platforms were found to high-risk levels. To ensure that the risks are more tolerable, risk mitigation tasks need to be executed. Such tasks should be conducted by the company and related governmental bodies, such that the risk value, can be reduced to medium risk level. The typical risk factor developed in this research can be used by related stakeholders to determine the risk value for the impact of port development on platforms during construction and operation.",10.1002/prs.12117
J,"Hosseinibafqi, S; Akbari, H; Saied, S",An improved model of cage induction machines for fast transients studies,"This paper investigates modeling improvement of cage induction machines (CIMs) in fast transients. In this method, RLC ladder network model associated with each turn of the coil is employed as the interface between voltage sources and finite element region. All circuit and field equations are rewritten to obtain final matrix of the system. The developed model opens a way to improve electrical machine simulators, on the basis of finite element method (FEM), to obtain a more accurate voltage distribution waveform at each turn of the coil in fast transients and to increase frequency validity of the modeled machine by RLC method using the FEM.",10.1002/2050-7038.12273
J,"Kaheni, M; Zarif, MH; Kalat, AA; Fadali, MS",Pole Path Assignment of Constrained SISO Affine Nonlinear Systems,"This paper proposes a feedback linearization control scheme for affine nonlinear systems with a constrained control signal where a fast response is required. Instead of placing the linearized system poles at exact locations, ray-like paths in the left hand plane are selected where the poles can freely vary to efficiently exploit the admissible input signal range to increase the speed of response. A stability test for the proposed method is derived via the multivariable circle criterion and the Kalman-Yakubovich-Popov lemma. Simulation results demonstrate how the method significantly increases the speed of response in spite of the input constraints compared to fixed pole placement.",10.1007/s40998-019-00203-9
J,"Köhler, S; Husmann, H; Corbean, D; Groche, P",Analytical modelling of buckling in stringer sheet forming,"Stringer sheet forming enables an efficient production of branched sheet metal structures. Compared to conventional sheet metal components, stringer sheets show a significant increase in stiffness and therefore offer new possibilities for lightweight design. A challenge in stringer sheet forming is the failure due to instability, which appears in the buckling of the stringer in concave curvatures. The prediction of this failure mode is so far only possible by complex numerical simulations. This work introduces an analytical model for the prediction of the buckling failure during forming of concave stringer sheet curvatures under different process boundary conditions. It is derived from Kirchhoff's plate theory. A detailed sensitivity analysis of all influencing parameters is shown and extends the process understanding. The model is validated by means of a 4-point bending test and a stamping process. It can be used for a conservative estimation of the buckling failure limit in stringer sheet forming.",10.1007/s12289-019-01518-y
J,"Margottini, C",Leonardo da Vinci and landslides,"Leonardo da Vinci (1452-1519 CE) was one of the most productive geniuses in history. He was painter, draftsman, sculptor, architect, and engineer whose genius, perhaps more than that of any other figure, epitomized the Renaissance humanist ideal. He also studied rocks and landscapes to improve the realism of his paintings, as well as to increase his knowledge about the surface earth geohazards, in terms of heavy rainfall, floods, and even landslides. The relationship between Leonardo and landslides was never investigated before. For the first time, the present article investigates a drawing by Leonardo da Vinci, dating back to 1482-1485, in which he set up a precise description of a rock slump/fall, with its crown, upper scarp, surface of rupture, and debris deposit. This is remarkable as it contributes to expand the scientific dimension of Leonardo, and also calls to a proper consideration about geomorphological hazards inside his studies. This relationship is confirmed by a second drawing by Leonardo, ca. 1512-1518, in which he drew a rock fall at the very moment of collapse, while impacting on two rupestrian settlements. The present article, re-interpreting some material produced by one of the fathers of modern science, is also a tribute of the journal ""Landslide"" to Leonardo da Vinci, on the occasion of the 500th anniversary of his passing away.",10.1007/s10346-019-01326-0
J,"Marulanda-Bernal, JI; Gallo-Castrillón, WH; Mosquera-Palacio, DM",Microwave Frequency Characterization of Barium Titanate Films Obtained Via Sol-Gel,"The present work focuses on the structural, morphological and dielectric characterization of barium titanate films (BTO or BaTiO3 due to its chemical formula) deposited by spin coating on crystalline silicon (Si) substrates and CPW resonators using the Sol-Gel technique with a Ba/Ti molar ratio of 0.5/0.5. The coplanar waveguides were manufactured on alumina substrates (Al2O3) with 3 mu m of gold (Au) metallization using the laser ablation technique. The scanning electron microscopy (SEM) with X-ray energy dispersion spectrometry (EDS) showed the existence of a BTO film with an elementary composition of 14.62% barium and 5.65% titanium, with a thickness of 0.77 mu m measured using the profilometric mode of the atomic force microscopy (AFM). Dielectric characterization was carried out by comparing the frequency response (parameter S-21) of a CPW resonator with deposited BTO film and another reference resonator (without film) using a network vector analyzer (VNA). These measurements are compared in turn with computational simulations to obtain the dielectric properties. For the BTO film was determined a relative dielectric constant constant (epsilon r) of 160 with a loss tangent (Tan delta) of 0.012 for a frequency of 3.60 GHz. The dielectric constant constant and the ferroelectric property of the material produced are quite promising for applications in microwave circuits, such as miniaturization and tuning.",10.19053/01211129.v29.n54.2020.10416
J,"Rashidi, B; Akhavein, A; Najafi, M",Application of Modified Impedance Matrix to Determine an Initial Solution for Reactive-Power Compensation Problem,"As an optimization problem, reactive-power compensation (RPC) in distribution networks has variety of technical and economical objectives and constraints. In order to solve the RPC problem, classic and heuristic methods have been applied. In distributed networks with large amounts of equipment, the RPC has a large dimension which could be a challenge for the aforementioned methods. So, having an initial guess or solution for buses that are suitable for compensator installation, lessens the mentioned challenge and thus improves performance of the solution procedures. Applying extended impedance matrix, this paper proposes a method to determine initial solution for the RPC problem. ""Extended"" means loads connected to buses are included in the impedance matrix. Inclusion of loads in the matrix gives more realistic initial solutions. The rationale behind it is that buses with more loads usually need more reactive composition. Two ranking lists of the buses that could be nominated for RPC have been considered in this paper: One list is obtained by the proposed method, and the other by the sensitivity analysis. Comparison of the mentioned lists in two typical distribution systems shows acceptable performance of the proposed method.",10.1007/s40998-019-00216-4
