Publication Type,Authors,Title,Abstract,DOI
J,"Solomatin, VA; Balabanova, DA",Relief-Frequency Characteristics of Laser Scanners,"The concept of the relief-frequency characteristic of laser scanners is introduced. The necessity of using the relief-frequency characteristic is substantiated with a description of the frequency properties of laser scanners. A procedure for experimental determination of the relief-frequency characteristic of laser scanners has been developed, and studies were carried out. It is shown that the relief-frequency characteristic makes it possible to estimate most precisely the error of the laser scanner and to determine the range of reproduced spatial frequencies when scanning a relief. The proposed procedure can be used to describe the metrological characteristic of laser scanners.",10.1007/s11018-019-01681-3
J,"Soltani, Z; Asadi, S; Mehrshahi, E",Single transistor low phase noise active dielectric resonator oscillator,"In this paper, the design theory of an 8 GHz oscillator with a new structure of active dielectric resonator (DR) is presented. The new structure emphasizes on phase noise reduction by using only one active device. The proposed structure uses additional feedback from transistor to resonator in order to increase the quality factor. Measurement results report that phase noise is reduced to -145.19 dBc/Hz at 100 kHz offset frequency which represents 12 dB improvement compared with oscillators with passive DR. Also, in comparison with conventional active resonator oscillators, noise source of the second amplifier which makes spurious oscillation is removed. The size and power consumption are reduced due to the use of a single transistor. This structure has the lowest phase noise in comparison with other DR oscillators. In order to implement the proposed oscillator, a circuit including amplifier, resonator, coupler, and phase shifter is designed and realized.",10.1017/S1759078719000837
J,"Son, M; Adedokun, SI",Earth Pressure Envelope for Retaining Wall in Jointed Rock Ground,"Earth pressure against a retaining wall in a jointed rock ground are an important factor for design and construction. A physical model test, extensive numerical studies, and field observations were conducted and comprehensively analyzed. All of the results were integrated and analyzed to develop an earth pressure envelope for the design of retaining walls in a jointed rock ground. For this purpose, the rock mass conditions and induced earth pressures were systematically investigated for different analysis cases. The rock mass conditions were classified using the slope mass rating (SMR) method and divided into six rock mass classes. The induced earth pressures of cases in the same rock mass class were plotted together, and an earth pressure envelope that covers the induced earth pressures in each rock mass class was developed. The developed envelope was compared with field observations, which show that the field results are generally consistent with the developed envelope in the same rock mass class. The study results and developed earth pressure envelope could help to provide a better understanding and design of retaining walls in a jointed rock ground.",10.1007/s12205-019-2367-1
J,"Song, C; Kim, SE",Process and characterization of photo-definable organic-inorganic dielectric for wafer level packaging,"The introduction of an organic-inorganic dielectric material into the redistribution layers in fan-out wafer level packaging technology has been investigated to improve mechanical stress, thermal stability, and electrical breakdown compared to organic dielectric materials. A photo-definable organic-inorganic dielectric material called polysilsesquioxane (PSSQ) has been studied in this work. The photo-definable PSSQ dielectric allows a simultaneous UV patterning and curing process. A PSSQ sample was prepared by spin-coating on a 6-in. Si wafer, pre-baking at 100 degrees C for 5 min, UV exposure, and then PGMA developing. The cured PSSQ films have a dielectric constant from 2.0 to 2.38 and dielectric loss from 0.0001 to 0.005. In addition, the 2 mu m line patterns were obtained after 10 min of UV exposure. It has been demonstrated that PSSQ dielectric materials can provide excellent process capability of simultaneous UV patterning and curing process.",10.1007/s00542-019-04418-y
J,"Song, E; Sim, HB",Effects of Modeling Parameters on Dynamic Performance of Railway PSC Bridge Girders,"This study investigated the effects of finite element modeling parameters on the dynamic characteristics and responses of railway prestressed concrete bridge girders. Free vibration analyses using different modeling parameters showed that the natural frequencies increased when an anchorage was included or when the upper flange thickness was kept constant in the modeling. The maximum dynamic responses of the girder at different speeds of two trains [a high-speed train (KTX) and a freight train] were compared using different modeling parameters. Changes in the flange thickness did not have any significant effect on the maximum vertical displacement. However, the maximum acceleration of the girder for the flange modeled with the originally designed varying thickness was higher than that for the flange modeled with the average thickness as a constant. This difference became more significant as the train speed approached the critical speed of resonance. Regardless of whether the anchorage was modeled, no significant change was found in the maximum vertical displacement for both KTX and the freight train. The vertical accelerations for both the trains were generally lower when the anchorage was modeled. Particularly, the vertical acceleration for KTX near its critical speed of resonance showed larger differences among the finite element models.",10.1007/s13296-019-00243-1
J,"Spalek, D",Generalization of Maxwell Stress Tensor Method for Magnetically Anisotropic Regions,"This article comments on the Maxwell stress tensor method for force calculation in magnetically anisotropic regions. Force acting on the magnetically isotropic region can be always represented by means of Maxwell stress tensor surface integral. However, the magnetic anisotropy causes the asymmetry of Maxwell stress tensor. Subsequently, the force cannot be always evaluated by the surface integral of the Maxwell stress tensor, only. This article points out that the surface integral has to be often supplemented by the volume integral of a defined residual vector. The residual vector does not vanish in the case of anisotropy and has to be incorporated into the Maxwell stress tensor method. Appropriate examples of force evaluations for anisotropic ball levitating in the electromagnetic field are presented. The total force value is four times checked by Maxwell stress tensor modified method (for cylindrical and spherical coordinate systems), sum of physical components (Lorentz and material forces), and coenergy method, subsequently.",10.1109/tmag.2019.2937283
J,"Springer, S; Schmidt, C; Schmalfuss, F","Information needs of users of conventional, connected and automated, connected vehicles in urban mixed traffic","Congestion prevention, safety benefits, environmental release-all these objectives are supposed to be accomplished as part of traffic networking and the increasing vehicle automation. As a result, drivers will move in an urban mixed traffic that consists of conventionally, (un)connected as well as automated, connected vehicles in the future. Innovative networking technologies will not only enable cooperative behavior that exceeds traditional interaction patterns, but also issue new challenges (e.g. approaching a signaled intersection untypically and decelerating) to humans by incorporating new vehicles into road traffic. Human Machine Interfaces (HMI) have the potential to optimize interactions between differently equipped road users, as long as they support the drivers by providing them with currently relevant information, but do not distract them at the same time. The informational needs drivers have in urban mixed traffic using conventionally, connected as well as automated, connected vehicles has rarely been examined so far. Therefore, the present paper examines this issue. Within the context of two research associations (""HarmonizeDD"" and ""SYNCAR""), three focus group discussions were conducted with five resp. six participants each. The constellation of the groups varied concerning the participant's experience towards automated vehicle functions (low vs. test driver). After presenting diverse urban scenarios using video animations, informational needs for these scenarios were collected and their importance was rated. The results show that especially during the initial phase of system usage as well as in situations, in which unusual and unnatural behaviors are shown or demanded, detailed information is desirable (e.g. indicating the trigger of a certain behavior-ambulance). Moreover, HMIs should be designed adaptively based on the passenger's/driver's varying experience and concomitantly the varying amount of required information. The present study's level of innovation is high, as to date, information presentation in specific driving scenarios based on networking technologies has only been examined for extra urban areas. Here, we address the resulting need for research in the field of urban mixed traffic with heterogeneously equipped road users explicitly.",10.1007/s10010-019-00328-7
J,"Sridharan, H; Ramalingam, S",DESIGN AND IMPLEMENTATION OF TWO-PHASE INTERLEAVED VOLTAGE SOURCE INVERTER FOR PV APPLICATIONS,"The design of a voltage source inverter is challenging for PV-grid connected systems due to power quality issues. To improve the power quality,a two-phase interleaved voltage source inverter (IVSI) is proposed in this paper. IVSI phase shifts two voltage source inerters connected in parallel. The inverter topology is interfaced with a 40W PV panel employing a multiple maxima search (MMS) MPPT algorithm. This algorithm results in higher tracking efficiency compared to existing methods. Modelling of the PV with MPPT and the circuit configuration of the interleaved inverter is simulated in MATLAB/SIMULINK. The switches in the IVSI is controlled by employing a unipolar PWM technique. The performance of the IVSI is investigated in terms of weighted total harmonic distortion (WTHD), distortion factor (DF), harmonic spread factor (HSF), and inductor current ripple and compared with classical VSI. From the analysis, it is inferred that the proposed inverter results in reduced total harmonic distortion(THD) and decreased inductor current ripple thereby producing a high-quality output. The hardware model of the two-phase IVSI is developed and interfaced with PV where gating pulses are generated in FPGA. The simulation results are validated experimentally.",10.31436/iiumej.v20i2.1142
J,"Stanley, I",Development of non-linear stochastic fatigue crack growth models for structural grade steel,"This paper describes the analysis and quantification of within specimen and between specimen fatigue crack growth variability from tests undertaken on BS 4360: 1990 Grade 50DD (now BS EN 10025: Part 2: 2004, Grade S355K2) steel specimens. A non-linear fatigue crack growth model is presented which draws upon within and between specimen variability, the application of a newly identified and unique intersection point (referred to as the Gurney Point) and the use of reliability updating. This model, which aggregates fatigue crack growth variability over defined increments of growth, provides crisp fatigue life predictions at a sufficiently early stage of fatigue life.",10.1016/j.ijfatigue.2019.105207
J,"Staub, J; Oberdorfer, D; Deutsch, W; Gandorfer, A; Grauf, B; Hirzberger, J; Mueller, MF; Woch, J",Development and qualification of the Feed-Select Mechanism for the Polarimetric and Helioseismic Imager on-board Solar Orbiter,"The Solar Orbiter Polarimetric and Helioseismic Imager (SO/PHI) will provide maps of the magnetic vector and of the line-of-sight velocities in the solar photosphere. For reaching its science goals, SO/PHI is equipped with two telescopes: the high resolution channel (HRT) and the full disk channel (FDT). Since both optical channels are fed into a common path including the camera, the need arises for a highly precise mechanism, which selects only one telescope at a time: the Feed-Select Mechanism (FSM). The mechanism therefore needs to serve two purposes: (1) directing one channel towards the camera, (2) shutting the second channel to not disturb the measurement of the observing channel. In this paper we will describe the different design features, as well as the design verification and qualification of the mechanism.",10.1007/s12567-019-00246-y
