ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"Two-dimensional (2D) materials are a new class of materials with interesting physical properties and applications ranging from nanoelectronics to sensing and photonics. In addition to graphene, the most studied 2D material, monolayers of other layered materials such as semiconducting dichalcogenides MoS2 or WSe2 are gaining in importance as promising channel materials for field-effect transistors (FETs). The presence of a direct bandgap in monolayer MoS2 due to quantum-mechanical confinement allows room-temperature FETs with an on/off ratio exceeding 10(8). The presence of high-kappa dielectrics in these devices enhanced their mobility, but the mechanisms are not well understood. Here, we report on electrical transport measurements on MoS2 FETs in different dielectric configurations. The dependence of mobility on temperature shows clear evidence of the strong suppression of charged-impurity scattering in dual-gate devices with a top-gate dielectric. At the same time, phonon scattering shows a weaker than expected temperature dependence. High levels of doping achieved in dual-gate devices also allow the observation of a metal-insulator transition in monolayer MoS2 due to strong electron-electron interactions. Our work opens up the way to further improvements in 2D semiconductor performance and introduces MoS2 as an interesting system for studying correlation effects in mesoscopic systems.",yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1,"We explain how the string spectrum in flat space and pp-waves arises from the large-N limit, at fixed g(YM)(2), of U(N) N = 4 super Yang Mills. We reproduce the spectrum by summing a subset of the planar Feynman diagrams. We give a heuristic argument for why we can neglect other diagrams. We also discuss some other aspects of pp-waves and we present a matrix model associated to the DLCQ description of the maximally supersymmetric eleven dimensional pp-waves.",no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes
2,"We present a recently developed approach to calculate electron-hole excitations and the optical spectra of condensed matter from first principles. The key concept is to describe the excitations of the electronic system by the corresponding one- and two-particle Green's function. The method combines three computational techniques. First, the electronic ground state is treated within density-functional theory. Second, the single particle spectrum of the electrons and holes is obtained within the GW approximation to the electron self-energy operator. Finally, the electron-hole interaction is calculated and a Bethe-Salpeter equation is solved, yielding the coupled electron-hole excitations. The resulting solutions allow the calculation of the entire optical spectrum. This holds both for bound excitonic states below the band gap, as well as for the resonant spectrum above the band gap. We discuss a number of technical developments needed for the application of the method to real systems. To illustrate the approach, we discuss the excitations and optical spectra of spatially isolated systems (atoms, molecules, and semiconductor clusters) and of extended, periodic crystals (semiconductors and insulators).",yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes
3,"As quantum mechanics ventures into the world of applications and engineering, materials science faces the necessity to design matter to quantum grade purity. For such materials, quantum effects define their physical behaviour and open completely new (quantum) perspectives for applications. Carbon-based materials are particularly good examples, highlighted by the fascinating quantum properties of, for example, nanotubes(1) or graphene(2). Here, we demonstrate the synthesis and application of ultrapure isotopically controlled single-crystal chemical vapour deposition (CVD) diamond with a remarkably low concentration of paramagnetic impurities. The content of nuclear spins associated with the C-13 isotope was depleted to 0.3% and the concentration of other paramagnetic defects was measured to be <10(13) cm(-3). Being placed in such a spin-free lattice, single electron spins show the longest room-temperature spin dephasing times ever observed in solid-state systems (T-2 = 1.8 ms). This benchmark will potentially allow observation of coherent coupling between spins separated by a few tens of nanometres, making it a versatile material for room-temperature quantum information processing devices. We also show that single electron spins in the same isotopically engineered CVD diamond can be used to detect external magnetic fields with a sensitivity reaching 4 nT Hz(-1/2) and subnanometre spatial resolution.",yes,no,no,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
4,"A new Fortran 95 implementation of the DFTB (density functional-based tight binding) method has been developed, where the sparsity of the DFTB system of equations has been exploited. Conventional dense algebra is used only to evaluate the eigenproblems of the system and long-range Coulombic terms, but drop-in O(N) or O(N-2) modules are planned to replace the small code sections that these entail. The developed sparse storage structure is discussed in detail, and a short overview of other features of the new code is given.",no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes
5,"We revisit the singular IIB supergravity solution describing M-fractional 3-branes on the conifold [hep-th/0002159]. Its 5-form flux decreases, which we explain by showing that the relevant N = 1 SUSY SU(N + M) X SU(N) gauge theory undergoes repeated Seiberg-duality transformations in which N --> N - M. Far in the IR the gauge theory confines; its chiral symmetry breaking removes the singularity of [hep-th/0002159] by deforming the conifold. We propose a non-singular pure-supergravity background dual to the field theory on all scales, with small curvature everywhere if the `t Hooft coupling g(s)M is large. In the UV it approaches that of [hep-th/0002159], incorporating the logarithmic ow of couplings. In the IR the deformation of the conifold gives a geometrical realization of chiral symmetry breaking and confinement. We suggest that pure N = 1 Yang-Mills may be dual to strings propagating at small g(s)M on a warped deformed conifold. We note also that the standard model itself may lie at the base of a duality cascade.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"This is an extended version of our short report [1], where a holographic interpretation of entanglement entropy in conformal field theories is proposed from AdS/CFT correspondence. In addition to a concise review of relevant recent progresses of entanglement entropy and details omitted in the earlier letter, this paper includes the following several new results: We give a more direct derivation of our claim which relates the entanglement entropy with the minimal area surfaces in the AdS(3)/CFT2 case as well as some further discussions on higher dimensional cases. Also the relation between the entanglement entropy and central charges in 4D conformal field theories is examined. We check that the logarithmic part of the 4D entanglement entropy computed in the CFT side agrees with the AdS(5) result at least under a specific condition. Finally we estimate the entanglement entropy of massive theories in generic dimensions by making use of our proposal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"Based on the modified Perdew and Wang exchange functional (MPW) and Becke's 1995 correlation functional (1395), we developed two hybrid meta density functional theory (HMDFT) methods, namely MPW1B95 and MPWB1K. In addition, based on the new X functional of Xin and Goddard, again combined with B95 correlation functional, we developed two other new HMDFT methods, X1B95 and XB1K. MPW1B95 and X1B95 were optimized against a representative database of six atomization energies (AE6). MPWB1K and XB1K were optimized against a kinetics database of three forward barrier heights, three reverse barrier heights, and three energies of reaction for the reactions in the BH6 representative barrier height database. We compared the newly developed methods to other HMDFT and hybrid DFT methods for atomization energies, ionization potentials, electron affinities, barrier heights, saddle point geometries, hydrogen bonding, and weak van der Waals weak interactions. In addition, we optimized scaling factors for calculating zero-point energies from vibrational frequencies. The results show that the MPWB1K and XB1K methods give good results for thermochemistry, thermochemical kinetics, hydrogen bonding, and weak interactions, and they give excellent saddle point geometries. MPW1B95 and X1B95 are suitable for general applications in thermochemistry, and they give good performance for hydrogen bonding and weak interaction calculations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"We use quantum Monte Carlo (stochastic series expansion) and finite-size scaling to study the quantum critical points of two S=1/2 Heisenberg antiferromagnets in two dimensions: a bilayer and a Kondo-lattice-like system (incomplete bilayer), each with intraplane and interplane couplings J and J(perpendicular to). We discuss the ground-state finite-size scaling properties of three different quantities-the Binder moment ratio, the spin stiffness, and the long-wavelength magnetic susceptibility-which we use to extract the critical value of the coupling ratio g=J(perpendicular to)/J. The individual estimates of g(c) are consistent provided that subleading finite-size corrections are properly taken into account. For both models, we find that the spin stiffness has the smallest subleading finite-size corrections; in the case of the incomplete bilayer we find that the first subleading correction vanishes or is extremely small. In agreement with predictions, we find that at the critical point the Binder ratio has a universal value and the product of the spin stiffness and the long-wavelength susceptibility scales as 1/L-2 with a universal prefactor. Our results for the critical coupling ratios are g(c)=2.5220(1) (full bilayer) and g(c)=1.3888(1) (incomplete bilayer), which represent improvements of more than an order of magnitude over the previous best estimates. For the correlation length exponent we obtain nu=0.7106(9), consistent with the expected three-dimensional Heisenberg universality class.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"Localized surface plasmon resonances (LSPRs) typically arise in nanostructures of noble metals(1,2) resulting in enhanced and geometrically tunable absorption and scattering resonances. LSPRs, however, are not limited to nanostructures of metals and can also be achieved in semiconductor nanocrystals with appreciable free carrier concentrations. Here, we describe well-defined LSPRs arising from p-type carriers in vacancy-doped semiconductor quantum dots (QDs). Achievement of LSPRs by free carrier doping of a semiconductor nanocrystal would allow active on-chip control of LSPR responses. Plasmonic sensing and manipulation of solid-state processes in single nanocrystals constitutes another interesting possibility. We also demonstrate that doped semiconductor QDs allow realization of LSPRs and quantum-confined excitons within the same nanostructure, opening up the possibility of strong coupling of photonic and electronic modes, with implications for light harvesting, nonlinear optics, and quantum information processing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"A simple synthetic route for the preparation of functional nanoscale graphene oxide (NGO), a novel nanocarrier for the loading and targeted delivery of anticancer drugs, is reported. The NGO is functionalized with sulfonic acid groups, which render it stable in physiological solution, followed by covalent binding of folic acid (FA) molecules to the NGO, thus allowing it to specifically target MCF-7 cells, human breast cancer cells with FA receptors. Furthermore, controlled loading of two anticancer drugs, doxorubicin (DOX) and camptothecin (CPT), onto the FA-conjugated NGO (FA-NGO) via pi-pi stacking and hydrophobic interactions is investigated. It is demonstrated that FA-NGO loaded with the two anticancer drugs shows specific targeting to MCF-7 cells, and remarkably high cytotoxicity compared to NGO loaded with either DOX or CPT only. Considering that the combined use of two or more drugs, a widely adopted clinical practice, often displays much better therapeutic efficacy than that of a single drug, the controlled loading and targeted delivery of mixed anticancer drugs using these graphene-based nanocarriers may find widespread application in biomedicine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"A new type of pseudopotentials for local orbital methods is presented. Hardness conserving semilocal pseudopotentials have been generated for all elements from H to Am. The construction is based on a minimization of errors with the norm conservation conditions for 2-3 relevant ionic configurations of the atom. Besides the transferability between atomic states, the portability among density functionals is also of interest. This paper explores if the norm-conservation errors can be kept reasonably small when minimized for two functionals, e.g., the generalized gradient approximation (GGA) and local density approximation, simultaneously. It is found that the errors can be kept at roughly the same low level as for a single functional. Since these pseudopotentials are mainly designed for use with local orbital methods, semicore functions may be treated as valence functions, helping to increase the accuracy and portability. Therefore the name density functional semicore pseudopotential or DSPP is suggested. To further improve portability and, importantly, also aid numerical stability with GGA's, a core density (nonlinear core correction) is used. As with other pseudopotentials, scalar relativistic corrections to atomic scattering properties can easily be incorporated into this PP. Finally performance DSPP's versus all electron DSPP's with the same method, will be shown for an extensive set of test calculations. It is found that the DSPP is a very well behaved pseudo-potential.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Although various carbon nanomaterials including activated carbon, carbon nanotubes, and graphene have been successfully demonstrated for high-performance ultracapacitors, their capacitances need to be improved further for wider and more challenging applications. Herein, using nitrogen-doped graphene produced by a simple plasma process, we developed ultracapacitors whose capacitances (similar to 280 F/g(electrode)) are about 4 times larger than those of pristine graphene based counterparts without sacrificing other essential and useful properties for ultracapacitor operations including excellent cycle life (>200000), high power capability, and compatibility with flexible substrates. While we were trying to understand the improved capacitance using scanning photoemission microscopy with a capability of probing local nitrogen-carbon bonding configurations within a single sheet of graphene, we observed interesting microscopic features of N-configurations: N-doped sites even at basal planes, distinctive distributions of N-configurations between edges and basal planes, and their distinctive evolutions with plasma duration. The local N-configuration mappings during plasma treatment, alongside binding energy calculated by density functional theory, revealed that the origin of the improved capacitance is a certain N-configuration at basal planes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"We make a step towards quantum nanoplasmonics: surface plasmon fields of a nanosystem are quantized and their stimulated emission is considered. We introduce a quantum generator for surface plasmon quanta and consider the phenomenon of surface plasmon amplification by stimulated emission of radiation (spaser). Spaser generates temporally coherent high-intensity fields of selected surface plasmon modes that can be strongly localized on the nanoscale, including dark modes that do not couple to far-zone electromagnetic fields. Applications and related phenomena are discussed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,We demonstrate reduced graphene oxide as the active material for high-performance molecular sensors. Sensors are fabricated from exfoliated graphene oxide platelets that are deposited to form an ultrathin continuous network. These graphene oxide networks are tunably reduced toward graphene by varying the exposure time to a hydrazine hydrate vapor. The conductance change of the networks upon exposure to trace levels of vapor is measured as a function of the chemical reduction. The level of reduction affects both the sensitivity and the level of 1/f noise. The sensors are capable of detecting 10 s exposures to simulants of the three main classes of chemical-warfare agents and an explosive at parts-per-billion concentrations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Magnetron sputtering has become the process of choice for the deposition of a wide range of industrially important coatings. Examples include hard, wear-resistant coatings, low friction coatings, corrosion resistant coatings, decorative coatings and coatings with specific optical, or electrical properties. Although the basic sputtering process has been known and used for many years, it is the development of the unbalanced magnetron and its incorporation into multi-source 'closed-field' systems that have been responsible for the rise in importance of this technique. Closed-field unbalanced magnetron sputtering (CFUBMS) is an exceptionally versatile technique for the deposition of high-quality, well-adhered films. The development, fundamental principles and applications of the CFUBMS process are, therefore, discussed in some detail in this review. Also discussed are other important recent developments in this area, including the pulsed magnetron sputtering process, variable field magnetrons, and the combining of sputtering techniques with other surface coating, or surface modification techniques in duplex production processes. (C) 2000 Elsevier Science Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"The aim of this work is to describe in detail the POWHEG method, first suggested by one of the authors, for interfacing parton-shower generators with NLO QCD computations. We describe the method in its full generality, and then specify its features in two subtraction frameworks for NLO calculations: the Catani-Seymour and the Frixione-Kunszt-Signer approach. Two examples are discussed in detail in both approaches: the production of hadrons in e(+)e(-) collisions, and the Drell-Yan vector-boson production in hadronic collisions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"For a newly discovered iron-based high T-c superconductor LaFeAsO1-xFx, we have constructed a minimal model, where inclusion of all five Fe d bands is found to be necessary. The random-phase approximation is applied to the model to investigate the origin of superconductivity. We conclude that the multiple spin-fluctuation modes arising from the nesting across the disconnected Fermi surfaces realize an extended s-wave pairing, while d-wave pairing can also be another candidate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"A theory for the ab initio calculation of all-electron NMR chemical shifts in insulators using pseudopotentials is presented. It is formulated for both finite and infinitely periodic systems and is based on an extension to the projector augmented-wave approach of Blochl [P. E. Blochl, Phys. Rev. B 50, 17 953 (1994)] and the method of Mauri et al. [F. Mauri, B. G. Pfrommer, and S. G. Louie, Phys. Rev. Lett. 77, 5300 (1996)]. The theory is successfully validated for molecules by comparison with a selection of quantum chemical results, and in periodic systems by comparison with plane-wave all-electron results for diamond.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Few-layer black phosphorus, a new elemental two-dimensional (2D) material recently isolated by mechanical exfoliation, is a high-mobility layered semiconductor with a direct bandgap that is predicted to strongly depend on the number of layers, from 0.35 eV (bulk) to 2.0 eV (single layer). Therefore, black phosphorus is an appealing candidate for tunable photodetection from the visible to the infrared part of the spectrum. We study the photoresponse of field-effect transistors (FETs) made of few-layer black phosphorus (3-8 nm thick), as a function of excitation wavelength, power, and frequency. In the dark state, the black phosphorus FETs can be tuned both in hole and electron doping regimes allowing for ambipolar operation. We measure mobilities in the order of 100 cm(2)/V s and a current ON/OFF ratio larger than 10(3). Upon illumination, the black phosphorus transistors show a response to excitation wavelengths from the visible region up to 940 nm and a rise time of about 1 ms, demonstrating broadband and fast detection. The responsivity reaches 4.8 mA/W, and it could be drastically enhanced by engineering a detector based on a PN junction. The ambipolar behavior coupled to the fast and broadband photodetection make few-layer black phosphorus a promising 2D material for photodetection across the visible and near-infrared part of the electromagnetic spectrum.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"An ethylene-glycol-mediated self-assembly process is adopted to synthesize 3D flowerlike nanostructures of iron oxide (see figure) using inexpensive and nontoxic ferric chloride. A two-stage growth process is identified during the morphological evolution of the iron oxide precursor. alpha-Fe2O3, gamma-Fe2O3, and Fe3O4 with the same flowerlike structure are readily obtained from the same precursor but by different calcination procedures. The as-obtained iron oxides show excellent ability to remove various pollutants from water.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"A grid-based real-space implementation of the projector augmented wave (PAW) method of Blochl [Phys. Rev. B 50, 17953 (1994)] for density functional theory (DFT) calculations is presented. The use of uniform three-dimensional (3D) real-space grids for representing wave functions, densities, and potentials allows for flexible boundary conditions, efficient multigrid algorithms for solving Poisson and Kohn-Sham equations, and efficient parallelization using simple real-space domain-decomposition. We use the PAW method to perform all-electron calculations in the frozen core approximation, with smooth valence wave functions that can be represented on relatively coarse grids. We demonstrate the accuracy of the method by calculating the atomization energies of 20 small molecules, and the bulk modulus and lattice constants of bulk aluminum. We show that the approach in terms of computational efficiency is comparable to standard plane-wave methods, but the memory requirements are higher.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Bulk MoS2, a prototypical layered transition-metal dichalcogenide, is an indirect band gap semiconductor. Reducing its slab thickness to a monolayer, MoS2 undergoes a transition to the direct band semiconductor. We support this experimental observation by first-principle calculations and show that quantum confinement in layered d-electron dichalcogenides results in tuning the electronic structure. We further studied the properties of related TS2 nanolayers (T = W, Nb, Re) and show that the isotopological WS2 exhibits similar electronic properties, while NbS2 and ReS2 remain metallic independent of the slab thickness.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"The RENO experiment has observed the disappearance of reactor electron antineutrinos, consistent with neutrino oscillations, with a significance of 4.9 standard deviations. Antineutrinos from six 2.8 GW(th) reactors at the Yonggwang Nuclear Power Plant in Korea, are detected by two identical detectors located at 294 and 1383 m, respectively, from the reactor array center. In the 229 d data-taking period between 11 August 2011 and 26 March 2012, the far (near) detector observed 17102 (154088) electron antineutrino candidate events with a background fraction of 5.5% (2.7%). The ratio of observed to expected numbers of antineutrinos in the far detector is 0.920 +/- 0.009(stat) +/- 0.014(syst). From this deficit, we determine sin(2)2 theta(13) = 0.113 +/- 0.013(stat) +/- 0.019(syst) based on a rate-only analysis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"This paper presents a new event generator, ALPGEN, dedicated to the study of multiparton hard processes in hadronic collisions. The code performs, at the leading order in QCD and EW interactions, the calculation of the exact matrix elements for a large set of parton-level processes of interest in the study of the Tevatron and LHC data. The current version of the code describes the following final states: (W --> f (f) over bar')Q (Q) over bar + N jets (Q being a heavy quark, and f = l, q), with N less than or equal to 4; (Z/gamma* --> f (f) over bar )Q (Q) over bar + N jets (f = l, nu), with N less than or equal to 4; (W --> f (f) over bar') + charm + N jets (f = l, q, N less than or equal to 5); (W --> f (f) over bar') + N jets (f = l, q) and (Z/gamma* --> f (f) over bar) + N jets (f = l, nu), with N less than or equal to 6; nW + mZ + lH + N jets, with n + m + l + N less than or equal to 8, N less than or equal to 3, including all 2-fermion decay modes of W and Z bosons, with spin correlations; Q (Q) over bar + N jets, with t --> bf (f) over bar' decays and relative spin correlations included where relevant, and N less than or equal to 6; Q (Q) over barQ'(Q) over bar' + N jets, with Q and Q' heavy quarks (possibly equal) and N less than or equal to 4; HQ (Q) over bar + N jets, with t --> bf (f) over bar' decays and relative spin correlations included where relevant and N less than or equal to 4; N jets, with N less than or equal to 6. Parton-level events are generated, providing full information on their colour and flavour structure, enabling the evolution of the partons into fully hadronised final states.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Li electrodes in any relevant electrolyte solution (i.e., polar aprotic) are covered by surface films of a very complicated structure. It was found that even in cases where the surface films formed on lithium contain elastomers, or where the lithium metal reactivity is reduced by doping with elements such as N, As, Al, Mg, Ca, etc., it is impossible to achieve sufficient passivation with lithium electrodes and liquid solutions. Passivation is considerably worsened when Li electrodes are operated at high rates (especially at high charging, Li deposition rates). Thus, there is no way that rechargeable Li batteries can compete with Li-ion batteries in any application that requires high charging rates (e.g., in powering portable electronic devices). The electrochemical behavior of lithiated graphite electrodes also depends on passivation phenomena. The surface films formed on lithiated graphite are similar to those formed on Li metal in the same solutions. The volume changes of graphite electrodes during Li insertion-deinsertion are small enough to enable their reasonable passivation in a variety of electrolyte solutions. A critical factor that determines the stability of graphite electrodes is their morphology. It was found that the shape of graphite particles plays a key role in their application as active mass in anodes for Li-ion batteries. (C) 2002 Elsevier Science B.V. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
