ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"In this paper, the linear isotherm regularity (LIR) equation of state has been used to predict some of the most important thermodynamic quantities and also a series exploring the physical consequences in dense fluids. A new method in this paper is introduced to derive these empirical rules from the LIR equation of state. Thus, first, the thermodynamic quantities are extracted and then verified by the experimental data. The monatomic fluids whose experimental data are used to test the ability of the equation of state are helium, neon, argon, krypton and xenon. Boyle's temperature and density are also derived in this paper for monatomic fluids, which is in good agreement with the quantities reported in literatures. The modified model was compared with the other two-parameter equation of state and the results showed the modified model can provide better correlation results with the average absolute relative deviation.",no,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes
1,"We present the unified description of the existing data on elastic small angle pp and p (p) over bar scattering at the energies 1.8, 1.96, 2.76, 7, 8 and 13 TeV in the framework of Additive Quark Model (AQM). The agreement with the data is quite reasonable.",yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes
2,"In this study, we perform a series of mass-balance-type calculations, in order to estimate the minimum volume of liquid water required to dissolve completely a single methane gas bubble, located inside different types of domains that are near or under hydrate equilibrium pressure/temperature conditions. We examine the case of methane bubble dissolution in the bulk, along with the cases of methane bubble dissolution within simple/regular networks of pores, where all pores have the same size. In our calculations, we consider experimental values for the equilibrium solubilities of methane in water, along the hydrate-forming line, as well as, values obtained from predictive tools that are based on different thermodynamic models. The effect of aqueous NaCl solutions on the results is also investigated. As a result of the relatively low solubility of methane in water, large volumes of water are required for complete dissolution of a methane bubble.",yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes
3,"Combinatorial analysis of a certain abstraction of RNA structures has been studied to investigate their statistics. Our approach regards the backbone of secondary structures as an alternate sequence of paired and unpaired sets of nucleotides, which can be described by a random matrix model. We obtain the generating function of the structures using the Hermitian matrix model with the Chebyshev polynomial of the second kind and analyze the statistics with respect to the number of stems. To match the experimental findings of the statistical behavior, we consider the structures in a grand canonical ensemble and find a fugacity value corresponding to an appropriate number of stems.",yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,yes
4,"Metallic cavities show substantial advantages in light confinement, providing opportunities to modulate the optical resonances and absorption. Here, we report on the configuration of horizontally aligned ZnO-nanowires-based metallic cavity ensemble with a light to dark current ratio of similar to 1000. An enhanced polarization photodetection ratio of transverse electric (TE) to transverse magnetic (TM) was experimentally observed compared to the single ZnO nanowire photodetector. Finite difference time domain simulation was performed on the metallic cavities, showing the distinct resonance behaviors under TE and TM light. The confinement by the multi-reflection and optical resonances between the metallic claddings contribute to the high anisotropy ratio. Furthermore, the polarized light absorption in the metallic cavity was studied as well as in the naked nanowire, which reveal a significant dependence on the cavity diameter and wavelength. For the metallic cavities, the absorption ratio of TE to TM show an enhanced value in the range of 300-500 nm wavelength and 85-150 diameter and a reversed value in the range of 400-500 nm wavelength and 17-50 diameter. While for the naked nanowires, the ratio show an apparently opposite value in these two regions. The presented metallic cavities demonstrate a specific paradigm of optical engineering in nanoscale and potentially helps the development of optoelectronic devices.",yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,
5,"This work aimed at exploring a new kind of purification catalysts for fuel ethanol engine exhaust. Platinum loaded on Ce0.5Zr0.5O2 was prepared by impregnation method and characterized by X-ray diffraction, Brunner-Emmet-Teller measurements (BET), temperature-programmed reduction of hydrogen, scanning electron microscope, and X-ray photoelectron spectra. The three-way catalyst platinum/ceria-zirconia/fw is prepared with the paste ball mill coating technique. And the catalytic performance is evaluated under simulated fuel ethanol engine exhaust gas condition. The catalysts not only show excellent low-temperature performances and several-way catalytic activities for carbon monoxide, hydrocarbons, nitrogen oxides, and acetaldehyde but also have better high-temperature resistance. The addition of sulfur dioxide to feedstream degrades the performances of the catalysts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"We present a simple and effective approach to improve X-ray data collected under extreme conditions of pressure and temperature. The X-ray data of the sample and the amorphous, liquid, or crystalline pressure transmitting media (PTM) which surround the sample are collected separately at each pressure and temperature, allowing a satisfactory background subtraction. Using this method, we are able to identify weak diffraction peaks of the low-Z elements Li and Na and amorphous silica under pressure and at cryogenic temperatures. In addition to exploration of phase diagrams of low-Z materials, this method can also be applied to recognize new phases of other unknown materials such as binary hydrides in the high pressure and high-temperature synthesis, and to allow deterministic identification of the onset pressure of structural phase transitions and the presence of mixed phases.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"The beam quality of array lasers which propagate in atmosphere will degrade in far-field. Therefore, the ultimate efficiency of combined lasers will be affected if no compensation measure is taken in some typical systems such as high energy system. Based on the model of array lasers with incoherent combination, laser propagation in atmosphere is simulated by generating a random atmospheric turbulence phase screen to modulate the phase of the laser beam. The distorted wavefront of atmospheric turbulence is divided according to the array distribution. The phase generated by tilt aberration coefficient which is solved by the method of fitting sub-wavefront data is eliminated in the phase of sub-beam, which simulates the process of correcting tilt aberration. The simulation results show that comparing with the case of tilt aberration, the power in the bucket (PIB) and the Strehl rate (SR) of combined lasers focusing in far-field are improved when the tilt aberration influenced by the same atmospheric turbulence phase screen is corrected. At the same time, coherence length ranging from 4 cm to 45 cm is used to characterize atmospheric turbulence of different intensities. At each coherent length, the PIB and SR are calculated when the distances of propagation of lasers are 2 km and 3 km, separately. The simulation results show that although PIB and SR before and after tilt aberration are corrected, they become worse with the decrease of coherence length, and PIB and SR are improved more obviously when tilt aberration is corrected in stronger turbulence. An experiment in the case of 2 km is carried out by using a prototype of incoherent combination, and the data are obtained by measuring the focused spot at the target. The measurement results confirm that the correcting of tilt aberration can improve the beam quality of array lasers with incoherent combination in far-field. In summary, the research conducted in this work can obtain tilt aberration accurately and the corresponding method of correction is easy to implement, which can provide supporting data for improving the performances high energy laser systems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"We study various statistical properties of the double-dimer model, a generalization of the dimer model, on rectangular domains of the square lattice. We take advantage of the Grassmannian representation of the dimer model, first to calculate the probability distribution of the number of nontrivial loops around a cylinder, which is consistent with the previously known result, and then to calculate the expectation value of the number of loops surrounding two faces and the left-passage probability, both in the discrete and the continuum cases. We also briefly explain the calculation of some related observables. As a by-product, we obtain the partition function of the dimer model in the presence of two and four monomers, and a single monomer on the boundary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"The relative stability and kinetics of CH4 horizontal ellipsis O2 horizontal ellipsis MO and the reaction potential energy surface under the transition metal oxide catalysts (RuO/RhO/PdO) during methane oxidation reaction were studied with density functional calculations. The results show that the reaction can be easily carried out under the catalysis of transition metal oxides. The transition barriers and the reaction rate constant all show oscillation modes that are consistent with the increase of atomic number at 298 K. while the calculated reaction energies (Er/kcal mol-(1)) are gradually increased. The oxidised dioxide can be treated to form metal and oxygen that can still be used as a catalyst for methane oxidation; the resulting oxygen can continue to be used as an oxidant. We also calculated the rate constant of methane oxidation reaction to give the resulting methanol pathway. The calculated dynamic characterisation shows that the rate constant has a positive temperature dependence. Our calculation show that this reaction is exothermic reaction via the RuO/RhO/PdO catalyst, and the reaction is thermodynamically feasible. This study also provides theoretical reference data for us to identify new catalysts for the catalytic oxidation of methane.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
