Publication Type,Authors,Title,Abstract,DOI,ID,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31
J,"Önder, EB; Önder, F",Students' understanding of fundamental AC signal concepts,"The aim of this study was to determine students' understanding of fundamental AC signal concepts, such as frequency, amplitude, and phase difference. The participants in the study were 179 students (44 female and 135 male) attending Izmir Vocational School who were enrolled in the Analog Electronics Course. The data of the study were collected by means of three open-ended questions and semi-structured interviews. In the questions, students were given a graph of an AC signal and asked to draw a signal with equal frequency but higher amplitude, a signal with equal amplitude but higher frequency, and a signal with a certain phase difference. The main aim of the interviews was to provide a deeper insight into the difficulties detected in the analysis of the questions. The data analysis showed that the students confused the concepts of frequency and amplitude and had difficulties in interpreting the signals that exhibited a phase difference.",10.1139/cjp-2018-0819,0,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no
J,"Pak, SC; Han, KS; Kim, YJ; Choe, HC",Experimental study on the characteristics of DBD plasma coal liquefaction by using coal nanopowder,"A new method for liquefying coal using dielectric barrier discharge plasma has been studied. By utilizing waste oil as the solvent and processing coal nanopowder in the plasma for 10 min, we have attained a liquid yield of more than 80%. The experiment shows that not only the coal nanopowder promoted the liquefaction process, but hydrogen radicals improved the liquid yield effectively. In the plasma processing, the phenomenon of the changing color of the nanopowder solution and not producing a solid residue has been obviously observed. The rational parameters that affected the liquefaction of coal nanopowder have been achieved through the experiment, and the liquefied products have been analyzed.",10.1088/2058-6272/ab373d,1,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes
J,"Pal, K; Sales, LV; Wudka, J",LIGHT THOMAS-FERMI DARK MATTER,"We investigate the viability of a simple dark matter (DM) model consisting of a single fermion in the context of galactic dynamics; the model has a single free parameter, the DM mass. We follow an approach similar to the one used in the Thomas-Fermi model of the atom, and find that for the 76 galaxies considered, the model can explain most of the bulk galactic properties provided the DM mass is in the O(50 eV) range. More precise tests of the model require better modeling of the baryon profile, and a better control on the uncertainties in the data.",10.5506/APhysPolB.50.1791,2,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes
J,"Panoulas, VF; Vela, MM; Kalogeras, K; Hurtado-Doce, A; Sáez, DG; Bowles, CT; Simon, AR",Percutaneous Impella CP exchange with preservation of transfemoral access,"In patients with cardiogenic shock, the global use of percutaneous mechanical circulatory support using the Impella CP device has increased with early data suggesting potential benefits over conservative management. In the current case report we describe a simple technique facilitating percutaneous Impella CP or RP exchange with preservation of transfemoral access, which does not require the use of a 0.035' wire. This technique allows for percutaneous sealing of the 14F arteriotomy using new closure devices avoiding the traditional cut-down. (C) 2019 Elsevier Inc. All rights reserved.",10.1016/j.carrev.2019.06.009,3,yes,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no
J,"Park, H; Lee, K",Adaptive Natural Gradient Method for Learning of Stochastic Neural Networks in Mini-Batch Mode,"Gradient descent method is an essential algorithm for learning of neural networks. Among diverse variations of gradient descent method that have been developed for accelerating learning speed, the natural gradient learning is based on the theory of information geometry on stochastic neuromanifold, and is known to have ideal convergence properties. Despite its theoretical advantages, the pure natural gradient has some limitations that prevent its practical usage. In order to get the explicit value of the natural gradient, it is required to know true probability distribution of input variables, and to calculate inverse of a matrix with the square size of the number of parameters. Though an adaptive estimation of the natural gradient has been proposed as a solution, it was originally developed for online learning mode, which is computationally inefficient for the learning of large data set. In this paper, we propose a novel adaptive natural gradient estimation for mini-batch learning mode, which is commonly adopted for big data analysis. For two representative stochastic neural network models, we present explicit rules of parameter updates and learning algorithm. Through experiments on three benchmark problems, we confirm that the proposed method has superior convergence properties to the conventional methods.",10.3390/app9214568,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Park, J; Seo, BK; Park, JI",A Framework for Real-Time 3D Freeform Manipulation of Facial Video,"This paper proposes a framework that allows 3D freeform manipulation of a face in live video. Unlike existing approaches, the proposed framework provides natural 3D manipulation of a face without background distortion and interactive face editing by a user's input, which leads to freeform manipulation without any limitation of range or shape. To achieve these features, a 3D morphable face model is fitted to a face region in a video frame and is deformed by the user's input. The video frame is then mapped as a texture to the deformed model, and the model is rendered on the video frame. Because of the high computational cost, parallelization and acceleration schemes are also adopted for real-time performance. Performance evaluation and comparison results show that the proposed framework is promising for 3D face editing in live video.",10.3390/app9214707,5,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes
J,"Park, WI",Double-Running Inflaton Mass for a Flat Potential and Assisted Hilltop Inflation,"We propose a scenario to flatten the inflaton potential for a small-field slow-roll inflation from the origin. In the scenario, the inflaton mass-square goes through a renormalization group running that depends on not only inflaton field but also an assisting field. Thanks to the assisting field participating in the running, the initial condition for a slow-roll inflation can be set naturally, and the inflaton potential can be flattened by the vacuum expectation value of the field. Applying this idea, we propose a scenario of inflation, dubbed here as assisted hilltop inflation, which is free from the initial condition and the flatness problems of inflation.",10.3938/jkps.75.742,6,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes
J,"Perdigon-Lagunes, P; Estevez, O; Zorrilla, C; Ascencio, JA; Herrera-Becerra, R",Structural and Electronic Characterization Through Spectroscopy Analysis of Gd-Gd<sub>2</sub>O<sub>3</sub> Nanoparticles,"Based on the new necessity of residual dispensing of heavy metals (or even more, rare earths) that are part of the composition of multiple electronic components as the cellular phones or computers; this work reports the use of physical processes for taking advantage of elements from the electronic residues. Recycling and processing to generate nanomaterials is an attractive option, because the economic and ecologic perspectives. In this work, Gd-Gd2O3 nanoparticles (through a sonic-chemical method at room temperature assisted with Tannic acid as reduction agent), is reported. The structure characterization was performed over the samples using complementary techniques such as transmission electron microscopy, X-ray diffraction, Raman and infrared spectroscopies. The obtained results are related to self-assembling mechanisms. As a complement, Ultraviolet-visible absorbance data was used to determine some electronic properties such as band structure. Therefore, this work has demonstrated the possibility of synthesizing lanthanide nanoparticles without burning the samples.",10.1166/jnn.2019.16604,7,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes
J,"Phan, VD; Ha, DH; Tran, M; Trang, TT",Ba[Mg<sub>2</sub>Al<sub>2</sub>N<SUP>4</SUP>]Eu<SUP>2+</SUP> PHOSPHOR FOR ENHANCING THE OPTICAL QUALITY OF THE 6600K CPW-LEDs,"Compared with conventional lamps, LED-based light sources have a superior lifetime, efficiency, and reliability, which promise significant reductions in power consumption and pollution from fossil fuel power plants. In this paper, we proposed and investigated the effect of the concentration of Ba[Mg2Al2N4]Eu2+conversion phosphor on the CCT deviation (D-CCT) and lumen output (LO) of the 6600 K conformal-packaging white LEDs (CPW-LEDs). For this purpose, we used the Light Tools and Mat Lab software to investigate this problem. From the research results, we can state that the concentration of the red phosphor has a significant effect on the optical quality of the 6600 K CPW-LEDs. The D-CCT can be decreased from 4700K to 2500K, and the LO can be increased from 600 lm. to 1200 lm. This research can provide the new recommendation for LEDs industry at this time.",,8,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,
J,"Plansangkate, P",From the conformal self-duality equations to the Manakov-Santini system,"Under two separate symmetry assumptions, we demonstrate explicitly how the equations governing a general anti-self-dual conformal structure in four dimensions can be reduced to the Manakov-Santini system, which determines the three-dimensional Einstein-Weyl structure on the space of orbits of symmetry. The two symmetries investigated are a non-null translation and a homothety, which are previously known to reduce the second heavenly equation to the Laplace's equation and the hyper-CR system, respectively. Reductions on the anti-self-dual null-Uhler condition are also explored in both cases. (C) 2019 Elsevier B.V. All rights reserved.",10.1016/j.geomphys.2019.06.019,9,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes
