ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"Identifying research fronts is of great scientific and practical significance. Partnered with Clarivate Analytics and the Higher Education Press, the Chinese Academy of Engineering launched an annual project, aiming to identify engineering research and development frontiers. For engineering research, we determine the candidate hotspots mainly based on data analysis of highly cited papers in the Web of Science Core Collection and select the fronts based on expert research and judgment. The research hotspots are selected from topics clustered through co-citation analysis, which are based on four topic indicators including the number of core papers, total citations, average publication year of core papers, and the percentage of consistently cited publications. It is thus crucial to design proper strategies for hotspot selection. We compared the performance of several hotspot selection strategies and found that the proposed mixed selection strategy performs best. The strategy was used in the 2018 project and led to an improved edition. We present an overall comparison of the performance of the top 10 countries or regions in engineering research fronts based respectively on the number of first author core papers and the citation number per paper of core papers. We believe that our experience obtained from the implementation of the Engineering Fronts project can be used as reference for other similar bibliometric projects. (C) 2019 Elsevier B.V. All rights reserved.",yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes
1,"An adaptive cell method is proposed in order to simulate physical fields on a coarse grid with high accuracy. Compared with the conventional cell method, the advance of the proposed adaptive method originates from the so-called node weight correction procedure by using a patch-recovery technique, which corrects the local constitutive relations and in turn mitigates the error source that results from the discretization of constitutive equations. Furthermore, the proposed method has been extended to general curvilinear grids, in which the construction of the local constitutive matrix is derived by using differential geometry. Finally, we have demonstrated by theoretical analysis and numerical results that the proposed strategies can achieve a high-order convergence as well as high-efficiency. (C) 2019 Elsevier Inc. All rights reserved.",no,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes
2,"The von Braun reaction, discovered at the dawn of the past century, consists of the reaction between a tertiary amine and cyanogen bromide. It leads to the cleavage of a CN bond with the formation of an N-dialkylcyanamide and an alkyl bromide and has been extensively used in organic synthesis. A detailed in silico study (PCM/density functional theory [DFT]/B3LYP/6-31++G(d,p) calculations) of this venerable reaction has shown that in the first stage a zwitterionic adduct with a multibonded bromine atom is formed. The widely accepted mechanism involving an S(N)2 reaction occurs in the second step, thus accounting for its selectivity. Quantum chemical calculations were performed for the von Braun-like reactions in systems formed by cyclic tertiary amines (N-alkyl azetidines). In these cases, the first stage is almost the same as in the classical von Braun processes, and selective S(N)2 mechanisms can occur in the second step.",yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,no
3,"The structure and magnetic properties of PrNi2-xCox alloys are investigated over the entire concentration range 0 <= x <= 2. It is shown that there is a continuous series of disordered solid solutions with a structure of the MgCu2 type. In all alloys, cobalt atoms have a magnetic moment mu(Co) = 0.5 mu(B). The ground magnetic state of the alloys depends on the composition. In the range 0 <= x <= 0.2, alloys are paramagnetic at a temperature T = 2 K, in the alloys with 0.4 <= x <= 0.8, ferromagnetic order occurs in clusters of cobalt atoms due to the exchange interaction of Co - Co. Their magnetization in small magnetic fields is realized via turnabout, by 180 degrees, of the magnetic moments of individual clusters. In the alloys with 1.0 <= x <= 2.0, the long-range ferromagnetic order is established. The processes of technical magnetization reversal in them are effected via the motion of domain walls and rotation of the vectors of spontaneous magnetization. In all alloys, magnetic saturation is not achieved at T = 5 K even in a magnetic field of 200 kOe, which is associated with a large splitting of the ground J multiple of Pr3+ ions by the crystal field. Numerical calculations of the magnetization curves are performed. In the approximation of the independence of the parameters of the crystal field on the concentration, a satisfactory agreement between the calculated and experimental curves was obtained.",yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes
4,"Al-doped ZnO (Al:ZnO) thin films of average thickness similar to 400 nm were grown on silicon substrates. The annealed films were irradiated using 6 MeV Au2+ ions at varying ion fluence. The residual structural, morphological, phonon and optical properties due to the comparable elastic and inelastic collision have been studied. The pristine films stabilize in hexagonal wurtzite structure which remained invariant after irradiation. However, the crystalline size decreases with increasing ion fluence. The compressive microcrystalline stress for pristine films converts into tensile with increasing the ion beam fluence. AFM micrographs indicate a smooth and dense surface micromorphology. The irradiated films with increasing ion fluence become rough and cluster formation takes place after irradiation. The optical band gap estimated from absorption spectra decreases with increasing ion fluence. In the Raman spectra, two significant phonon modes E-2(High) and E-1(LO) have been observed at room temperature. The structural and optical properties of films almost remain invariant up to ion beam irradiation fluence (similar to 1 x 10(13) ions/cm(2)) and start declining at higher fluence.",no,no,no,no,no,no,no,happy,happy,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,happy,happy,no,no,yes,yes,
5,Focused Hydrogen Molecular Beam (FHIB) is an extended technology to utilize accelerated proton to modify material that is Proton Beam Writer (PBW) Watt (1999) [1]. The unique characteristic of these technologies is their capability to modify engineering plastics such as polyester and polyimide of no photosensitivity. These engineering plastics are key materials to compose electronic circuits and devices. Therefore we have been researching to apply these technologies for making functional devices in various applications. FHIB especially H-3(+) as the accelerating particle is proposed to improve productivity for industrial products Hayashi et al. (2017) [2]. In this report we show FHIB is properly applied to make distributed surface device of low profile that is useful to surface devices working at GHz to THz band applications. These bands are expected to provide the last communication carrier to fulfil the future wireless communication needs Oshima et al. (2017) [3]. We used 1MV accelerator to accelerate H-3(+) and irradiated on the FPC surface before development process of 5% KOH to make engravings and nanometer sized silver oxide paste was used to fill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"To explore the possibility of using ground ice archives for studies of the cosmogenic radionuclide Be-10, we analyzed the beryllium isotopes in ice wedges exposed in the Cold Regions Research and Engineering Laboratory (CRREL) Permafrost Tunnel and the Barrow Permafrost Tunnel in Alaska. We determined the concentrations of Be-10 and Be-9 in samples pretreated following two procedures: acidification before (procedure A) and after (procedure B) removal of particles. The Be-10 and Be-9 concentrations spanned wide ranges. Concentrations in procedure A samples were higher than those in procedure B samples. The Be-10/Be-9 ratios fell within a narrow range, and values from CRREL (about 8.5 x 10(-9)) and Barrow (about 7 x 10(-9)) were of the same order of magnitude. Further studies are needed to validate our findings and assess the feasibility of using the Be-10/Be-9 ratio of syngenetic ice wedges for reconstruction of 10Be variations due to cosmogenic and environmental changes, and radiometric dating of ice-wedge sequences that contain very old (beyond 1 Ma) ice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,The authors discuss application of the Model-View-Controller software design pattern simulate heat and mass transfer in metallurgical production. We scrutinize of this technology in software development for the purpose of modeling the production of high cylindrical steel ingots. The processes occurring in the melt and the mold walls are described through a system of equations in the cylindrical coordinates and the boundary conditions in the Boussinesq approximation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"In this paper, the equivalent equations of DLR k-epsilon turbulent model in the boundary-fitted curvilinear coordinate are employed. Using the upwind idea that the contribution of the difference coefficients to the main node is positive contribution, and the other nodes are negative contribution or no contribution, new five-point difference schemes with a full diagonally dominant coefficient matrix (5-point-DD difference scheme) are constructed. Finally, taking the u? equation in the DLR k-epsilon turbulent model as an example, the mathematical characteristics of the 5-point-DD difference scheme are analyzed, and the uniform boundedness and convergence theorems of the Gauss-Seidel iterative sequence are given. Numerical simulations show that the five-point schemes are strictly diagonally dominant, and the calculated results are in good agreement with the experimental results.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"A high-resolution time-of-flight powder neutron diffraction study of the layered nickel oxide Pr2-xSrxNiO4 with x = 0.7 and 0.9 was performed to characterize the crystal structures of these highly hole-doped nickelates. For the sample with x = 0.7, the Ni-O bond lengths decrease uniformly with decreasing temperature, and the atomic displacement parameters are similar to those for x = 1/3. In contrast, for the sample with x = 0.9, the out-of-plane Ni-O bond length shows a sharp thermal contraction in the high-temperature region, which is suggestive of changes in the orbital occupation accompanied by the development of checkerboard-type charge correlations. Furthermore, the x = 0.9 sample is characterized by a large atomic displacement parameter for the apical O atoms along the out-of-plane direction, which is interpreted as the existence of two types of Ni3+ sites with different orbital occupancies. The distinct difference between the x = 0.9 sample and the lower-concentration compounds should be related to the development of checkerboard-type charge ordering in the metallic matrix and possible orbital ordering at the Ni3+ sites at x similar to 1 in the hole-doped layered nickel oxides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
