ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"Scale factors for obtaining fundamental vibrational frequencies, low-frequency vibrational frequencies, zero-point vibrational energies (ZPVEs), and thermal contributions to enthalpy and entropy have been derived through a least-squares approach from harmonic frequencies determined at more than 100 levels of theory. Wave function procedures (HF, MP2, QCISD, QCISD(T), CCSD, and CCSD(T)) and a large and representative range of density functional theory (DFT) approaches (B3-LYP, BMK, EDF2, M05-2X, MPWBIK, O3-LYP, PBE, TPSS, etc.) have been examined in conjunction with basis sets such as 6-31G(d), 6-31+G(d,p), 6-31G(2df,p), 6-311 +G(d,p), and 6-311 +G(2df,p). The vibrational frequency scale factors were determined by a comparison of theoretical harmonic frequencies with the corresponding experimental fundamentals utilizing a standard set of 1066 individual vibrations. ZPVE scale factors were generally obtained from a comparison of the computed ZPVEs with experimental ZPVEs for a smaller standard set of 39 molecules, though the effect of expansion to a 48 molecule data set was also examined. In addition to evaluating the scale factors for a wide range of levels of theory, we have also probed the effect on scale factors of varying the percentage of incorporated exact exchange in hybrid DFT calculations using a modified B3-LYP functional. This has revealed a near-linear relationship between the magnitude of the scale factor and the proportion of exact exchange. Finally, we have investigated the effect of basis set size on HF, MP2, B3-LYP, and BMK scale factors by deriving values with basis sets ranging from 6-31G(d) up to 6-311++G(3df,3pd) as well as with basis sets in the cc-pVnZ and aug-cc-pVnZ series and with the TZV2P basis.",no,happy,happy,no,no,happy,happy,happy,yes,happy,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,happy,happy,no,no,yes,yes,yes
1,"Efficient evolution of hydrogen through electrocatalysis at low overpotentials holds tremendous promise for clean energy. Hydrogen evolution can be easily achieved by electrolysis at large potentials that can be lowered with expensive platinum-based catalysts. Replacement of Pt with inexpensive, earth-abundant electrocatalysts would be significantly beneficial for clean and efficient hydrogen evolution. To this end, promising results have been reported using 2H (trigonal prismatic) XS2 (where X = Mo or W) nanoparticles with a high concentration of metallic edges. The key challenges for XS2 are increasing the number and catalytic activity of active sites. Here we report monolayered nanosheets of chemically exfoliated WS2 as efficient catalysts for hydrogen evolution with very low overpotentials. Analyses indicate that the enhanced electrocatalytic activity of WS2 is associated with the high concentration of the strained metallic 1T (octahedral) phase in the as-exfoliated nanosheets. Our results suggest that chemically exfoliated WS2 nanosheets are interesting catalysts for hydrogen evolution.",yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no
2,"Graphene plasmons provide a suitable alternative to noble-metal plasmons because they exhibit much tighter confinement and relatively long propagation distances, with the advantage of being highly tunable via electrostatic gating. Here, we propose to use graphene plasmons as a platform for strongly enhanced light-matter interactions. Specifically, we predict unprecedented high decay rates of quantum emitters in the proximity of a carbon sheet, observable vacuum Rabi splittings, and extinction cross sections exceeding the geometrical area in graphene nanoribbons and nanodisks. Our theoretical results provide the basis for the emerging and potentially far-reaching field of graphene plasmonics, offering an ideal platform for cavity quantum electrodynamics, and supporting the possibility of single-molecule, single-plasmon devices.",yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
3,"Graphene materials (GMs) as supercapacitor electrode materials have been investigated. GMs are prepared from graphene oxide sheets, and subsequently suffer a gas-based hydrazine reduction to restore the conducting carbon network. A maximum specific capacitance of 205 F/g with a measured power density of 10 kW/kg at energy density of 28.5 Wh/kg in an aqueous electrolyte solution has been obtained. Meanwhile, the supercapacitor devices exhibit excellent long cycle life along with similar to 90% specific capacitance retained after 1200 cycle tests. These remarkable results demonstrate the exciting commercial potential for high performance, environmentally friendly and low-cost electrical energy storage devices based on this new 2D graphene material.",yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
4,"Recent developments in advanced quantum chemistry and quantum chemistry interfaced with model potentials are discussed, with the primary focus on new implementations in the GAMESS electronic structure suite of programs. Applications to solvent effects and surface science are discussed.",yes,yes,no,no,no,no,no,happy,happy,no,yes,yes,no,no,no,no,yes,yes,happy,happy,no,no,yes,no,yes,yes,happy,happy,no,no,yes,yes,no
5,"In recent years, photoredox catalysis has come to the forefront in organic chemistry as a powerful strategy for the activation of small molecules. In a general sense, these approaches rely on the ability of metal complexes and organic dyes to convert visible light into chemical energy by engaging in single-electron transfer with organic substrates, thereby generating reactive intermediates. In this Perspective, we highlight the unique ability of photoredox catalysis to expedite the development of completely new reaction mechanisms, with particular emphasis placed on multicatalytic strategies that enable the construction of challenging carbon-carbon and carbon-heteroatom bonds.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Graphitic carbon nitride nanosheets are extracted, produced via simple liquid-phase exfoliation of a layered bulk material, g-C3N4. The resulting nanosheets, having approximate to 2 nm thickness and N/C atomic ratio of 1.31, show an optical bandgap of 2.65 eV. The carbon nitride nanosheets are demonstrated to exhibit excellent photocatalytic activity for hydrogen evolution under visible light.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"This paper presents an in-depth study of Surface Enhanced Raman Scattering (SERS) enhancement factors (EFs) and cross-sections, including several issues often overlooked. In particular, various possible rigorous definitions of the SERS EFs are introduced and discussed in the context of SERS applications, such as analytical chemistry and single molecule SERS. These definitions highlight the importance of a careful characterization of the non-SERS cross-sections of the probes under consideration. This aspect is illustrated by experimental results for the non-SERS cross-sections of representative SERS probes along with average SERS EFs for the same probes. In addition, the accurate experimental determination of single molecule enhancement factors is tackled with two recently developed techniques, namely: bi-analyte SERS (BiASERS) and temperature-dependent SERS vibrational pumping. We demonstrate that SERS EFs as low as 10(7), as opposed to the figure of 10(14) often claimed in the literature, are sufficient for the observation of single molecule SERS signals, with maximum single molecule EFs typically on the order of similar to 10(14).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"An improved method of oxygen radical absorbance capacity (ORAC) assay has been developed and validated using fluorescein (3',6'-dihydroxyspiro[isobenzofuran-1[3H],9'[9H]-xanthen]-3-one) as the fluorescent probe. Our results demonstrate that fluorescein (FL) is superior to B-phycoerythrin. The oxidized FL products induced by peroxyl radical were identified by LC/MS, and the reaction mechanism was determined to follow a classic hydrogen atom transfer mechanism. In addition, methodological and mechanistic comparison of ORAC(FL) with other widely used methods was discussed. It is concluded that, unlike other popular methods, the improved ORAC(FL) assay provides a direct measure of hydrophilic chain-breaking antioxidant capacity against peroxyl radical.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"The parametrization and validation of the OPLS3 force field for small molecules and proteins are reported. Enhancements with respect to the previous version (OPLS2.1) include the addition of off-atom charge sites to represent halogen bonding and aryl nitrogen lone pairs as well as a complete refit of peptide dihedral parameters to better model the native structure of proteins. To adequately cover medicinal chemical space, OPLS3 employs over an order of magnitude more reference data and associated parameter types relative to other commonly used small molecule force fields (e.g., MMFF and OPLS_2005). As a consequence, OPLS3 achieves a high level of accuracy across performance benchmarks that assess small molecule conformational propensities and solvation. The newly fitted peptide dihedrals lead to significant improvements in the representation of secondary structure elements in simulated peptides and native structure stability over a number of proteins. Together, the improvements made to both the small molecule and protein force field lead to a high level of accuracy in predicting protein ligand binding measured over a wide range of targets and ligands (less than 1 kcal/mol RMS error) representing a 30% improvement over earlier variants of the OPLS force field.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
