ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"Pyrazolines are important agents in medicinal chemistry as a promising scaffold for structural modification and drug development studies due to their wide range of biological activities such as anticancer, antifungal, antibacterial, antidepressant, anticonvulsant, antitubercular, antioxidant, antileishmanial and antiinflammatory activity. These heterocyclic compounds can be prepared by refluxing chalcone with hydrazine hydrate and anhydrous sodium acetate in the presence of glacial acetic acid. The structural characterization, molecular and crystalline structure, of these organic compounds, allows studying their biological properties to know their potential applications. Hence the use of XRPD is very important because it allows obtaining a record to be used as a method of identification. The aim of this investigation was to obtain and reported good quality X-ray powder diffraction data the pyrazoline compound 1-(3-(4-iodophenyl)-5-(3-methyl thiophen-2-yl)-4,5-dihydro1H-pyrazol-1-yl)ethan-1-one, which could be used as potential anti-microbial and anti-cancer agent. The powder pattern was indexed in the monoclinic space group I2/a with unit cell parameters a = 25.440(5) angstrom, b = 5.124(2) angstrom, c = 26.261(6) angstrom, beta= 105.75(2)degrees and figures of merit M-20= 38.2 and F-20= 66.6 (0.00573, 53). All measured lines were indexed and are consistent with the monoclinic space group. The powder pattern will be included in the Powder Diffraction File database to be used as a reference.",yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,yes
1,"Conveyor belts of special importance must have superior mechanical characteristics. The joining by vulcanization of the conveyor belts allows to obtain superior performances, but it has been found that at the vulcanizing joint of the conveyor belts, there is a ""bell""-type defect. This type of defect can cause the quick removal of the conveyor belts from use; thus, within this paper, we realized the constructive optimization of vulcanization installations using the finite element method (FEM). Thus, the FEM analysis was performed for the installation used at the present time, which has four spacers for stiffening, moving to the next stage to a stiffening system with seven spacers and, in the last stage, it was proposed to use a stiffening plate. The joined conveyor belts were of type ST 2000, and by the constructive optimization of the vulcanizing press type DSLQ, the bell-type defect was greatly reduced. Also, an analysis of the effects that the constructive optimization of the vulcanization installation has on the resistance to extraction of the metallic insert from the rubber matrix of the costs determined by the proposed constructive modifications, has been performed.",yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,
2,"The complete oxidation of ethane in the presence of catalysts containing 1, 3, and 5 wt % CuO deposited on four supports (zirconia, sulfated zirconia, tungstated zirconia, and La2O3-stabilized zirconia) is studied. The supports and the catalysts are characterized via BET, XRD, and thermal analysis. It is shown that 100% conversion of ethane is achieved even at a temperature of 300 degrees C. It is found that the temperature of 100% conversion falls upon an increase in the copper content; the lowest temperature is obtained for catalysts based on unmodified zirconia. With respect to catalytic activity, the samples with the highest copper content are in the order 5%Cu/ZrO2 > 5%Cu/5%La2O3/ZrO2 > 5%Cu/15%WO3/ZrO2 > 5%Cu/5%SO4/ZrO2. The temperatures of 100% ethane conversion for these catalysts are 305, 385, 410, and 419 degrees C, respectively.",yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes
3,"The microcapsule nanoparticles were prepared by in-situ copolymerization of hydrotalcites (MAH) with the polymer (MF, PF, PS and PU) monomers, respectively, where the MF-wrapped MAH (MAH@MF) had the best monodispersity. The composites of the microcapsules and EVA were prepared by incorporating the microcapsule nanoparticles into ethylene vinyl acetate (EVA), respectively. To further understand the intrinsic correlation between microcapsule fillers and EVA matrix, molecular dynamics (MD) simulation was introduced to qualitatively analyze the contribution of microcapsule fillers on improving compatibility and mechanical properties of the EVA matrix. The compatibility of microcapsule nanoparticles with EVA matrix were detected in sequence through SEM, DSC and tensile strength tests. And the combustion, thermal behavior and flame retardance were also characterized by TG analyses as well as LOI and UL-94 level. As a result, the MAH@MF filler had the best performances in improving the flame retardancy and mechanical properties among the microcapsule fillers, attributed to high compatibility of the MAH@MF and EVA matrix, which made uniform distribution of the MAH@MF filler due to the reciprocity of triazine functional ring with vinyl acetate linkages.",no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes
4,"It is well known that ions play important roles in our life sciences, and the detection of ions has attracted more and more attention. In this work, we focus on the sensing response mechanism of a novel fluoride chemosensor, 4-((tert-butyldiphenylsilyl)oxy)isophthalaldehyde (BIPA). Based on density functional theory and time-dependent density functional theory methods, we clarify that fluoride anions could trigger the cleavage reaction of the Si-O bond of BIPA in the ground state. And, the potential energy curve of desilylation process reveals the rapid response to fluoride anions. Comparing the binding energies between fluoride anions and other anions, we confirm that only the fluoride anions could be detected using the BIPA chemosensor in ethanol solvent. Considering the photo-excitation process, we find the strong intramolecular charge transfer process for the S-0 -> S-1 transition could explain the red shift of the absorption spectra of the BIPA system. This work not only clarifies the specific fluoride-sensing mechanism, but also plays a role in facilitating designing and synthesizing of novel fluorescent sensors in future.",yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
5,"A new type of catanionic surfactant phosphonium benzene sulfonate was synthesized by quaternization of triphenyl phosphine with dimethyl carbonate and followed by anion exchange with alkyl benzene sulfonic acid. The molecular structure was characterized by FT-IR, H-1-NMR, and P-31-NMR. The thermal stability of phosphonium benzene sulfonate was evaluated by thermogravimetric analysis (TGA). Its surface properties were studied systematically through equilibrium surface tension, electrical conductivity, and dynamic surface tension measurements. The wettability, foam properties, and emulsification of phosphonium benzene sulfonate were estimated in this paper. TGA results revealed that it has an excellent thermostability and could be used below 350 degrees C. Equilibrium surface tension results indicated that it has a low critical micelle concentration (CMC, about 0.10 mmol/L), lower than that of ammonium benzene sulfonate and sodium dodecyl benzene sulfonate. Furthermore, the micellization of phosphonium benzene sulfonate in aqueous solution is an entropy-driven spontaneous process. The adsorption process of phosphonium benzenesulfonate at the air-liquid interface is controlled by hybrid kinetic adsorption. Moreover, it has excellent wetting and emulsifying properties and low foam properties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"While certain residues have clear involvement in determining the 3D structure of a macromolecule because they affect the folding topology or the overall protein stability, the role of different residues in ligand accommodation and binding has attracted less attention. On the basis of the assumption that drug-binding sites on target molecules have specific amino acid compositions, the incidence of each standard amino acid at the binding sites of small molecules and their correlations are calculated for an unprecedented large set of high-quality X-ray structures. Results show, for the first time, strong and highly correlated enrichments of aromatic and sulfur-containing residues, which play an important role in ligand binding and shape the nature of the chemical interactions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"Novel and efficient synthetic strategies are developed for the first synthesis of two new impurities found in obeticholic acid. The synthetic routes to the impurities are designed without column purification using 4-nitrobenzoyl chloride as a selective protecting group. The impurities, which are obtained in good yields and high purity, are identified and characterized using high-resolution mass spectrometry, Fourier transform infrared, one-dimensional nuclear magnetic resonance (H-1, C-13, distortionless enhancement by polarization transfer), and two-dimensional nuclear magnetic resonance (Correlated Spectroscopy, heteronuclear single quantum coherence, heteronuclear multiple bond correlation, and rotating-frame Overhauser effect spectroscopy) techniques.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"This work proposes a new method for the determination of phenanthrene (FEN) in aqueous medium with a cobalt phthalocyanine modified glassy carbon electrode (ECV / CoPc), using Differential Pulse Voltammetry (VPD), whose oxidation of FEN occurs between 1,3 and 1,4 V. The electrode was modified with a 1x10(-3) mol.L-1 CoPc methanolic solution containing 10% Nafion. For voltammetric measurements in Differential Pulse mode, an amplitude of 0.7V and a scan rate of 0.04V s(-1) were used. Experimental parameters were optimized for the purpose of determination of FEN in groundwater collected in a water well of a Sao Luis-MA fuel station. Under these optimized conditions, an analytical curve was obtained in the 0.49 to 2,4 mu M concentration range, with a detection limit of 1,2 x 10(-10) mol.L-1. The method was applied to a real groundwater sample from a water well located at a fuel station, and an average concentration of 0.037 mu M FEN was found (n = 5), presenting a variation coefficient of 0.88, indicating good precision. Accuracy was assessed by the recovery test, whose average value was 99.9%. These results indicate that the proposed procedure is a good alternative for the analysis of FEN in natural water.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"Mixed oxides derived from the perovskite structure by combination of A- and B-site elements and by partial substitution of oxygen provide an immense playground of physico-chemical properties. Here, we give an account of our own research conducted at the Paul Scherrer Institute on perovskite-type oxides and oxynitrides used in electrochemical, photo(electro)chemical and catalytic processes aimed at facing energy relevant issues.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
