ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"Inhibition effects of cysteine(Cys), methionine(Met), and histidine(His) on the corrosion of cobalt were investigated in deaerated 0.5 M HCl and 0.5 M H2SO4 solution. All the inhibition efficiency (IE) in the amino acids for the cobalt corrosion depended on the mixed inhibition. However, IE in the solution of H2SO4 depended more on the anodic and in the solution of HCL on the cathodic inhibition Amino acid adsorption process on cobalt surface in the solution can be explained by modified Langmuir isotherm. The molecules of histidine dissolved in both of the solution were physically adsorbed due to the electrostatic interaction between the surface of {Co-Cl-delta} and the {-NH3+} or {-NH+=} of His. However the other cases of adsorption in this investigation can be explained by chemical adsorption between the empty d-orbital of Co and the lone pair of electron in S-atom in Cys and Met.",no,happy,happy,no,no,happy,happy,happy,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,happy,happy,no,no,yes,yes,yes
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"The review summarizes methods of synthesis of 3-arylidenepyrrolidines, illustrated by the most typical examples, published in 2017-2019. The methods are divided into three main groups: modification of the 1-pyrroline (pyrrolidine) ring, intramolecular and intermolecular cyclization of unsaturated acyclic precursors.",yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes
3,"It is shown that there are an infinite number of radial distribution functions (RDFs), corresponding to only one direct correlation function (DCF) of the optimised random phase approximation (ORPA). This observation in the thermodynamic perturbation theory is in sharp contrast to that of integral equation theories in which they uniquely correspond. By devising a new method we will be able to introduce various perturbation theories of simple liquids all coming from one DCF. Among all, we will only present analytically seven variants of the ORPA in the thermodynamic perturbation theory of liquids. The DCF of hard-core potential for all variants is assumed to be the same as the ORPA. However, interestingly enough the resulted expressions for the Helmholtz free energies and the RDF are obtained very differently. Furthermore, the resulted thermodynamic properties come out somehow the same, whereas the structural functions of some variants are found to behave much better than the standard ORPA. [GRAPHICS] .",no,happy,happy,yes,yes,no,yes,happy,happy,no,yes,happy,no,no,no,no,yes,yes,happy,happy,no,no,yes,yes,yes,yes,happy,happy,no,no,yes,yes,yes
4,"In this study, graphitic solid core carbon nanorods (GSCNRs) were, for the first time, anchored to the surface of silica sands through the electron cyclotron resonance chemical vapor deposition method to provide coated silica sands as a new, low-cost, green, and efficient adsorbent for the removal of organic pollutants such as phenol and 2,4-dichlorophenol (2,4-DCP) from aqueous mediums. The characteristics of GSCNRs/SiO2 were confirmed through Fourier-transform infrared spectroscopy, X-ray diffraction, and scanning electron microscopy techniques. After the optimization of several parameters, the removal efficiency of phenol and 2,4-DCP using 1 g of adsorbent amount, the initial concentration of pollutants (10 mg/L phenol and 15 mg/L 2,4-DCP), a contact time of 10 min (phenol) and 20 min (2,4-DCP), and pH = 7 were 69 and 89%, respectively. The adsorption isotherm models of Langmuir and Freundlich, as well as pseudo-first-order and pseudo-second-order kinetic models, were examined under optimal conditions. Eventually, GSCNRs/SiO2 was regenerated five times for the removal of phenol and 2,4-DCP. The removal efficiency of the tested contaminants from inlet raw water of a water treatment plant using the proposed adsorbent was investigated.",yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,
5,"Using statistical model, we study mechanisms of phase separation in a solution consisting of patchy particles, which are capable to form directed and saturated thermoreversible bonds. We focus on the impact of variable reactivity of patchy particles on the form of miscibility gap. We show that the variation of model parameters determining features of interparticle interaction makes it possible to obtain miscibility gaps of different types within the unified formalism. In particular, we uncover two different mechanisms of the formation of phase separation curves with lower critical solution temperature. The first mechanism is realised in the case of positive bonding energy; the second one can takes place when the energy of formation of two-bonded particles is lower than that for all other m-bonded ones. We conclude that the most interesting and non-trivial phase behavior is observed in the case of patchy particles with variable reactivity. Using rigorous statistical model, we uncover new mechanisms of phase separation in a solution consisting of patchy particles, which are capable to form directed and saturated thermoreversible bonds. This topic corresponds to state of the art in modern chemical physics. The results obtained shed light on interplay between features of non-isotropic interactions and phase behavior in both molecular and nanoparticle systems. We conclude that the most interesting and non-trivial phase behavior is observed in the case of patchy particles with variable reactivity. [GRAPHICS]",yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes
6,"Our undergraduate research group has long focused on the preparation and investigation of electron-deficient analogs of the perimidinespirohexadienone (PSHD) family of photochromic molecular switches for potential application as ""photochromic photooxidants"" for gating sensitivity to photoinduced charge transfer. We previously reported the photochemistry of two closely related and more reducible quinazolinespirohexadienones (QSHDs), wherein the naphthalene of the PSHD is replaced with a quinoline. In the present work, we report our investigation of the electrochemistry of these asymmetric QSHDs. In addition to the short wavelength and photochromic long-wavelength isomers, we have found that a second, distinct long-wavelength isomer is produced electrochemically. This different long-wavelength isomer arises from a difference in the regiochemistry of spirocyclic ring-opening. The structures of both long-wavelength isomers were ascertained by cyclic voltammetry and H-1 NMR analyses, in concert with computational modeling. These results are compared to those for the symmetric parent PSHD, which due to symmetry possesses only a single possible regioisomer upon either electrochemical or photochemical ring-opening. Density functional theory calculations of bond lengths, bond orders, and molecular orbitals allow the rationalization of this differential photochromic vs electrochromic behavior of the QSHDs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"The induced circular dichroism (ICD) of phenol complexed with (R)-(-)-2-butanol [PhOH-(-)BOH] in a supersonic jet is investigated using resonant two-photon ionization circular dichroism (R2PICD) spectroscopy. The R2PICD spectrum of PhOH-(-)BOH exhibits nonzero ICD bands near the absorption region of bare PhOH, where (-)BOH is transparent. Two different conformers containing a single hydrogen bond between PhOH and (-)BOH are identified using ultraviolet-ultraviolet hole-burning and infrared ion-dip spectroscopy combined with quantum theoretical calculations. The ICD values of the two conformers are similar to each other. To understand these similar ICD effects of the conformers, the geometrical asymmetry of the PhOH moiety bound to (-)BOH and the coupling strength of the electric transition dipole moments between PhOH and (-)BOH are estimated. Comparing the ICD values of PhOH (-)BOH with those of PhOH-(-)-L-methyl lactate in the previous report [Hong, A.; et al. J. Phys. Chem. Lett.2018, 9, 476-480], we investigate the physical properties that may govern the differences of the ICD values between the two complexes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Low-temperature persistent and transient hole-burning (HB) spectra are presented for the triple hydrogen-bonded L131LH + M160LH + M197FH mutant of Rhodobacter sphaeroides. These spectra expose the heterogeneous nature of the P-, B-, and H-bands, consistent with a distribution of electron transfer (ET) times and excitation energy transfer (EET) rates. Transient P(+)Q(A)(-) holes are observed for fast (tens of picoseconds or faster) ET times and reveal strong coupling to phonons and marker mode(s), while the persistent holes are bleached in a fraction of reaction centers with long-lived excited states characterized by much weaker electron-phonon coupling. Exposed differences in electron-phonon coupling strength, as well as a different coupling to the marker mode(s), appear to affect the ET times. Both resonantly and nonresonantly burned persistent HB spectra show weak blue- (similar to 150 cm(-1)) and large, red-shifted (similar to 300 cm(-1)) antiholes of the P band. Slower EET times from the H- and B-bands to the special pair dimer provide new insight on the influence of hydrogen bonds on mutation-induced heterogeneity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"In this work, density functional theory has been employed to design a heterobimetallic catalyst of Ni(ii) and Fe(ii) for the effective CO2 hydrogenation to HCOOH. Based on computational results, our newly designed catalyst is found to be effective for such conversion reactions with free energy as low as 14.13 kcal mol(-1) for the rate determining step. Such a low value of free energy indicates that the NiFe heterobimetallic catalyst can prove to be very efficient for the above said conversion. Moreover, the effects of ligand substitutions at the active metal center and the effects due to various spin states are also explored, and can serve as a great tool for the rational design of NiFe catalyst for CO2 hydrogenation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
