ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"Gene expression studies using microarrays have provided important insights into understanding the mechanisms of transcriptional regulation in a variety of biological and disease phenomena. In a previous study, we developed Photo-DEAN, a universal-microarray-based RNA quantification method that enabled reverse transcription-free multiplex measurement of the absolute amount of RNA. Photo-DEAN promotes high-throughput and bias-less transcriptome analysis without the need for common controls or additional complicated normalization steps. In this study, we empirically identified two conditions (individual specificity and uniform duplex stability) necessary for in silico design of probe sequences, allowing the Photo-DEAN method to accurately measure the absolute amount of target RNA in total RNA. We then demonstrated that using the modified probe design conditions, the Photo-DEAN method successfully measured the absolute amount of pgi mRNA spiked into E. coli total RNA. The measurement was performed at five different sites in the coding region of pgi mRNA, exhibiting no significant site dependence. Theoretical considerations suggested that probe sequences longer than the previously used 30-bases better satisfy the necessary design conditions.",yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
1,"An alternative method for the preparation of 2 '-bromo- (5b) and 2 '-iodo- (5c) 1 ',2 '-unsaturated uracil nucleosides has been developed. The protocol was on the basis of the syn-elimination of pivalic acid from 2 '-bromo-(7a,b) and 2 '-iodo-(9a,b) 1 '-pivaloyloxy-2 '-deoxyuridine derivatives, which were derived from the halo-pivaloyloxylation of 3 ',5 '-bis-O-TBDMS-1 ',2 '-unsaturated uridine 1. Compounds 5b and 5c were shown to serve as versatile synthons for the respective 2 '-C-branched 1 ',2 '-unsaturated uracil nucleosides, through palladium-catalyzed cross-coupling or halogen-lithium exchange reactions.",no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,
2,"Telomeres protect the ends of eukaryotic chromosomes, and telomere shortening causes irreversible cell cycle arrest through activation of the DNA-damage checkpoint. In this study, we found that deletion of PPH3, encoding a 2A-like protein phosphatase, accelerated telomere-shortening-mediated senescence without affecting normal telomere length or the telomere erosion rate in Saccharomyces cerevisiae. Moreover, the loss of PPH3 increased sensitivity to telomere dysfunction. The detection of telomere abnormalities by DNA-damage sensors was not an all-or-none response, implying that Pph3 helps determine the border between normal and dysfunctional telomeres by suppressing premature activation of the DNA-damage checkpoint. (C) 2019 Elsevier Inc. All rights reserved.",yes,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes
3,"Worm biologists from the United States, Canada, and the United Kingdom gathered at the Colorado State University Todos Santos Center in Baja California Sur, Mexico, April 3-5, 2019 for the Todos Santos Small RNA Symposium. Meeting participants, many of whom were still recovering from the bomb cyclone that struck a large swath of North America just days earlier, were greeted by the warmth and sunshine that is nearly ubiquitous in the sleepy seaside town of Todos Santos. With only 24 speakers, the meeting had the sort of laid-back vibe you might expect amongst the palm trees and ocean breeze of the Pacific coast of Mexico. The meeting started with tracing the laboratory lineages of participants. Not surprisingly, the most common parental lineages represented at the meeting were Dr. Craig Mello, Dr. Gary Ruvkun, and Dr. Victor Ambros, whom, together with Dr. Andy Fire and Dr. David Baulcombe, pioneered the small RNA field. In sad irony, on the closing day of the meeting, participants were met with the news of Dr. Sydney Brenner's passing. By establishing the worm, Caenorhabditis elegans, as a model system Dr. Brenner paved the way for much of the research discussed here.",yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,
4,"Bromelain is a type of protease found in both fruits and stems of pineapples. Stem bromelain has been extensively studied and is commercially available for applications in various industries. In contrast, studies of fruit bromelain are quite limited since most of pineapples have been consumed freshly, canned or juiced. Nowadays, the consumption of canned fruits, including canned pineapples has decreased greatly. Fruit bromelain could be a new growth point for pineapple industry. In this study, fruit bromelain was extracted from the pineapple juice of Phuket variety and some of its properties were studied. The enzyme was purified by precipitation using ammonium sulfate fractionation followed by ion-exchange and gel filtration chromatography. Consequently, the protease purification level was increased by 95.2 fold. The final specific activity was getting to 448,590 U/mg on average, dominated by cysteine proteases, with optimal activity at 45 degrees C and pH ranging from 6 to 8. The study facilitates the molecular and application research of fruit bromelain. Practical applications The research has been carried out at Funong Food Technology Co., Ltd., Guangdong, China, which produces primarily pineapple chunks and juice. As plenty of by-products, like peels and cores of pineapples, are produced, the techniques are employed to extract bromelain from the by-products. The techniques reported in this work are not new or advanced, however, they are applicable during the manufacturing process and the related equipment is easy to set up and operate. What's more, the practical application of the techniques is cost-effective for the manufactories. Take Funong Food Technology Co., Ltd. as an example, they was using 80% saturation ammonium sulfate to precipitate protein from pineapple juice and obtained a bromelain with activity of approximately 8,000 U/mg and yield of 1.7 kg per ton of juice. With the application of the techniques reported in this work, bromelain was first extracted by ammonium sulfate gradient precipitation, and then purified through ion-exchange and gel filtration chromatography. Each step of precipitation and purification generates a different level of activity and recovery of bromelain, ranging from around 2,506 to 448,590 U/mg, which allows for the production of bromelain according to the requirement of the market and brings more profits.",yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,
5,"Objective: Type I diabetes is a disease characterised by an extreme reduction in serum insulin levels. Diet and exercise have gained considerable attention in the treatment of diabetes. Therefore, this study was carried out to investigate the effect of diet with carbohydrate but without daily energy restriction on various metabolites (glucose, triglycerides, cholesterol, lactate), some electrolytes (Ca, Mg, Na, K, P, Cl) and essential metals (Mn, Co, Cu, Se, Zn, Fe) in the blood of rats with streptozotocin-induced diabetes. Materials and methods: Thirty-three male rats were divided into four groups of standard rat diet (SR)-fed control, SR-diet fed diabetics, low carbohydrate-standard protein-high fat (LCSPHF) diet-fed diabetics, and very low carbohydrate-high protein-high fat (VLCHPHF) diet-fed diabetics. Diabetes was induced by an i.p. injection of 50 mg/kg streptozotocin. The rats were fed with the specially prepared diets for 28 days. Results: The decreased-serum Cl and the increased-serum glucose levels were only the difference between the controls and SR diet-fed diabetic rats regarding to measured parameters. Lowering carbohydrate and increasing fat ratio in diet caused an increase in serum cholesterol and triglyceride levels leading to an increased-serum Fe and Ca, and decreased-serum Na and Cu levels in diabetic rats. Conclusion: The serum mineral changes should be taken into consideration together with the changes in serum glucose, cholesterol, and triglyceride levels for the secondary complications of diabetes mellitus.",yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,,,
6,"Drosophila melanogaster produces fatty acid amides, and thus, provides a model to unravel the pathways for their biosynthesis. We previously demonstrated that arylalkylamine N-acetyltransferase-like 2 (AANATL2) from D. melanogaster will catalyze the formation of long-chain N-acylserotonins and N-acyldopamines in vitro. Generating silencing RNA via the UAS/GAL4 bipartite approach for targeted gene expression effectively decreased the endogenous levels of the AANATL2 transcripts in D. melanogaster, as shown by reverse transcription quantitative polymerase chain reaction. Consistent with these data, western blot analysis of the offspring of the AANATL2 knockdown flies using an anti-AANATL2 antibody revealed a significant reduction in the expression of the AANATL2 protein. Reduced expression of AANATL2 decreased the cellular levels of N-palmitoyldopamine (PALDA), providing strong evidence that AANATL2 is responsible for the biosynthesis of PALDA in vivo. This is the first time that the expression of an AANAT has been reduced in D. melanogaster to link one of these enzymes to the in vivo production of an N-acylarylalkylamide.",yes,no,no,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,
7,"In this work, we present the results of an undergrad student from the perspective of its first approach as a principal researcher in a project. In order to gain practical experience, one of the options for students that have interest in pursuing a postgraduate program corresponds to a research stay in a laboratory of their selected field conducting a project for a period of 6 months. In this particular project, a fungal sample was isolated from Parmesan cheese spoilage and its enzymatic activity evaluated. Using simple and standardized protocols, the student was capable of identifying a possible biotechnological application for the isolate by detecting and categorizing the lipolytic activity. Through microculture characterization in potato dextrose agar (PDA) the genus of the sample was determined as Penicillium and confirmed by molecular analysis of the ITS1 and ITS4 regions. In order to examine comprehensively the potential of the new isolate, the extracellular and intracellular enzymatic activities were analyzed as well as four methods of cell rupture. From these results, sonication was determined as the best technique with 211 U/L as a maximum lipolytic value. To finalize the evaluation of the sample, the student determined the optimal pH and temperature as well as the thermotolerance of the crude extract obtaining a residual activity of 13% after 60 minutes of incubation at 45 degrees C. Upon conclusion of the research we could recognize that through a direct characterization of a fungal isolate using techniques that are widely known, the student was capable of determining and value one of the most interesting capabilities fungi has to offer; enzymatic activity, and that the knowledge obtained from established protocols enables and encourages the students to correlate the source from where they were obtained with potential biotechnological applications. (c) 2019 International Union of Biochemistry and Molecular Biology, 2019.",no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
8,"Some 60 years ago chemicals that intercalate between base pairs of duplex DNA were found to amplify frameshift mutagenesis. Surprisingly, the robust induction of frameshifts by intercalators still lacks a mechanistic model, leaving this classic phenomenon annoyingly intractable. A promising idea of asymmetric half-intercalation-stabilizing frameshift intermediates during DNA synthesis has never been developed into a model. Instead, researchers of frameshift mutagenesis embraced the powerful slipped-mispairing concept that unexpectedly struggled with the role of intercalators in frameshifting. It is proposed that the slipped mispairing and the half-intercalation ideas are two sides of the same coin. Further, existing findings are reviewed to test predictions of the combined ""half-intercalation into the slipped-mispairing intermediate"" model against accumulated knowledge. The existence of potential endogenous intercalators and the phenomenon of ""DNA bookmarks"" reveal ample possibilities for natural frameshift mutagenisis in the cell. From this alarming perspective, it is discussed how the cell could prevent genome deterioration from frameshift mutagenesis.",yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no
9,"Malignant hyperthermia is a pharmacogenetic disorder, which is an uncommon but frequently fatal intricacy of inhalation anesthesia in man. It causes a quick rise in body temperature to highly irreversible levels, which causes death in around three of four cases. The trigger anesthetics cause an anomalous, continued ascent in myoplasmic calcium levels. Possible mechanisms by which continuous release of sodium, calcium from skeletal muscle plasma membrane and sarcoplasmic reticulum stores respectively can produce the profound hyperthermia are discussed.",yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,
