ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"Two-dimensional (2D) linear frequency diverse array (FDA) concept is extended to scan a 2D wide angular sector. This is achieved by highly unequal frequency increments in orthogonal 2D directions of the array. The radar operates as a pulsed FDA in the transmission (TX) mode, while it operates as a pulsed phase array (PA) in the receiving (RX) mode. The low energy of the TX FDA waveform is compensated by the rapid 2D angular scanning together with the use of the cumulative probability of detection scheme.",no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes
1,"This paper presents electrolytic capacitorless AC/DC LED driver. It adopts Boost-Buck topology, through modulation of the conduction time Ton and the change of input current reference, to reduce the instantaneous input and output power difference, so a smaller film capacitor can be used instead of the electrolytic capacitor. Therefore, LED driver power life has been effectively improved. The Buck converter operates in the inductor current discontinuous conduction mode to achieve constant output current by controlling the peak current. The control IC is fabricated in TSMC 0.35-mu m 5-V/650-V CMOS/LDMOS process, and verified in a 72-V/150-mA circuit prototype. The test results show that when the range of input voltage is 175-264 Vac, the effciency of the system is 83%, the voltage linear regulation is +/- 1%, the load regulation is +/- 0.5%, and the electrolytic capacitor is replaced by 470-nF CBB capacitor under the condition that the power factor is above 0.7. Therefore, the design of the control chip in the LED driver has a very good application prospect.",yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
2,"Effective treatment of external pollution inputs is highly important for the protection of receiving waters. In this study, three tidal flow (flooded/drained time ratio of 16/8 h) biofilters with combined substrates of ceramsite/volcanics and fibrous carrier were used to remediate heavily polluted river water. Good removal performance for NH4+-N, COD and P was achieved, with mean efficiencies of 77.8%-97.4%, 80.0%-81.0% and 62.3%-94.9%, respectively. But TN removal was inefficient (30.5%-36.5%) primarily because nitrate removal was restricted mainly by deficiency of organic carbon in the influent. Thus wood pieces were added to the biofilters as exogenous carbon source for heterotrophic denitrification. TN removal was largely enhanced with mean removal efficiency of 65.7%-70.5% during the initial 20 operation days because of decreased effluent nitrate concentration, despite of the gradual decrease of TN removal efficiency and release of pollutants from the wood during the first several operation days. The biofilter with combined substrates and additional plant biomass as carbon source is a promising eco-technology for the remediation of polluted surface water with high nitrate content and low C/N ratio.",yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes
3,"In this study, the problems, which simultaneously extract and direct positioning of multiple transmitters, are considered. Without assuming a priori knowledge of the source number, the multiple signal classification (MUSIC) algorithm is applied after using the Akaike information theoretic criteria for model order determination, while the minimum variance distortionless response (MVDR) algorithm can be directly used to localise multiple sources that transmit unknown signals. Two methods, which combine MUSIC and MVDR with the image expansion (IE) algorithm, are proposed. The IE algorithm used in actual scenarios is based on the constant-false-alarm rate. Simulation results show that the proposed algorithms can effectively extract and accurately localise multiple transmitters.",yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes
4,"This study investigates short channel (length <20 mu m) p-type organic thin-film transistor (OTFT) devices which exhibit off-state leakage in their ID-VG characteristics. This phenomenon is attributed to the fact that when a lower positive gate voltage is applied, gate voltage cannot control the back channel, causing back channel leakage. The behavior of back channel leakage is confirmed by the OTFT saturated-regime drain-current formula multiplied by channel length. For dual gate OTFT devices, a top gate voltage sweep and fixed different bottom gate voltages are applied, which indicates that the conduction path is distributed throughout the entire organic semiconductor (OSC) layer, and the back channel leakage can be suppressed by a positive bottom gate voltage. Finally, using dual gate sweeping for a dual gate OTFT device allows the top and bottom gate voltage to simultaneously control the front and back channels, causing a suppression of the back channel leakage, an improvement in subthreshold swing (SS) from 420 to 200 (mV/decade) and an on current increase from 7.8x10(-8) to 3.3x10(-7) A at V-G-Vsub-threshold = -8 V for the W/L = 50/20 mu m device.",yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes
5,"This paper presents a charge accumulation-free voltage-controlled (VC) bi-phasic sinusoidal functional electrical stimulator (FES) for bioelectronic application. Traditionally, constant current (CC) pulse-shaped FESs with active or passive charge balancers are used to compensate for accumulated charges arise from process, voltage and temperature (PVT) variation as a result of long-term stimulation. Unlike the CC pulse-shaped FES, the VC sinusoidal-shaped FES is adopted here to avoid charge accumulation over time. The charge balancer is not required, substantially reducing system complexity and the chip area of the FES. To demonstrate the feasibility of concept, in this paper, four channels of VC bi-phasic sinusoidal-shaped FESs are integrated with the bio-potential recording circuit to compare with four channels of CC bi-phasic pulse-shaped FESs that are integrated with the same neural recording system for comparison. Measurements indicate an absence of charge accumulation as a result of the VC FESs. In addition, here we adopt the sinusoidal stimulation to reduce transient effects on tissue in comparison to a pulse-shaped method. The bio-potential activities of a cockroach leg that is stimulated for 50 s by the proposed bi-phasic sinusoidal stimulation are recorded. The measured bio-potential activities of a cockroach leg show that no stimulation-evoked leg movement occurs under stimulation by the sinusoidal waveform.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"In this article, we discuss the models of the 747 test, in particular, the 747 test taken over a range of linear densities. In a comparison study, we fit the 747 curves at three conditions, as well as different upper limits of the track pitch. Based on the comparison result, we present a general model for the 747 curves as a function of linear density. The new proposed model not only improves the accuracy but also extends the applicable scope of the fitting. With the model, we also demonstrate the optimal combinations of track density and linear density for maximizing the off-track-capability (OTC) and squeeze-to-death (S2D), as well as their maximums as a function of areal density.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"Various phenomena, such as quantum noise and scattering, existing in the industrial X-ray imaging process, and structural complexity of the measured workpiece resulted in low-contrast and blurry industrial X-ray images, which caused interference to the X-ray image analysis. This study proposed an improved adaptive sharpening algorithm to enhance the contrast and quality of X-ray images. Image pixels and the neighborhood established a non-local feature relationship through non-local filtering model on the basis of the structural similarity index measure (SSIM) model. The structural similarity of block-based pixels within the search window area was calculated. The improved weight was combined with image sharpening with high-enhancement results. The edge-preserving ability of the algorithm was verified through image tests. Finally, the proposed algorithm contributed to improving the quality of the contrast of industrial X-ray images through simulation experiments. Results demonstrate that features in the neighborhood based on non-local differences reflect rich details of images. The X-ray images sharpened with the proposed algorithm are characterized with excellent visual effects and rich details, with information entropy (IE) values of 2.1464, 4.2453, and 3.7283 and structural similarities of 0.9521, 0.9238, and 0.9534. The weights calculated by SSIM indicate that a high similarity in structure exists between the sharpened image and the original one. Images processed by the sharpening algorithm based on non-local differences present prominent details while effectively maintaining the objective parameter values. This study provides references to improve the quality of low-contrast images.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"The trajectory linearization control (TLC) was applied to design an autonomous nonlinear trajectory tracking controller for a novel rehabilitation exoskeleton shoulder joint in this paper. TLC is a relatively new control method which was applied in aircraft and mobile robot, which had good performance on real-time trajectory tracking, anti-jamming and universality. As a new application in the exoskeleton shoulder joint controller design, the controller in this research contained two loops that separately based on the inverse kinematics and pseudoinverse dynamics models of the exoskeleton shoulder. Two PI controllers as the error regulator can reduce the tracking error. The position and angular velocity error feedback were employed to constitute the closed-loops. Since the controller was based on model and linearization, it can adapt to both linear and nonlinear control processes. The simulation of three different trajectories for single degree of freedom movement of shoulder joint (shoulder flexion and extension, abduction and extension), and the movement of both the two degrees were given. The simulation results showed that the TLC controller can follow the exoskeleton shoulder trajectory steadily and accurately.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"The iron and manganese modified mesoporous carbon (MC-Fe, MC-Mn and MC-Fe/Mn) was prepared from waste biomass with nitrogen-doping assistance. The modified MCs were characterized by BET, XRD, Fourier transform infrared spectrometry and X-ray photoelectron spectroscopy, respectively. It was found that the introduction of nitrogen on MCs restrained the pore plugging caused by metals doping, and its BET surface area and total pores volume were around 1,200 m(2)/g and 1.00 cm(3)/g, respectively, because nitrogen could facilitate the dispersion of metals on MC evenly. The introduction of Fe might promote the formation of -O-CH3 while Mn might contribute to the formation of the C=O functional group on the surface of MCs. The adsorption results show that the adsorption capacities of modified MCs toward methylene blue (MB) were enhanced evidently by the introduction of Fe and/ or Mn, which was increased from 911 to 1,030 mg/g. The higher adsorption capacity of MB could be attributed to the unchanged porous structure, metal active adsorption sites and modified surface chemistry on modified MCs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
