ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"Grid-connected inverters are known to become unstable when the grid impedance is high. Existing approaches to analyzing such instability are based on inverter control models that account for the grid impedance and the coupling with other grid-connected inverters. A new method to determine inverter-grid system stability using only the inverter output impedance and the grid impedance is developed in this paper. It will be shown that a grid-connected inverter will remain stable if the ratio between the grid impedance and the inverter output impedance satisfies the Nyquist stability criterion. This new impedance-based stability criterion is a generalization to the existing stability criterion for voltage-source systems, and can be applied to all current-source systems. A single-phase solar inverter is studied to demonstrate the application of the proposed method.",yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,yes
1,"This article provides an up-to-date perspective on the use of anion-exchange membranes in fuel cells, electrolysers, redox flow batteries, reverse electrodialysis cells, and bioelectrochemical systems (e.g. microbial fuel cells). The aim is to highlight key concepts, misconceptions, the current state-of-the-art, technological and scientific limitations, and the future challenges (research priorities) related to the use of anion-exchange membranes in these energy technologies. All the references that the authors deemed relevant, and were available on the web by the manuscript submission date (30th April 2014), are included.",yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes
2,"The transition within business from a linear to a circular economy brings with it a range of practical challenges for companies. The following question is addressed: What are the product design and business model strategies for companies that want to move to a circular economy model? This paper develops a framework of strategies to guide designers and business strategists in the move from a linear to a circular economy. Building on Stahel, the terminology of slowing, closing, and narrowing resource loops is introduced. A list of product design strategies, business model strategies, and examples for key decision-makers in businesses is introduced, to facilitate the move to a circular economy. This framework also opens up a future research agenda for the circular economy.",yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes
3,"Wide bandgap semiconductors show superior material properties enabling potential power device operation at higher temperatures, voltages, and switching speeds than current Si technology. As a result, a new generation of power devices is being developed for power converter applications in which traditional Si power devices show limited operation. The use of these new power semiconductor devices will allow both an important improvement in the performance of existing power converters and the development of new power converters, accounting for an increase in the efficiency of the electric energy transformations and a more rational use of the electric energy. At present, SiC and GaN are the more promising semiconductor materials for these new power devices as a consequence of their outstanding properties, commercial availability of starting material, and maturity of their technological processes. This paper presents a review of recent progresses in the development of SiC- and GaN-based power semiconductor devices together with an overall view of the state of the art of this new device generation.",yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
4,"Wide bandgap, semiconductors are extremely attractive for the gamut of power electronics applications from power conditioning to microwave transmitters for communications and radar Of the various materials and device technologies, the AlGaN/GaN high-electron mobility transistor seems the most promising. This paper attempts to present the status of the technology and the market with a view of highlighting both the progress and the remaining problems.",yes,yes,no,no,no,no,no,happy,happy,no,yes,yes,no,no,no,no,yes,yes,happy,happy,no,no,yes,no,yes,yes,happy,happy,no,no,yes,yes,yes
5,"Biodiesel, defined as the mono-alkyl esters of vegetable oils or animal fats, is an ""alternative"" diesel fuel that is becoming accepted in a steadily growing number of countries around the world. Since the source of biodiesel varies with the location and other sources such as recycled oils are continuously gaining interest, it is important to possess data on how the various fatty acid profiles of the different sources can influence biodiesel fuel properties. The properties of the various individual fatty esters that comprise biodiesel determine the overall fuel properties of the biodiesel fuel. In turn, the properties of the various fatty esters are determined by the structural features of the fatty acid and the alcohol moieties that comprise a fatty ester. Structural features that influence the physical and fuel properties of a fatty ester molecule are chain length, degree of unsaturation, and branching of the chain. Important fuel properties of biodiesel that are influenced by the fatty acid profile and, in turn, by the structural features of the various fatty esters are cetane number and ultimately exhaust emissions, heat of combustion, cold flow, oxidative stability, viscosity, and lubricity. Published by Elsevier B.V.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Experimental data are presented that clearly demonstrate the scope of application of peak signal-to-noise ratio (PSNR) as a video quality metric. It is shown that as long as the video content and the codec type are not changed, PSNR is a valid quality measure. However, when the content is changed, correlation between subjective quality and PSNR is highly reduced. Hence PSNR cannot be a reliable method for assessing the video quality across different video contents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"Big Data concern large-volume, complex, growing data sets with multiple, autonomous sources. With the fast development of networking, data storage, and the data collection capacity, Big Data are now rapidly expanding in all science and engineering domains, including physical, biological and biomedical sciences. This paper presents a HACE theorem that characterizes the features of the Big Data revolution, and proposes a Big Data processing model, from the data mining perspective. This data-driven model involves demand-driven aggregation of information sources, mining and analysis, user interest modeling, and security and privacy considerations. We analyze the challenging issues in the data-driven model and also in the Big Data revolution.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"A new method is presented for robustly estimating multiple view relations from point correspondences. The method comprises two parts. The first is a new robust estimator MLESAC which is a generalization of the RANSAC estimator. It adopts the same sampling strategy as RANSAC to generate putative solutions, but chooses the solution that maximizes the likelihood rather than just the number of inliers. The second part of the algorithm is a general purpose method for automatically parameterizing these relations, using the output of MLESAC. A difficulty with multiview image relations is that there are often nonlinear constraints between the parameters, making optimization a difficult task. The parameterization method overcomes the difficulty of nonlinear constraints and conducts a constrained optimization. The method is general and its use is illustrated for the estimation of fundamental matrices, image-image homographies, and quadratic transformations. Results are given for both synthetic and real images. It is demonstrated that the method gives results equal or superior to those of previous approaches, (C) 2000 Academic Press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"This paper proposes a step-by-step procedure for designing the LCL filter of a front-end three-phase active rectifier. The primary goal is to reduce the switching frequency ripple at a reasonable cost, while at the same time achieving a high-performance front-end rectifier (as characterized by a rapid dynamic response and good stability margin). An example LCL filter design is reported and a filter has been built and tested using the values obtained from this design. The experimental results demonstrate the performance of the design procedure both for the LCL filter and for the rectifier controller. The system is stable and the grid current harmonic content is low both in the low- and high-frequency ranges. Moreover, the good agreement that was obtained between simulation and experimental results validates the proposed approach. Hence, the design procedure and the simulation model provide a powerful tool to design an LCL-filter based active rectifier while avoiding trial-and-error procedures that can result in having to build several filter prototypes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"To date, because of the computational complexity of using a general type-2 fuzzy set (T2 FS) in a T2 fuzzy logic system (FLS), most people only use an interval T2 FS, the result being an interval T2 FLS (IT2 FLS). Unfortunately, there is a heavy educational burden even to using an IT2 FLS. This burden has to do with first having to learn general T2 FS mathematics, and then specializing it to an IT2 FSs. In retrospect, we believe that requiring a person to use T2 FS mathematics represents a barrier to the use of an IT2 FLS. In this paper, we demonstrate that it is unnecessary to take the route from general T2 FS to IT2 FS, and that all of the results that are needed to implement an IT2 FLS can be obtained using T1 FS mathematics. As such, this paper is a novel tutorial that makes an IT2 FLS much more accessible to all readers of this journal. We can now develop an IT2 FLS in a much more straightforward way.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Motivated by applications to sensor, peer-to-peer, and ad hoc networks, we study distributed algorithms, also known as gossip algorithms, for exchanging information and for computing in an arbitrarily connected network of nodes. The topology of such networks changes continuously as new nodes join and old nodes leave the network. Algorithms for such networks need to be robust against changes in topology. Additionally, nodes in sensor networks operate under limited computational, communication, and energy resources. These constraints have motivated the design of ""gossip"" algorithms: schemes which distribute the computational burden and in which a node communicates with a randomly chosen neighbor. We analyze the averaging problem under the gossip constraint for an arbitrary network graph, and find that the averaging time of a gossip algorithm depends on the second largest eigenvalue of a doubly stochastic matrix characterizing the algorithm. Designing the fastest gossip algorithm corresponds to minimizing this eigenvalue, which is a semidefinite program (SDP). In general, SDPs cannot be solved in a distributed fashion; however, exploiting problem structure, we propose a distributed subgradient method that solves the optimization problem over the network. The relation of averaging time to the second largest eigenvalue naturally relates it to the mixing time of a random walk with transition probabilities derived from the gossip algorithm. We use this connection to study the performance and scaling of gossip algorithms on two popular networks: Wireless Sensor Networks, which are modeled as Geometric Random Graphs, and the Internet graph under the so-called Preferential Connectivity (PC) model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"In virtually all published literature wherein closure between gravimetric and chemical measurements is tested, the concentration of particulate organics is estimated by multiplying the measured concentration of organic carbon (micrograms carbon/cubic meter air) by a factor of 1.2-1.4. This factor, which is an estimate of the average molecular weight per carbon weight for the organic aerosol, stems from very limited theoretical and laboratory studies conducted during the 1970s. This investigation suggests that 1.4 is the lowest reasonable estimate for the organic molecular weight per carbon weight for an urban aerosol and that 1.4 does not accurately represent the average organic molecular weight per carbon weight for a nonurban aerosol. Based on the current evaluation, ratios of 1.6 +/- 0.2 for urban aerosols and 2.1 +/- 0.2 for nonurban aerosols appear to be more accurate. Measurements are recommended. Literature values also suggest that 1.2 g/cm(3) is a reasonable estimate for the organic aerosol density. This quantity is needed to convert between geometric and aerodynamic size distributions (e.g., to predict aerosol optical properties and understand cloud nucleating properties).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Designing and tuning a proportional-integral-derivative (PID) controller appears to be conceptually intuitive, but can be hard in practice, if multiple (and often conflicting) objectives such as short transient and high stability are to be achieved. Usually, initial designs obtained by all means need to be adjusted repeatedly through computer simulations until the closed-loop system performs or compromises as desired. This stimulates the development of ""intelligent"" tools that can assist engineers to achieve the best overall PID control for the entire operating envelope. This development has further led to the incorporation of some advanced tuning algorithms into PID hardware modules. Corresponding to these developments, this paper presents a modern overview of functionalities and tuning methods in patents, software packages and commercial hardware modules. It is seen that many PID variants have been developed in order to improve transient performance, but standardising and modularising PID control are desired, although challenging. The inclusion of system identification and ""intelligent"" techniques in software based PID systems helps automate the entire design and tuning process to a useful degree. This should also assist future development of ""plug-and-play"" PID controllers that are widely applicable and can be set up easily and operate optimally for enhanced productivity, improved quality and reduced maintenance requirements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"A new simulation approach, called 'subset simulation', is proposed to compute small failure probabilities encountered in reliability analysis of engineering systems. The basic idea is to express the failure probability as a product of larger conditional failure probabilities by introducing intermediate failure events. With a proper choice of the conditional events, the conditional failure probabilities can be made sufficiently large so that they can be estimated by means of simulation with a small number of samples. The original problem of calculating a small failure probability, which is computationally demanding, is reduced to calculating a sequence of conditional probabilities, which can be readily and efficiently estimated by means of simulation. The conditional probabilities cannot be estimated efficiently by a standard Monte Carlo procedure, however, and so a Markov chain Monte Carlo simulation (MCS) technique based on the Metropolis algorithm is presented for their estimation. The proposed method is robust to the number of uncertain parameters and efficient in computing small probabilities. The efficiency of the method is demonstrated by calculating the first-excursion probabilities for a linear oscillator subjected to white noise excitation and for a five-story nonlinear hysteretic shear building under uncertain seismic excitation. (C) 2001 Elsevier Science Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Non-orthogonal multiple access (NOMA) is an essential enabling technology for the fifth-generation (5G) wireless networks to meet the heterogeneous demands on low latency, high reliability, massive connectivity, improved fairness, and high throughput. The key idea behind NOMA is to serve multiple users in the same resource block, such as a time slot, subcarrier, or spreading code. The NOMA principle is a general framework, and several recently proposed 5G multiple access schemes can be viewed as special cases. This survey provides an overview of the latest NOMA research and innovations as well as their applications. Thereby, the papers published in this special issue are put into the context of the existing literature. Future research challenges regarding NOMA in 5G and beyond are also discussed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"In large-scale visual recognition and image retrieval tasks, feature vectors, such as Fisher vector (FV) or the vector of locally aggregated descriptors (VLAD), have achieved state-of-the-art results. However, the combination of the large numbers of examples and high-dimensional vectors necessitates dimensionality reduction, in order to reduce its storage and CPU costs to a reasonable range. In spite of the popularity of various feature compression methods, this paper shows that the feature (dimension) selection is a better choice for high-dimensional FV/VLAD than the feature (dimension) compression methods, e.g., product quantization. We show that strong correlation among the feature dimensions in the FV and the VLAD may not exist, which renders feature selection a natural choice. We also show that, many dimensions in FV/VLAD are noise. Throwing them away using feature selection is better than compressing them and useful dimensions altogether using feature compression methods. To choose features, we propose an efficient importance sorting algorithm considering both the supervised and unsupervised cases, for visual recognition and image retrieval, respectively. Combining with the 1-bit quantization, feature selection has achieved both higher accuracy and less computational cost than feature compression methods, such as product quantization, on the FV and the VLAD image representations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"Significant improvements of computer facilities and computational fluid dynamics (CFD) software in recent years have enabled prediction and assessment of the pedestrian wind environment around buildings in the design stage. Therefore, guidelines are required that summarize important points in using the CFD technique for this purpose. This paper describes guidelines proposed by the Working Group of the Architectural Institute of Japan (AIJ). The feature of these guidelines is that they are based on cross-comparison between CFD predictions, wind tunnel test results and field measurements for seven test cases used to investigate the influence of many kinds of computational conditions for various flow fields. (c) 2008 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"Response surface methodology (RSM) is the most popular optimization method used in recent years. There are so many works based on the application of RSM in chemical and biochemical process. On the other hand, few articles were published about the limitation and usability of it. In this paper, we looked at some of the RSM articles published during the last few years. We tried to identify common mistakes made in the application and the limitations of RSM. We asked ourselves two important questions. These questions are ""Can RSM be used for optimization of all chemical and biochemical processes without any limitation?"" and ""Is RSM usable for other purposes (determination of reaction kinetics, stability or evaluation of kinetic constants etc.) in addition to optimization?"". We were able to answer these questions based on the observations obtained from reviewed articles. We believe that the answers will be helpful for researchers, who will use RSM in their future studies. (c) 2005 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"We present a survey of formation control of multi-agent systems. Focusing on the sensing capability and the interaction topology of agents, we categorize the existing results into position-, displacement-, and distance-based control. We then summarize problem formulations, discuss distinctions, and review recent results of the formation control schemes. Further we review some other results that do not fit into the categorization. (C) 2014 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,This paper presents a global non-singular terminal sliding mode controller for rigid manipulators. A new terminal sliding mode manifold is first proposed for the second-order system to enable the elimination of the singularity problem associated with conventional terminal sliding mode control. The time taken to reach the equilibrium point from any initial state is guaranteed to be finite time. The proposed terminal sliding mode controller is then applied to the control of n-link rigid manipulators. Simulation results are presented to validate the analysis. (C) 2002 Elsevier Science Ltd. All rights reserved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"W-4 is a real time visual surveillance system for detecting and tracking multiple people and monitoring their activities in an outdoor environment. It operates on monocular gray-scale video imagery, or on video imagery from an infrared camera. W-4 employs a combination of shape analysis and tracking to locate people and their parts (head, hands, feet, torso) and to create models of people's appearance so that they can be tracked through interactions such as occlusions. It can determine whether a foreground region contains multiple people and can segment the region into its constituent people and track them. W-4 can also determine whether people are carrying objects, and can segment objects from their silhouettes, and construct appearance models for them so they can be identified in subsequent frames. W-4 can recognize events between people and objects, such as depositing an object, exchanging bags, or removing an object. It runs at 25 Hz for 320x240 resolution images on a 400 Mhz dual-Pentium II PC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Rapid Prototyping (RP) technologies provide the ability to fabricate initial prototypes from various model materials. Stratasys Fused Deposition Modeling (FDM) is a typical RP process that can fabricate prototypes out of ABS plastic. To predict the mechanical behavior of FDM parts, it is critical to understand the material properties of the raw FDM process material, and the effect that FDM build parameters have on anisotropic material properties. This paper characterizes the properties of ABS parts fabricated by the FDM 1650. Using a Design of Experiment (DOE) approach, the process parameters of FDM, such as raster orientation, air gap, bead width, color, and model temperature were examined. Tensile strengths and compressive strengths of directionally fabricated specimens were measured and compared with injection molded FDM ABS P400 material, For the FDM parts made with a 0.003 inch overlap between roads, the typical tensile strength ranged between 65 and 72 percent of the strength of injection molded ABS P400. The compressive strength ranged from 80 to 90 percent of the injection molded FDM ABS. Several build rules for designing FDM parts were formulated based on experimental results.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"Rapid advances in industrialisation and informatisation methods have spurred tremendous progress in developing the next generation of manufacturing technology. Today, we are on the cusp of the Fourth Industrial Revolution. In 2013, amongst one of 10 Future Projects' identified by the German government as part of its High-Tech Strategy 2020 Action Plan, the Industry 4.0 project is considered to be a major endeavour for Germany to establish itself as a leader of integrated industry. In 2014, China's State Council unveiled their ten-year national plan, Made-in-China 2025, which was designed to transform China from the world's workshop into a world manufacturing power. Made-in-China 2025 is an initiative to comprehensively upgrade China's industry including the manufacturing sector. In Industry 4.0 and Made-in-China 2025, many applications require a combination of recently emerging new technologies, which is giving rise to the emergence of Industry 4.0. Such technologies originate from different disciplines including cyber-physical Systems, IoT, cloud computing, Industrial Integration, Enterprise Architecture, SOA, Business Process Management, Industrial Information Integration and others. At this present moment, the lack of powerful tools still poses a major obstacle for exploiting the full potential of Industry 4.0. In particular, formal methods and systems methods are crucial for realising Industry 4.0, which poses unique challenges. In this paper, we briefly survey the state of the art in the area of Industry 4.0 as it relates to industries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Over the last few decades, researchers have developed a number of empirical and theoretical models for the correlation and prediction of the thermophysical properties of pure fluids and mixtures treated as pseudo-pure fluids. In this paper, a survey of all the state-of-the-art formulations of thermophysical properties is presented. The most-accurate thermodynamic properties are obtained from multiparameter Helmholtz-energy-explicit-type formulations. For the transport properties, a wider range of methods has been employed, including the extended corresponding states method. All of the thermophysical property correlations described here have been implemented into CoolProp, an open-source thermophysical property library. This library is written in C++, with wrappers available for the majority of programming languages and platforms of technical interest. As of publication, 110 pure and pseudo-pure fluids are included in the library, as well as properties of 40 incompressible fluids and humid air. The source code for the CoolProp library is included as an electronic annex.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Sustainability, industrial ecology, eco-efficiency, and green chemistry are guiding the development of the next generation of materials, products, and processes. Biodegradable plastics and bio-based polymer products based on annually renewable agricultural and biomass feedstock can form the basis for a portfolio of sustainable, eco-efficient products that can compete and capture markets currently dominated by products based exclusively on petroleum feedstock. Natural/Biofiber composites (Bio-Composites) are emerging as a viable alternative to glass fiber reinforced composites especially in automotive and building product applications. The combination of biofibers such as kenaf, hemp, flax, jute, henequen, pineapple leaf fiber, and sisal with polymer matrices from both nonrenewable and renewable resources to produce composite materials that are competitive with synthetic composites requires special attention, i.e., biofiber-matrix interface and novel processing. Natural fiber-reinforced polypropylene composites have attained commercial attraction in automotive industries. Natural fiber-polypropylene or natural fiber-polyester composites are not sufficiently eco-friendly because of the petroleum-based source and the nonbiodegradable nature of the polymer matrix. Using natural fibers with polymers based on renewable resources will allow many environmental issues to be solved. By embedding biofibers with renewable resource-based biopolymers such as cellulosic plastics; polylactides; starch plastics; polyhydroxyalkanoates (bacterial polyesters); and soy-based plastics, the so-called green bio-composites are continuously being developed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"Some ceramics, such as Bioglass((R)), sintered hydroxyapatite, and glass-ceramic A-W, spontaneously bond to living bone. They are called bioactive materials and are already clinically used as important bone substitutes. However, compared with human cortical bone, they have lower fracture toughness and higher elastic moduli. Therefore, it is desirable to develop bioactive materials with improved mechanical properties. All the bioactive materials mentioned above form a bone-like apatite layer on their surfaces in the living body, and bond to bone through this apatite layer. The formation of bone-like apatite on artificial material is induced by functional groups, such as Si-OH, Ti-OH, Zr-OH, Nb-OH, Ta-OH, -COOH, and PO4H2. These groups have specific structures revealing negatively charge, and induce apatite formation via formations of an amorphous calcium compound, e.g., calcium silicate, calcium titanate, and amorphous calcium phosphate. These fundamental findings provide methods for preparing new bioactive materials with different mechanical properties. Tough bioactive materials can be prepared by the chemical treatment of metals and ceramics that have high fracture toughness, e.g., by the NaOH and heat treatments of titanium metal, titanium alloys, and tantalum metal, and by H3PO4 treatment of tetragonal zirconia. Soft bioactive materials can be synthesized by the sol-gel process, in which the bioactive silica or titania is polymerized with a flexible polymer, such as polydimethylsiloxane or polytetramethyloxide, at the molecular level to form an inorganic-organic nano-hybrid. The biomimetic process has been used to deposit nano-sized bone-like apatite on fine polymer fibers, which were textured into a three-dimensional knit framework. This strategy is expected to ultimately lead to bioactive composites that have a bone-like structure and, hence, bone-like mechanical properties. (C) 2003 Elsevier Science Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Globalisation of supply chains makes their management and control more difficult. Blockchain technology, as a distributed digital ledger technology which ensures transparency, traceability, and security, is showing promise for easing some global supply chain management problems. In this paper, blockchain technology and smart contracts are critically examined with potential application to supply chain management. Local and global government, community, and consumer pressures to meet sustainability goals prompt us to further investigate how blockchain can address and aid supply chain sustainability. Part of this critical examination is how blockchains, a potentially disruptive technology that is early in its evolution, can overcome many potential barriers. Four blockchain technology adoption barriers categories are introduced; inter-organisational, intra-organisational, technical, and external barriers. True blockchain-led transformation of business and supply chain is still in progress and in its early stages; we propose future research propositions and directions that can provide insights into overcoming barriers and adoption of blockchain technology for supply chain management.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
