ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"In this paper, the idea of operating an inverter to mimic a synchronous generator (SG) is motivated and developed. We call the inverters that are operated in this way synchronverters. Using synchronverters, the well-established theory/algorithms used to control SGs can still be used in power systems where a significant proportion of the generating capacity is inverter-based. We describe the dynamics, implementation, and operation of synchronverters. The real and reactive power delivered by synchronverters connected in parallel and operated as generators can be automatically shared using the well-known frequency- and voltage-drooping mechanisms. Synchronverters can be easily operated also in island mode, and hence, they provide an ideal solution for microgrids or smart grids. Both simulation and experimental results are given to verify the idea.",yes,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
1,"The first part of this paper proposes an adaptive, data-driven threshold for image denoising via wavelet soft-thresholding, The threshold is derived in a Bayesian framework, and the prior used on the wavelet coefficients is the generalized Gaussian distribution (GGD) widely used in image processing applications, The proposed threshold is simple and closed-form, and it is adaptive to each subband because it depends on data-driven estimates of the parameters. Experimental results show that the proposed method, called BayesShrink, is typically within 5% of the MSE of the best soft-thresholding benchmark with the image assumed known, It also outperforms Donoho and Johnstone's SureShrink most of the time. The second part of the paper attempts to further validate recent claims that lossy compression can be used for denoising, The BayesShrink threshold can aid in the parameter selection of a coder designed with the intention of denoising, and thus achieving simultaneous denoising and compression. Specifically, the zero-zone in the quantization step of compression is analogous to the threshold value in the thresholding function. The remaining coder design parameters are chosen based on a criterion derived from Rissanen's minimum description length (MDL) principle, Experiments show that this compression method does indeed remove noise significantly, especially for large noise power, However, it introduces quantization noise and should he used only if bitrate were an additional concern to denoising.",no,happy,happy,no,yes,no,yes,happy,happy,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
2,"Matrix factorization techniques have been frequently applied in information retrieval, computer vision, and pattern recognition. Among them, Nonnegative Matrix Factorization (NMF) has received considerable attention due to its psychological and physiological interpretation of naturally occurring data whose representation may be parts based in the human brain. On the other hand, from the geometric perspective, the data is usually sampled from a low-dimensional manifold embedded in a high-dimensional ambient space. One then hopes to find a compact representation, which uncovers the hidden semantics and simultaneously respects the intrinsic geometric structure. In this paper, we propose a novel algorithm, called Graph Regularized Nonnegative Matrix Factorization (GNMF), for this purpose. In GNMF, an affinity graph is constructed to encode the geometrical information and we seek a matrix factorization, which respects the graph structure. Our empirical study shows encouraging results of the proposed algorithm in comparison to the state-of-the-art algorithms on real-world problems.",yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Training a deep convolutional neural network (CNN) from scratch is difficult because it requires a large amount of labeled training data and a great deal of expertise to ensure proper convergence. A promising alternative is to fine-tune a CNN that has been pre-trained using, for instance, a large set of labeled natural images. However, the substantial differences between natural and medical images may advise against such knowledge transfer. In this paper, we seek to answer the following central question in the context of medical image analysis: Can the use of pre-trained deep CNNs with sufficient fine-tuning eliminate the need for training a deep CNN from scratch? To address this question, we considered four distinct medical imaging applications in three specialties (radiology, cardiology, and gastroenterology) involving classification, detection, and segmentation from three different imaging modalities, and investigated how the performance of deep CNNs trained from scratch compared with the pre-trained CNNs fine-tuned in a layer-wise manner. Our experiments consistently demonstrated that 1) the use of a pre-trained CNN with adequate fine-tuning outperformed or, in the worst case, performed as well as a CNN trained from scratch; 2) fine-tuned CNNs were more robust to the size of training sets than CNNs trained from scratch; 3) neither shallow tuning nor deep tuning was the optimal choice for a particular application; and 4) our layer-wise fine-tuning scheme could offer a practical way to reach the best performance for the application at hand based on the amount of available data.",yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5,"Historically the function of biomaterials has been to replace diseased or damaged tissues. First generation biomaterials were selected to be as bio-inert as possible and thereby minimize formation of scar tissue at the interface with host tissues. Bioactive glasses were discovered in 1969 and provided for the first time an alternative; second generation, interfacial bonding of an implant with host tissues. Tissue regeneration and repair using the gene activation properties of Bioglass(R) provide a third generation of biomaterials. This article reviews the 40 year history of the development of bioactive glasses, with emphasis on the first composition, 45S5 Bioglass(R), that has been in clinical use since 1985. The steps of discovery, characterization, in vivo and in vitro evaluation, clinical studies and product development are summarized along with the technology transfer processes.",yes,no,no,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes
6,"Dynamic texture (DT) is an extension of texture to the temporal domain. Description and recognition of DTs have attracted growing attention. In this paper, a novel approach for recognizing DTs is proposed and its simplifications and extensions to facial image analysis are also considered. First, the textures are modeled with volume local binary patterns (VLBP), which are an extension of the LBP operator widely used in ordinary texture analysis, combining motion and appearance. To make the approach computationally simple and easy to extend, only the co-occurrences of the local binary patterns on three orthogonal planes (LBP-TOP) are then considered. A block-based method is also proposed to deal with specific dynamic events such as facial expressions in which local information and its spatial locations should also be taken into account. In experiments with two DT databases, DynTex and Massachusetts Institute of Technology (MIT), both the VLBP and LBP-TOP clearly outperformed the earlier approaches. The proposed block-based method was evaluated with the Cohn-Kanade facial expression database with excellent results. The advantages of our approach include local processing, robustness to monotonic gray-scale changes, and simple computation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"Arsenic derived from natural sources occurs in groundwater in many countries, affecting the health of millions of people. The combined effects of As(V) reduction and diagenesis of iron oxide minerals on arsenic mobility are investigated in this study by comparing As(V) and As(III) sorption onto amorphous iron oxide (HFO), goethite, and magnetite at varying solution compositions. Experimental data are modeled with a diffuse double layer surface complexation model, and the extracted model parameters are used to examine the consistency of our results with those previously reported. Sorption of As(V) onto HFO and goethite is more favorable than that of As(III) below pH 5-6, whereas, above pH 7-8, As(III) has a higher affinity for the solids. The pH at which As(V) and As(III) are equally sorbed depends on the solid-to-solution ratio and type and specific surface area of the minerals and is shifted to lower pH values in the presence of phosphate, which competes for sorption sites. The sorption data indicate that, under most of the chemical conditions investigated in this study, reduction of As(V) in the presence of HFO or goethite would have only minor effects on or even decrease its mobility in the environment at near-neutral pH conditions. As(V) and As(III) sorption isotherms indicate similar surface site densities on the three oxides. Intrinsic surface complexation constants for As(V) are higher for goethite than HFO, whereas As(III) binding is similar for both of these oxides and also for magnetite. However, decrease in specific surface area and hence sorption site density that accompanies transformation of amorphous iron oxides to more crystalline phases could increase arsenic mobility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"We present a source localization method based on a sparse representation of sensor measurements with an overcomplete basis composed of samples from the array manifold. We enforce sparsity by imposing penalties based on the l(1)-norm. A number of recent theoretical results on sparsifying properties of l(1) penalties justify this choice. Explicitly enforcing the sparsity of the representation is motivated by a desire to obtain a sharp estimate of the spatial spectrum that exhibits super-resolution. We propose to use the singular value decomposition (SVD) of the data matrix to summarize multiple time or frequency samples. Our formulation leads to an optimization problem, which we solve efficiently in a second-order cone (SOC) programming framework by an interior point implementation. We propose a grid refinement method to mitigate the effects of limiting estimates to a grid of spatial locations and introduce an automatic selection criterion for the regularization parameter involved in our approach. We demonstrate the effectiveness of the method on simulated data by plots of spatial spectra and by comparing the estimator variance to the Cramar-Rao bound (CRB). We observe that our approach has a number of advantages over other source localization techniques, including increased resolution, improved robustness to noise, limitations in data quantity, and correlation of the sources, as well as not requiring an accurate initialization.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"Soil hydraulic properties are necessary for many studies of water and solute transport but often cannot be measured because of practical and/or financial constraints. We describe a computer program, ROSETTA, which implements five hierarchical pedotransfer functions (PTFs) for the estimation of water retention, and the saturated and unsaturated hydraulic conductivity. The hierarchy in PTFs allows the estimation of van Genuchten water retention parameters and the saturated hydraulic conductivity using limited (textural classes only) to more extended (texture, bulk density, and one or two water retention points) input data. ROSETTA is based on neural network analyses combined with the bootstrap method, thus allowing the program to provide uncertainty estimates of the predicted hydraulic parameters. The general performance Of ROSETTA was characterized with coefficients of determination, and root mean square errors (RMSEs). The RMSE values decreased from 0.078 to 0.044 cm(3) cm(-3) for water retention when more predictors were used. The RMSE for the saturated conductivity similarly decreased from 0.739 to 0.647 (dimensionless log(10) units). The RMSE values for unsaturated conductivity ranged between 0.79 and 1.06, depending on whether measured or estimated retention parameters were used as predictors. Calculated mean errors showed that the PTFs underestimated water retention and the unsaturated hydraulic conductivity at relatively high suctions. ROSETTA's uncertainty estimates can be used as an indication of model reliability when no hydraulic data are available. The ROSETTA program comes with a graphical user interface that allows user-friendly access to the PTFs, and can be downloaded from the US Salinity Laboratory website: http://www.ussl.ars.usda.gov/. (C) 2001 Elsevier Science B.V. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
