ID,Abstract,rule1,rule2,rule3,rule4,rule5,rule6,rule7,rule8,rule9,rule10,rule11,rule12,rule13,rule14,rule15,rule16,rule17,rule18,rule19,rule20,rule21,rule22,rule23,rule24,rule25,rule26,rule27,rule28,rule29,rule30,rule31,rule32,rule33
0,"This chapter deals with the linearization of SPSC MFC model. The linearized system is analyzed with two distinct manipulated input variable cases: (1) dilution rate as a input, and (2) influent substrate concentration as a manipulated input variable. First, the equilibrium points are investigated and the stability at such points using Jacobian matrix is analyzed. An approximate linear model of the SPSC MFC is provided.",no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,happy,happy,no,no,yes,happy,happy
1,In this chapter an attempt is made for the first time to formulate a robust controller in a linear matrix inequality (LMI) framework for a linearized model of Single Population Single Chamber Microbial Fuel Cell (SPSC MFC) to improve the system performance with unstructured time-varying uncertainties. The dilution rate is considered as an uncertain parameter.,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no
2,"A feedback methodology is developed for the correction of timing errors in double pulse laser systems operating at high repetition frequencies. With continuing developments in non-intrusive measurement techniques, such as particle image velocimetry, there is an ever-increasing demand for simultaneous high spatial and temporal resolution, which can make them well suited to the spectral characterization of fluid flows. This application places significant importance on the accuracy and repeatability of the timing between successive laser pulses of high-speed, double-pulsed laser systems, as any timing errors propagate directly into the computed velocity vectors and indirectly into all other derived quantities, including the spectral analysis of the flow. The present work proposes a feedback methodology to measure and correct for such errors in a time-resolved manner. Lastly, the proposed methodology is demonstrated on a test case of a cylinder wake, and the results are compared to corresponding hot-wire measurements.",yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes
3,"A micro-trigger sensor for alarm or emergency protection under abnormal working conditions is proposed. The mathematical and mechanical models with scale-dependent are established using the Euler-Bernoulli beam hypothesis and the generalized elasticity theory. Meanwhile, governing equations are deduced using the principle of minimum potential energy. The design formulas of the trigger angular speed and acceleration for the micro-trigger sensor are established. The iteration method is used to solve the trigger angular speed that cannot be directly calculated by the design formula. The scale effects of the deflection of the microcantilever under angular speed and acceleration are analyzed by using generalized elasticity theory and classical elasticity theory, and significant scale effects are observed. Lastly, the control design of the micro-trigger sensor is investigated. It shows that the measurement range of the trigger angular speed and acceleration can be increased by adopting the two-circular ring co-regulation scheme. (C) 2019 Published by Elsevier Ltd.",no,happy,happy,no,no,no,yes,happy,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no
4,"Jani-Petri Martikainen has raised a few concerns after examining in detail the peer-reviewed published article Ram et al. (2018) and the technical report Ram et al. (2017) in his letter Martikainen (2019). However, Martikainen (2019) fails to contextualise the approach in estimating the levelised cost of electricity (LCOE) across different power generation sources adopted in Ram et al. (2017) and Ram et al. (2018). Martikainen (2019) seems to raise issues that have already been clarified and further explained in the original published article as well as in the technical report. In an effort to ensure that the readers are not confused or misled by some of the claims made in Martikainen (2019), the authors of Ram et al. (2017) and Ram et al. (2018) have responded to all the concerns raised. (c) 2019 Elsevier Ltd. All rights reserved.",yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no
5,"Computers and smartphones have become indispensable parts of human daily life. Driven by various modern applications, the demand for high-speed Internet connection is always growing. Because Internet speed strongly depends on signal strength and quality, a great deal of effort has been spent to increase the number of ""bars"" displayed on the screen of wireless devices. One effective approach toward ""more bars"" is deploying microwave relay systems to provide stronger signals, and thus higher data rates, to end users. Microwave relay links facilitate the transmission of signals from one point to another by receiving, recovering, and retransmitting wireless signals with enhanced quality and strength. With more bars on the end-user side, handheld wireless devices also become smaller because of reduced power consumption in their receivers. With the help of sophisticated radio relay links in the last mile of communications networks [1], wireless data can be efficiently communicated among a variety of devices, such as home appliances, smart Internet of Things (IoT) sensors, and autonomous vehicles [2], [3].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Purpose The finite element model developed for a new-designed aircraft was used to solve some problems of structural dynamics. The key purpose of the task was to estimate the critical flutter velocities of the light airplane by performing numerical analysis with application of MSC Software. Design/methodology/approach Flutter analyses processed by Nastran require application of some complex aeroelastic model integrating two separate components - structural model and aerodynamic model. These sub-models are necessary for determining stiffness, mass and aerodynamic matrices, which are involved in the flutter equation. The aircraft structural model with its non-structural masses was developed in Patran. To determine the aerodynamic coefficient matrix, some simplified aerodynamic body-panel geometries were developed. The flutter equation was solved with the PK method. Findings The verified aircraft model was used to determine its normal modes in the range of 0-30 Hz. Then, some critical velocities of flutter were calculated within the range of operational velocities. As there is no certainty that the computed modes are in accordance with the natural ones, some parametric calculations are recommended. Modal frequencies depend on structural parameters that are quite difficult to identify. Adopting their values from the reasonable range, it is possible to assign the range of possible frequencies. The frequencies of rudder or elevator modes are dependent on their mass moments of inertia and rigidity of controls. The critical speeds of tail flutter were calculated for various combinations of stiffness or mass values. Originality/value The described approach takes into account the uncertainty of results caused by the indeterminacy of selected constructional parameters.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"The introduction of liquid-crystal display (LCD) for television and personal computer monitor has gained momentum in sales and distribution due to its portability and energy efficiency over traditional bulky cathode-ray tube (CRT) used in the manufacture of television and personal computer. The disposal of the cathode-ray tube is further having a major challenge due to its hazardous characteristics resulting from the composition of glass used in cathode-ray tubes. There are various recycling technologies available to extract toxic lead from funnel glass of cathode-ray tube. This chapter explores the status of cathode-ray tube, disposal, and environmental issues followed by potential challenges of segregating funnel and panel glass of cathode-ray tube. Separation of funnel and panel glass from the cathode-ray tube based on open-loop and closed-loop process is discussed with pros and cons. Cathode-ray tube glass-ceramic brick and concrete, vitrification glass to stabilize nuclear waste, and fluxing materials such as silica flux are gaining momentum on the reuse of cathode-ray tube under closed-loop process. The diamond cutting method for segregation of funnel glass from panel glass is highly recommended among the various potential segregation technologies available due to its vacuum adsorption and dust recovery capacity, automatic edge searching, and laser positioning. The study finds that emerging technology using furnace and chemicals for extraction of toxic lead from the cathode-ray tube is a promising method for management of recycling in an environmentally sustainable way without any residual waste.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"This paper considers price and modularity of competition between two firms with deterministic demand, in which demand is dependent on both the prices and the modularity levels determined by two firms. Bertrand competition and Stackelberg competition are formulated to derive the equilibrium solutions analytically. Because of the complexity, an intensive numerical study is conducted to investigate the impact of the sensitive parameters on equilibrium prices and modularity levels, as well as optimal profits of the two firms. An important and interesting finding is that optimal profits of the two firms under both types of competition are decreasing with the modularity cost when the price and modularity sensitivities are low, where both firms are worse-off due to decrease of the modularity levels; but they are increasing when the price and modularity sensitivities are high, where both firms are better-off at the expense of modular design. Our research reveals that Stackelberg game improves the modularity levels in most of the cases, though both firms perform better in Bertrand competition in these cases when jointly deciding the prices and modularity levels in the two firms.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"One fluid formulation is an approach used for modeling and analysis of mass transfer between two immiscible phases. In this study we implement and analyze the advantages and limitations of this approach for CO2 physical mass transfer into MEA. The domain is a flat plate and gas liquid flow is counter current. The analysis was carried for operating parameters like liquid phase Reynolds number, MEA mass fraction and the angle of inclination of flat plate. The results clearly show that the model effectively captures the deviation in liquid side mass transfer coefficient due to the surface instabilities and liquid properties which are generally neglected by standard correlations. Also the model shows that the standard Higbie correlation is preferable at low Reynolds number at any angle of inclination. The grid independent studies show that a size of 6.25 mu m is required in the interface region for effectively using this approach. The computational resource time at this resolution was found as the only limitation for using this approach and we suggest a procedure to overcome this limitation. The present simulation results can help CFD researchers investigating immiscible gas-liquid mass transfer using OpenFOAM.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
