Publication Type,Authors,Title,Abstract,DOI
J,"Allaire, G; Jouve, F; Toader, AM",Structural optimization using sensitivity analysis and a level-set method,"In the context of structural optimization we propose a new numerical method based on a combination of the classical shape derivative and of the level-set method for front propagation. We implement this method in two and three space dimensions for a model of linear or nonlinear elasticity. We consider various objective functions with weight and perimeter constraints. The shape derivative is computed by an adjoint method. The cost of our numerical algorithm is moderate since the shape is captured on a fixed Eulerian mesh. Although this method is not specifically designed for topology optimization, it can easily handle topology changes. However, the resulting optimal shape is strongly dependent on the initial guess. (C) 2003 Elsevier B.V. All rights reserved.",10.1016/j.jcp.2003.09.032
J,"Peng, B; Özdemir, SK; Lei, FC; Monifi, F; Gianfreda, M; Long, GL; Fan, SH; Nori, F; Bender, CM; Yang, L",Parity-time-symmetric whispering-gallery microcavities,"Optical systems combining balanced loss and gain provide a unique platform to implement classical analogues of quantum systems described by non-Hermitian parity-time (PT)-symmetric Hamiltonians. Such systems can be used to create synthetic materials with properties that cannot be attained in materials having only loss or only gain. Here we report PT-symmetry breaking in coupled optical resonators. We observed non-reciprocity in the PT-symmetry-breaking phase due to strong field localization, which significantly enhances nonlinearity. In the linear regime, light transmission is reciprocal regardless of whether the symmetry is broken or unbroken. We show that in one direction there is a complete absence of resonance peaks whereas in the other direction the transmission is resonantly enhanced, a feature directly associated with the use of resonant structures. Our results could lead to a new generation of synthetic optical systems enabling on-chip manipulation and control of light propagation.",10.1038/NPHYS2927
J,"Georgescu, IM; Ashhab, S; Nori, F",Quantum simulation,"Simulating quantum mechanics is known to be a difficult computational problem, especially when dealing with large systems. However, this difficulty may be overcome by using some controllable quantum system to study another less controllable or accessible quantum system, i.e., quantum simulation. Quantum simulation promises to have applications in the study of many problems in, e.g., condensed-matter physics, high-energy physics, atomic physics, quantum chemistry, and cosmology. Quantum simulation could be implemented using quantum computers, but also with simpler, analog devices that would require less control, and therefore, would be easier to construct. A number of quantum systems such as neutral atoms, ions, polar molecules, electrons in semiconductors, superconducting circuits, nuclear spins, and photons have been proposed as quantum simulators. This review outlines the main theoretical and experimental aspects of quantum simulation and emphasizes some of the challenges and promises of this fast-growing field.",10.1103/RevModPhys.86.153
J,"Bartók, AP; Payne, MC; Kondor, R; Csányi, G","Gaussian Approximation Potentials: The Accuracy of Quantum Mechanics, without the Electrons","We introduce a class of interatomic potential models that can be automatically generated from data consisting of the energies and forces experienced by atoms, as derived from quantum mechanical calculations. The models do not have a fixed functional form and hence are capable of modeling complex potential energy landscapes. They are systematically improvable with more data. We apply the method to bulk crystals, and test it by calculating properties at high temperatures. Using the interatomic potential to generate the long molecular dynamics trajectories required for such calculations saves orders of magnitude in computational cost.",10.1103/PhysRevLett.104.136403
J,"Moore, JE; Balents, L",Topological invariants of time-reversal-invariant band structures,"The topological invariants of a time-reversal-invariant band structure in two dimensions are multiple copies of the Z(2) invariant found by Kane and Mele. Such invariants protect the ""topological insulator"" phase and give rise to a spin Hall effect carried by edge states. Each pair of bands related by time reversal is described by one Z(2) invariant, up to one less than half the dimension of the Bloch Hamiltonians. In three dimensions, there are four such invariants per band pair. The Z(2) invariants of a crystal determine the transitions between ordinary and topological insulators as its bands are occupied by electrons. We derive these invariants using maps from the Brillouin zone to the space of Bloch Hamiltonians and clarify the connections between Z(2) invariants, the integer invariants that underlie the integer quantum Hall effect, and previous invariants of T-invariant Fermi systems.",10.1103/PhysRevB.75.121306
J,"Anna, SL; Bontoux, N; Stone, HA","Formation of dispersions using ""flow focusing"" in microchannels","A flow-focusing geometry is integrated into a microfluidic device and used to study drop formation in liquid-liquid systems. A phase diagram illustrating the drop size as a function of flow rates and flow rate ratios of the two liquids includes one regime where drop size is comparable to orifice width and a second regime where drop size is dictated by the diameter of a thin ""focused"" thread, so drops much smaller than the orifice are formed. Both monodisperse and polydisperse emulsions can be produced. (C) 2003 American Institute of Physics.",10.1063/1.1537519
J,"Zak, AK; Majid, WHA; Abrishami, ME; Yousefi, R",X-ray analysis of ZnO nanoparticles by Williamson-Hall and size-strain plot methods,"ZnO nanoparticles (ZnO-NPs) were prepared by a sol-gel combustion method from a zinc acetate precursor and acetic acid. The ZnO-NPs were synthesized at calcination temperatures of 650 degrees C and 750 degrees C for 1 h. The synthesized ZnO-NPs were characterized by X-ray diffraction analysis (XRD) and TEM. The XRD results revealed that the sample product was crystalline with a hexagonal wurtzite phase. High-magnification transmission electron microscopy (TEM) showed single-crystal ZnO-NPs with nearly spherical shapes. The crystalline development in the ZnO-NPs was investigated by X-ray peak broadening. The Williamson-Hall (W-H) analysis and size-strain plot method were used to study the individual contributions of crystallite sizes and lattice strain on the peak broadening of the ZnO-NPs. The physical parameters such as strain, stress and energy density values were calculated more precisely for all the reflection peaks of XRD corresponding to the wurtzite hexagonal phase of ZnO lying in the range of 20 degrees-100 degrees from the modified form of the W-H plot assuming a uniform deformation model (UDM), uniform stress deformation model (USDM), uniform deformation energy density model (UDEDM) and by the size-strain plot method (SSP). The results obtained showed that the mean particle size of the ZnO-NPs estimated from the TEM, W-H analysis and the SSP method were highly intercorrelated. (C) 2010 Elsevier Masson SAS. All rights reserved.",10.1016/j.solidstatesciences.2010.11.024
J,"Cossi, M; Barone, V",Time-dependent density functional theory for molecules in liquid solutions,"A procedure based on the polarizable continuum model (PCM) has been applied to reproduce solvent effects on electronic spectra in connection with the time-dependent density functional theory (TD-DFT). To account for solute-solvent interactions, a suitable operator has been defined, which depends on the solute electronic density and can be used to modify the TD-DFT equations for the calculation of molecular polarizabilities and of electronic transition energies. The solute-solvent operator has been derived from a PCM approach depending on solute electrostatic potential: Recently, it has been shown that such an approach also provides an excellent treatment of the solute electronic charge lying far from the nuclei, being particularly reliable for this kind of applications. The method has been tested for formaldehyde in water and in diethyl-ether, and then applied to the calculation of solvent effects on the n --> pi* transition of diazabenzenes in different solvents. The computed transition energies are in fairly good agreement with experimental values. (C) 2001 American Institute of Physics.",10.1063/1.1394921
J,"Mathew, K; Sundararaman, R; Letchworth-Weaver, K; Arias, TA; Hennig, RG",Implicit solvation model for density-functional study of nanocrystal surfaces and reaction pathways,"Solid-liquid interfaces are at the heart of many modern-day technologies and provide a challenge to many materials simulation methods. A realistic first-principles computational study of such systems entails the inclusion of solvent effects. In this work, we implement an implicit solvation model that has a firm theoretical foundation into the widely used density-functional code Vienna ab initio Software Package. The implicit solvation model follows the framework of joint density functional theory. We describe the framework, our algorithm and implementation, and benchmarks for small molecular systems. We apply the solvation model to study the surface energies of different facets of semiconducting and metallic nanocrystals and the S(N)2 reaction pathway. We find that solvation reduces the surface energies of the nanocrystals, especially for the semiconducting ones and increases the energy barrier of the S(N)2 reaction. (C) 2014 AIP Publishing LLC.",10.1063/1.4865107
J,"Scanlon, DO; Dunnill, CW; Buckeridge, J; Shevlin, SA; Logsdail, AJ; Woodley, SM; Catlow, CRA; Powell, MJ; Palgrave, RG; Parkin, IP; Watson, GW; Keal, TW; Sherwood, P; Walsh, A; Sokol, AA",Band alignment of rutile and anatase TiO<sub>2</sub>,"The most widely used oxide for photocatalytic applications owing to its low cost and high activity is TiO2. The discovery of the photolysis of water on the surface of TiO2 in 1972(1) launched four decades of intensive research into the underlying chemical and physical processes involved(2-5). Despite much collected evidence, a thoroughly convincing explanation of why mixed-phase samples of anatase and rutile outperform the individual polymorphs has remained elusive(6). One long-standing controversy is the energetic alignment of the band edges of the rutile and anatase polymorphs of TiO2 (ref. 7). We demonstrate, through a combination of state-of-the-art materials simulation techniques and X-ray photoemission experiments, that a type-II, staggered, band alignment of similar to 0.4 eV exists between anatase and rutile with anatase possessing the higher electron affinity, or work function. Our results help to explain the robust separation of photoexcited charge carriers between the two phases and highlight a route to improved photocatalysts.",10.1038/NMAT3697
