Publication Type,Authors,Title,Abstract,DOI
J,"Harada, Y",New Developments on the Early Stage of the Biosynthesis of Asparagine-Linked Glycans,"Asparagine (N)-linked glycosylation occurs on most secretory and membrane proteins synthesized in the endoplasmic reticulum (ER), which functions to modulate protein folding, degradation and intracellular trafficking. However, the regulatory mechanisms underlying N-linked glycosylation remain largely elusive, hindering our integrative understanding of the physiological and pathological functions of this posttranslational modification. In this article, I will introduce recent advances on our understanding of regulation of N-linked glycosylation and a newly discovered inhibitor of N-linked glycosylation reaction.",10.4052/tigg.1945.2SE
J,"Hatakeda, M; Toohara, S; Nakashima, T; Sakurai, S; Kuroiwa, K",Helical-Ribbon and Tape Formation of Lipid Packaged [Ru(bpy)<sub>3</sub>]<SUP>2+</SUP> Complexes in Organic Media,"Anionic lipid amphiphiles with [Ru-II(bpy)(3)](2+) complex have been prepared. The metal complexes have been found to form ribbon and tape structures depending on chemical structures of lipid amphiphiles. Especially, the composites showed hypochromic effect and induced circular dichroism in organic media, and flexibly and weakly supramolecular control of morphological and optical properties have been demonstrated.",10.3390/ijms20133298
J,"Havrysh, OH; Kholodovych, V; Andreev, EA",Modeling of atomic-molecular structures by contiguous filling of space with Frank-Kasper atomic domains,"An application of contiguous filling of space with convex polyhedra, also known as Frank-Kasper (FK) atomic domains is demonstrated here for modeling of atomic molecular structures. Both regular, when all polyhedron edges have equal length, and strained, depending on the topology of the polyhedron the length of its edges may slightly fluctuate from the common length, polyhedra are used. Polyhedra are connected to each other in agreement with Plateau's laws to form a contiguous uninterrupted space. An application of a new approach is demonstrated for a modeling of structures of graphite, graphene, graphane, diamond and two types of ice. The proposed approach allows to demonstrate a mutual arrangement of atoms in graphite layers, transitions between allotropic states of carbon atoms, to calculate the distances between layers in graphene and positions of water molecules in a square ice. (C) 2019 Elsevier Inc. All rights reserved.",10.1016/j.jmgm.2019.03.004
J,"Iasakov, TR; Anisimova, LG; Zharikova, NV; Zhurenko, EI; Korobov, VV; Markusheva, TV",Evolution and Comparative Genomics of the pSM22 Plasmid of the IncF/MOB<sub>F12</sub> Group,"A new plasmid, pSM22, was isolated from Serratia marcescens and sequenced. Its 43 190-bp sequence with an average GC-content of 58% contains 31 open reading frames (ORFs) which form replication, conjugation, stability, and adaptive modules. The replication module includes a site of initiation of leading-strand synthesis in plasmid replication, a replication termination site (terC), the repA (=repA1) and repA4 genes, and the copA sequence, which codes for an antisense RNA (asRNA). These structures are functionally integrated in an FII replicon (incompatibility group IncFII). Based on the significant differences between the FII replicon and the canonical sequences of the R plasmids R1 and NR1 (=R100=R222), pSM22 was assigned to a new subtype. The conjugation module includes 13 genes with a high identity to the genes responsible for conjugation of the F plasmid. A comparative genomic analysis showed that the conjugation modules of pSM22 and F are structurally similar. By the conjugation system and the presence of three conserved motifs in relaxase (TraI), pSM22 belongs to the F12 clade of the MOBF type. The stability module includes the resD and parA genes, which are responsible for the resolution of multimeric plasmid forms and their subsequent segregation between daughter cells. The adaptive module contains the microcin H47 (MccH47) secretion/processing and UV resistance genes. The mosaic structure of pSM22 and reductive evolution of its modules suggest high genomic plasticity for the genus Serratia. An analysis of the architecture of the pSM22 modules clarifies the evolutionary relationships among IncF/MOBF12 group plasmids in bacteria of the family Enterobacteriaceae and opens a novel avenue for further comparative genomic studies of Serratia plasmids.",10.1134/S0026893319040162
J,"Imamura, A",Chemical Synthesis of Structurally Complex Sialoglycans,"We have been working to develop unique and practical synthetic methods for biologically relevant carbohydrate molecules. In particular, we have addressed the synthesis of sialoglycans, including mammalian and echinodermatous gangliosides and O-glycans on glycoproteins. This review presents our recent achievements in sialoglycan syntheses.",10.4052/tigg.1947.2SE
J,"Itano, N",Multifaceted Roles of Hyaluronan in Cancer Stem Cell Regulation: From Microenvironment Formation to Metabolic Reprogramming,"Hyaluronan acts as a major extracellular matrix component in regulation of tissue organization and cellular functions, and its production is markedly increased with cancer progression. Since the discovery of hyaluronan synthase (HAS) genes, manipulation of HAS gene expression has led to better understanding of the altered hyaluronan biosynthesis in cancer. We have demonstrated that hyaluronan overproduction promotes cancer progression by modulating tumor microenvironment. Furthermore, we recently discovered that hyaluronan production regulates cancer stem cell (CSC) properties via the metabolic reprogramming of glycolysis and hexosamine biosynthetic pathway. These findings strongly suggest that hyaluronan plays a regulatory role in cellular metabolism coupled with its biosynthesis, in addition to its function as a conventional extracellular signal. In this review, I discuss multifaceted roles of hyaluronan in CSC regulation.",10.4052/tigg.1914.2SE
J,"Izumikawa, T",Biological Functions of Xylose 2-<i>O</i>-Phosphorylation and Dephosphorylation in the Glycosaminoglycan-Linkage Region Tetrasaecharide,Glycosaminoglycans (GAGs) are linear polysaccharide chains covalently attached to core proteins to form proteoglycans (PGs). GAG chain assembly begins with the synthesis of the common protein linkage region tetrasaccharide attached to the serine residues of specific core proteins. Previous structural analyses have shown that the GAG-protein linkage region tetrasaccharide of PGs is transiently modified by xylose 2-O-phosphorylation. We previously identified a Xyl kinase that phosphorylates C-2 of the xylose residue and phosphoxylose phosphatase. This review presents recent advances in the biological significance of phosphorylation and dephosphorylation of the Xyl residues in the linkage region tetrasaccharide of PGs.,10.4052/tigg.1948.2SE
J,"Salvo, LJ; Coiana, L; Dobrecky, C; Tripodi, V; Flor, S; Lucangioli, S",Development and validation of a capillary electrophoresis method applied to the analysis of l-citrulline in an oral formulation for pediatric use,"A simple and highly sensitive CE-UV method was applied in the determination of l-ctrulline, which was developed from an oral formulation for pediatric use. The novel method was based on the analysis of l-citrulline for direct ultraviolet detection at 198 nm. The BGE consisted of 10 mM sodium tetraborate and 50 mM SDS at pH 9, and the electrophoretic parameters were optimized. The method was validated in terms of specificity, linearity, LOD, LOQ, precision, accuracy, and robustness. The LOD and LOQ obtained were 1.36 and 4.54 mu g/mL, respectively. In addition, the method offers higher sensitivity and specificity compared with the results obtained from HPLC method using UV-detectors, in which l-citrulline needs to be derivatizated. Furthermore, low cost and simplicity of the system allowed the rapid and simple quantitation of l-citrulline in the oral formulation for quality control and stability indicated method.",10.1002/elps.201900008
J,"Jha, B; Vyas, R; Bhushan, J; Sehgal, D; Biswal, BK","Structural insights into the substrate specificity of SP_0149, the substrate-binding protein of a methionine ABC transporter from <i>Streptococcus pneumoniae</i>","Successful pathogenesis is a cumulative effect of the virulence factors of a pathogen and its capability to efficiently utilize the available nutrients from the host. Streptococcus pneumoniae, a Gram-positive opportunistic pathogen, may either reside asymptomatically as a nasopharyngeal commensal inside the human host or cause lethal diseases, including pneumonia, meningitis and sepsis. S. pneumoniae is known to acquire methionine (Met) from its host through a Met importer. Here, the crystal structure of the substrate-binding protein (SBP; SP_0149) of an ABC importer with Met bound is reported at a resolution of 1.95 angstrom. The three-dimensional structure of SBP shows that it is composed of two distinct domains, each consisting of a mixed beta-sheet flanked by helices. The substrate, Met, is bound in the central part of the interface between the two domains. The overall structure of SP_0149 resembles those of SBPs from other reported bacterial Met and Gly-Met dipeptide transporters. However, a detailed analysis of these structures shows notable variations in the amino-acid composition of the substrate-binding pockets of the SP_0149-Met and GmpC-Gly-Met structures. In particular, SP_0149 harbors Thr212 and Tyr114, whereas the corresponding residues in GmpC are Gly and Val. This difference is likely to be the underlying basis for their differential substrate specificity. In summary, the structure of the SP_0149-Met complex provides insights into the transport function of SP_0149 and its interactions with methionine. It opens up avenues for the rational design of inhibitors of SP_0149 through a structure-mediated approach.",10.1107/S2053230X19009038
J,"Jones, C; Tran, B; Conrad, C; Stagno, J; Trachman, R; Fischer, P; Meents, A; Ferré-D'Amaré, A",Co-crystal structure of the <i>Fusobacterium ulcerans</i> ZTP riboswitch using an X-ray free-electron laser,"Riboswitches are conformationally dynamic RNAs that regulate gene expression by binding specific small molecules. ZTP riboswitches bind the purine-biosynthetic intermediate 5-aminoimidazole-4-carboxamide riboside 5'-monophosphate (ZMP) and its triphosphorylated form (ZTP). Ligand binding to this riboswitch ultimately upregulates genes involved in folate and purine metabolism. Using an X-ray free-electron laser (XFEL), the room-temperature structure of the Fusobacterium ulcerans ZTP riboswitch bound to ZMP has now been determined at 4.1 angstrom resolution. This model, which was refined against a data set from similar to 750 diffraction images (each from a single crystal), was found to be consistent with that previously obtained from data collected at 100 K using conventional synchrotron X-radiation. These experiments demonstrate the feasibility of time-resolved XFEL experiments to understand how the ZTP riboswitch accommodates cognate ligand binding.",10.1107/S2053230X19008549
J,"Kabayama, K",Function and Structure Analysis of Glycolipid Microdomains,"Glycosphingolipids are not uniformly present in cell membranes and form microdomains called glycolipid microdomains together with sphingomyelin and cholesterol. Many signaling molecules accumulate there, and glycolipid composition greatly influences signal transmission efficiency. Therefore, analyzing the dynamics and structure of glycolipid microdomains is very important in understanding life phenomena. In recent glycolipid microdomain studies, along with biochemical methods, analysis of membrane molecular dynamics by fluorescence microscopy, localization analysis using an electron microscope. and lipid structure analysis by mass spectrometry have been conducted. Here I outlined a super-resolution microscope that can be widely used for glycolipid microdomain analysis.",10.4052/tigg.1937.2SE
J,"Kameyama, A",Towards a Novel Platform for Mucin Analysis,"Characterization of mucins are a difficult task because of their large molecular sizes, highly heterogeneity of glycosylation, and resistance to proteases. For the discovery of mucin biomarkers, supported molecular matrix electrophoresis (SMME), a relatively easy technique for mucin separation, has been developed. Using SMME, mucins and their O-linked glycans from pancreatic juice, cultured cells, and salivary glands were characterized. Furthermore, chemical inertness of the SMME membranes was effectively utilized to develop a novel staining method and glycan stripping method for mucins located on the membrane.",10.4052/tigg.1918.2SE
J,"Kanagawa, M",Ribitol-Phosphate and Muscular Dystrophy,"Dystroglycanopathy (DGpathy) is a group of muscular dystrophies that is caused by abnormalities in the sugar chains on dystroglycan. We contributed to the understanding of structure, mechanism of modification, and function of sugar chains of dystroglycan. In particular, we found modification with ribitol phosphate, a new type of post-translational modification, and showed that FKTN, FKRP. ISPD. and TMEM5 are involved in ribitol phosphate modification. We also clarified the pathological mechanism using DG-pathy model mice and proposed treatment strategies. Here, we discuss the recent advancements related to ribitol phosphate modification and the pathological mechanism and therapeutic strategies for DGpathies.",10.4052/tigg.1936.2SE
J,"Kanie, O",An Orthogonal Point of View,"My research was initiated when studying oligosaccharide synthesis. Besides my poor attitude toward this area of study, too many synthetic steps are required for the functional group protection and key coupling reactions in oligosaccharide synthesis. When starting an actual experiment, another difficulty that arises is the complex techniques used in the synthesis of oligosaccharides, which is experienced by most students. Despite these difficulties, oligosaccharide synthesis has already become a widely studied research topic; yet, its successful automation is still to be accomplished. An ideal oligosaccharide synthesis utilizes a simple yet flexible synthetic strategy, which is urgently required. Thus, to overcome the limitations associated with its synthesis and to satisfy the need of an ideal process, I came up with an idea of orthogonal coupling strategy for the synthesis of oligosaccharides.",10.4052/tigg.1909.2SE
