Publication Type,Authors,Title,Abstract,DOI
J,"Zhang, H; Yang, L; Cui, PT; Zhao, FQ; Wang, YL; Gao, HX","Thermodynamic properties of 1,3-di (azido-acetoxy)-2-methyl-2-nitropropane","The thermal decomposition behaviors of 1,3-di (azido-acetoxy)-2-methyl-2-nitropropane (DAMNP) under pressures of 0.1 MPa and 3.0 MPa were investigated by DSC techniques. The results showed that with the increase in pressure, the decomposition heat increased significantly, while the peak temperature increased slightly. The kinetic and thermodynamic parameters of exothermic decomposition reaction were obtained, and the iso-kinetic point was found as 192.0 degrees C. Using the thermal decomposition parameters, the self-accelerating decomposition temperature and the critical temperature of thermal explosion were calculated to be 190.10 degrees C and 202.58 degrees C, respectively. The specific heat capacity of DAMNP was studied with micro-DSC method, and the molar heat capacity was found to be 531.98 J mol(-1) K-1. The adiabatic time-to-explosion was calculated to be 75.67 s. The combustion heat of DAMNP was determined with an oxygen bomb calorimeter, and the standard molar enthalpy of formation was calculated to be - 189.46 kJ mol(-1). These results are important in evaluating the thermal stability and application prospects of DAMNP.",10.1007/s10973-019-08357-8
J,"Zhang, J; Yu, H; Gu, YN; Li, Z; Li, XX; Li, LY; Zheng, ST","Novel 4s-4f heterometallic cluster substituted polyoxometalates based on mixed dilacunary Keggin/open Wells-Dawson units: Syntheses, crystal structure and luminescent study","By adopting a trilacunary [A-alpha-GeW9O34](10-) as a precursor under hydrothermal conditions, a series of novel 4s-4f cluster substituted polyoxometalates (POMs) containing two types of in situ generated lacunary POM fragments have been made. These compounds were characterized by single-crystal X-ray diffractions, powder X-ray diffractions, infrared spectroscopy, thermogravimetric analyses, respectively. Structural analyses indicate that these compounds constructed from a seven-nuclearity K-O-Ln (Ln = Dy, Ho, Er) heterometallic cluster stabilized by mixed dilacunary Keggin [alpha-GeW10O37](10-)/multilacunary open Wells-Dawson [Ge2W18O66](16-) fragments. Furthermore, the solid luminescent properties of the compounds at room temperature were studied.",10.1016/j.inoche.2019.107599
J,"Zhou, DG",Mechanisms of visible-light-induced Csp<SUP>2</SUP>-H functionalization of 1-methylquinoxalin-2(1H)-one and tetrahydrofuran: A DFT investigation,"The mechanisms for the visible-light-induced C-H cross-dehydrogenative coupling reaction between tetrahydrofuran and 1-methylquinoxalin-2(1H)-one were investigated using M06-2X-D3/6-311 + G(d,p) method and level, and SMD model was applied to simulate the solvent effect. The computational results suggested that photocatalyst rose bengal could absorb energy from visible-light to become the first excited state (S1), which would convert ten-butyl hydroperoxide into free radicals via two possible paths; then the C-H activation of tetrahydrofuran should be finished via five probable paths; the obtained intermediate interacts with 1-methylquinoxalin-2(1H)-one to generate the product complex; finally, 1-methyl-3-(tetrahydrofuran-2-yl)quinoxalin-2(1H)-one would be yielded via one dehydrogenation and single electron transfer (SET) reactions. From the free energy surfaces, it indicates that path a3 and path a4 with lower energy barriers can accelerate this C-H cross-dehydrogenative coupling reaction at the reactive temperature. The results could provide valuable insights into these types of interactions and related ones.",10.1016/j.comptc.2019.112639
J,"Zhu, ZY; Chen, JH; Cai, YF; Li, JQ",HIGH-TEMPERATURE FRICTION AND WEAR BEHAVIOR OF A NI-BASED VALVE ALLOY,"This study explored the friction and wear behavior of a Ni-based exhaust valve at high temperatures. Nickel-based superalloy was used with two types of processing states: the original forged sample and the sample under the standard T1 heat treatment. At room temperature and a loading force of 10 N, the average friction coefficient of the T1 heat-treated specimen is 0.61, which was lower than that of the forged sample (0.78). The wear rate of this specimen was also lower than that of the forged sample at the same temperature and loading force. Thus, T1 heat treatment can significantly improve the wear resistance of the alloy because of gamma' phase and carbides. The wear rate was the minimum at 550 degrees C and increased again at 750 degrees C dominated by the formation and flake-off of the oxide film.",10.1142/S0218625X19500744
J,"Markovic, S; Redzepovic, I; Furtula, B",Dependence of the Enthalpy of Formation of Phenols on Molecular Structure - Semiempirical Study,"The ability of three semiempirical methods (PM3, PM5, and PM7) in reproducing the enthalpy of formation (Delta H-f degrees) of polycyclic aromatic phenols (PAPs) was tested by comparing experimental and calculated values for 33 compounds. In addition, the results from the semiempirical methods were compared to those obtained from the suitable isodesmic reactions, performed using the B3LYP-D3 and M06-2X functionals in combination with the 6-311 + G(d,p) basis set. With an average absolute error less than 10 kJ mol(-1), all five methodologies yielded mutually comparable results. Considering low computational cost of semiempirical methods, the influence of structural features on Delta H-f degrees of PAPs was investigated using the PM5 and PM7 methods. It was found that the greatest influence on Delta H-f degrees has the size of the molecules, while the effects of other properties, i.e., the position of the OH group, number of bay regions, and molecular branching are weaker. The influence of the OH group position decreases with its moving away from molecular ends, and eventually becomes insignificant. As branching and the number of bay regions are mutually dependent and respective molecules are often nonplanar, it is difficult to examine individual contributions of these two structural features. In general, Delta H-f degrees decreases with increasing number of bay regions and molecular branching.",10.1080/10406638.2019.1696379
J,"Mohamed, AA; Hussain, S; Alamri, MS; Ibraheem, MA; Qasem, AAA",Thermal Degradation and Water Uptake of Biodegradable Resin Prepared from Millet Flour and Wheat Gluten Crosslinked with Epoxydized Vegetable Oils,"The degradation temperatures (DTs), heat stability (IPDT), degradation kinetics, and water uptake of epoxy resin were investigated using thermogravimetric analysis. Epoxy resins were prepared by crosslinking epoxydized oils with vital wheat gluten (VG) and millet flour. The reactions included three oils (cottonseed, sesame, and sunflower) and three levels of zinc chloride (ZC) (1, 2, and 3%). The apparent activation energy (E-a) was calculated using the Flynn-Wall-Ozawa method. The DT increased at higher heating rates within the same ZC level of the same oil type. Cottonseed oil exhibited the highest DT. The highest IPDT was 637 degrees C of the sunflower oil/millet resin (3% ZC), and the least was the cottonseed/millet (1% ZC) at 479 degrees C. The sesame-millet resin exhibited the highest E-a (622 KJ/mol) followed by sunflower-gluten (496 KJ/mol) and sesame-gluten (454 KJ/mol). The profiles of all resins point to a multistep degradation, but some of the profiles display two dominant kinetic processes, and the remaining resins showed three processes. The variation in crosslinking density between the oils is attributable to the different amounts of oxirane rings which are associated with the double bonds of the fatty acid of the oils. Like other parameters, the water uptake was affected by the ZC content, where most of the resins did not reach water uptake equilibrium. Nonetheless, the 3% ZC resin reached equilibrium after 5 days of immersion.",10.1155/2019/7050514
J,"Rabe, T; Reinsch, H","A Ga-MIL-53-type Framework based on 1,4-Phenylenediacetate Showing Subtle Flexibility","The new MOF Ga-MIL-53-PDA [Ga(OH)(O2C-C8H8-CO2)]center dot H2O (1) was synthesized by a hydrothermal reaction of gallium nitrate, 1,4-phenylenediacetic acid (H(2)PDA) and sodium hydroxide at 100 degrees C for 24 h. The product is a structural analogue of the archetypical MIL-53 framework. Its crystal structure was determined by Rietveld refinement of powder X-ray diffraction (PXRD) data. Furthermore 1,4-phenylenedipropionic acid (H2PDP) was employed for further synthesis, which resulted in the dense layered coordination polymers [Ga-2(OH)(4)(O2C-C10H12-CO2)] (2) and [Ga(OH)(O2C-C10H12-CO2)] (3), for which accurate structural models could be established. All compounds were fully characterized and tested regarding potential breathing behavior. Most remarkably, Ga-MIL-53-PDA showed a subtle flexibility upon de/-rehydration also confirming its porosity, but no drastic structural changes were observed.",10.1002/zaac.201900241
J,"Calligari, P; Torsello, M; Bortoli, M; Orian, L; Polimeno, A",Modelling of Ca<SUP>2+</SUP>-promoted structural effects in wild type and post-translationally modified Connexin26,"Connexins (Cx) are a class of membrane proteins important for auditory function, intercellular signalling and skin biology. Although the presence of concentration of calcium ions is known to work as a trigger for the Cx functionality, the structural changes induced by calcium binding still need to be well elucidated. In this computational study, we have explored the structural effects promoted by Ca2+ on both the wild type (Cx26WT) and on two post-translationally modified Connexin 26 (Cx26): Cx26E42-47 gamma, which contains two glutamates (E42 and E47) that are gamma-carboxylated and Cx26R75m, where a key arginine (R75) is N-monomethylated. These modified amino acids, whose forcefield parameters have been developed in this work, alter Cx26 structure around the Ca(2+)coordination site. Structural changes were assessed from the analysis of molecular dynamics (MD) simulations. We observed a strict relation between the chemical properties of the post-translational modifications and significantly different responses of Cx26 to Ca2+-binding, while charge-adding modifications have destabilising effects upon calcium coordination, the uncharged ones share the same structural properties of the wild-type counterpart. Overall, these findings suggest the critical role of the electrostatic network flanking the Ca2+ coordination site in maintaining the native tertiary and quaternary structures.",10.1080/08927022.2019.1690653
J,"Danelli, P; Tsantis, ST; Kitos, A; Psycharis, V; Raptopoulou, CP; Tsipis, A; Perlepes, SP",Investigating the isolation and interconversion of two diastereoisomers in an octahedral Ni<SUP>II</SUP>A<sub>2</sub>((BC)over-cap<sub>2</sub> system,"Two diastereoisomers of bis(2-benzoylpyridine-O,N)dichloridonickel(II) have been isolated from the reactions of nickel(II) chloride hexahydrate and the organic ligand depending on the reaction solvent (ethanol, acetonitrile) used. DFT studies indicate that one of the isomers is more stable in both solvents, but nevertheless different diastereoisomers are crystallized from the two solvents. The two complexes represent the first pair of well characterized diastereoisomers in the coordination chemistry of 2-pyridyl ketones, providing a new example in the chemistry of octahedral MA(2)(BC) over cap (2) complexes (A = a monodentate ligand, (BC) over cap = an unsymmetrical bidentate chelate).",10.1039/c9nj04876f
J,"Fischer, PJ; Senthil, S; Stephan, JT; Swift, ML; Young, VG",Seventeen-electron chromium(i)tricarbonyltris(phosphine) complexes supported by tris(phosphinomethyl)phenylborates,"The inaugural crystallographic characterization of chromium(i)tricarbonyltris(phosphine) radicals has been achieved. Oxidation of [PPN][Cr(CO)(3)(PhBPPh3)] (PhBPPh3 = [PhB(CH2PPh2)(3)](-)) and analogous Cr(0) complexes featuring 3,5-dimethylphenyl and 3,5-bis(trifluoromethyl)phenyl borate substituents affords charge-neutral Cr(CO)(3)(PhBPPh3) zwitterions, containing the first fully characterized [Cr(CO)(3)P-3](+) units. The stabilization affected by the intramolecular charge separation established by PhBPPh3 ligands dramatically increases the robustness of these seventeen-electron Cr(i) complexes. Previous attempts to isolate salts of mer/fac-[Cr(CO)(3)P-3](+) were frustrated by the thermal instability of these cations. The EPR spectroscopic data of Cr(CO)(3)(PhBPPh3) supports Rieger's hypothesized low temperature preparation of fac-[Cr(CO)(3){CH3C(CH2PPh2)(3)}](+). The robust [Cr(CO)(3)P-3](+) unit of Cr(CO)(3)(PhBPPh3) motivated the preparation of structurally characterized Cr(0)/Cr(i) (Cr(CO)(3){eta (6)-(PhBPPh3)Cr(CO)(3)}, Cr(CO)(3){eta (6)-(((3,5-CH3)C6H3)BPPh3)Cr(CO)(3)}) and W(0)/Cr(i) (W(CO)(3){eta (6)-(((3,5-CH3)C6H3)BPPh3)Cr(CO)(3)}) complexes. While these bimetallics feature classical kappa (3)-phosphine and eta (6)-arene metal-binding, they are noteworthy since all other reported mixed-valent Cr(0)/Cr(i) complexes exhibit (a) significant thermal instability that has precluded their isolation and (b) greater uncertainty regarding the presence of distinct Cr(i) and Cr(0) centers. This work illustrates the utility of tris(phosphino)borates for the stabilization of cationic metal fragments within zwitterions that are inaccessible or difficult to characterize independently.",10.1039/c9dt03562a
