Publication Type,Authors,Title,Abstract,DOI
J,"Lee, C; Yan, H; Brus, LE; Heinz, TF; Hone, J; Ryu, S",Anomalous Lattice Vibrations of Single- and Few-Layer MoS<sub>2</sub>,"Molybdenum disulfide (MoS2) of single- and few-layer thickness was exfoliated on SiO2/Si substrate and characterized by Raman spectroscopy. The number of S-Mo-S layers of the samples was independently determined by contact-mode atomic force microscopy. Two Raman modes, E-2g(1) and A(1g), exhibited sensitive thickness dependence, with the frequency of the former decreasing and that of the latter increasing with thickness. The results provide a convenient and reliable means for determining layer thickness with atomic-level precision. The opposite direction of the frequency shifts, which cannot be explained solely by van der Waals interlayer coupling, is attributed to Coulombic interactions and possible stacking-induced changes of the intralayer bonding. This work exemplifies the evolution of structural parameters in layered materials in changing from the three-dimensional to the two-dimensional regime.",10.1021/nn1003937
J,"Noh, JH; Im, SH; Heo, JH; Mandal, TN; Seok, SI","Chemical Management for Colorful, Efficient, and Stable Inorganic-Organic Hybrid Nanostructured Solar Cells","Chemically tuned inorganic-organic hybrid materials, based on CH3NH3(=MA)Pb(I1-xBrx)(3) perovskites, have been studied using UV-vis absorption and X-ray diffraction patterns and applied to nanostructured solar cells. The band gap engineering brought about by the chemical management of MAPb(I1-xBrx)(3) perovskites can be controllably tuned to cover almost the entire visible spectrum, enabling the realization of colorful solar cells. We demonstrate highly efficient solar cells exhibiting 12.3% in a power conversion efficiency of under standard AM 1.5, for the most efficient device, as a result of tunable composition for the light harvester in conjunction with a mesoporous TiO2 film and a hole conducting polymer. We believe that the works highlighted in this paper represent one step toward the realization of low-cost, high-efficiency, and long-term stability with colorful solar cells.",10.1021/nl400349b
J,"Kudin, KN; Ozbas, B; Schniepp, HC; Prud'homme, RK; Aksay, IA; Car, R",Raman spectra of graphite oxide and functionalized graphene sheets,"We investigate Raman spectra of graphite oxide and functionalized graphene sheets with epoxy and hydroxyl groups and Stone-Wales and 5-8-5 defects by first-principles calculations to interpret our experimental results. Only the alternating pattern of single-double carbon bonds within the sp(2) carbon ribbons provides a satisfactory explanation for the experimentally observed blue shift of the G band of the Raman spectra relative to graphite. To obtain these single-double bonds, it is necessary to have sp(3) carbons on the edges of a zigzag carbon ribbon.",10.1021/nl071822y
J,"Jeon, NJ; Noh, JH; Kim, YC; Yang, WS; Ryu, S; Seok, SI",Solvent engineering for high-performance inorganic-organic hybrid perovskite solar cells,"Organolead trihalide perovskite materials have been successfully used as light absorbers in efficient photovoltaic cells. Two different cell structures, based on mesoscopic metal oxides and planar heterojunctions have already demonstrated very impressive advances in performance. Here, we report a bilayer architecture comprising the key features of mesoscopic and planar structures obtained by a fully solution-based process. We used CH3NH3 Pb(I1-xBrx)(3) (x = 0.1-0.15) as the absorbing layer and poly(triarylamine) as a hole-transporting material. The use of a mixed solvent of gamma-butyrolactone and dimethylsulphoxide (DMSO) followed by toluene drop-casting leads to extremely uniform and dense perovskite layers via a CH3NH3I-PbI2-DMSO intermediate phase, and enables the fabrication of remarkably improved solar cells with a certified power-conversion efficiency of 16.2% and no hysteresis. These results provide important progress towards the understanding of the role of solution-processing in the realization of low-cost and highly efficient perovskite solar cells.",10.1038/NMAT4014
J,"Sun, YP; Zhou, B; Lin, Y; Wang, W; Fernando, KAS; Pathak, P; Meziani, MJ; Harruff, BA; Wang, X; Wang, HF; Luo, PJG; Yang, H; Kose, ME; Chen, BL; Veca, LM; Xie, SY",Quantum-sized carbon dots for bright and colorful photoluminescence,,10.1021/ja062677d
J,"Chithrani, BD; Ghazani, AA; Chan, WCW",Determining the size and shape dependence of gold nanoparticle uptake into mammalian cells,"We investigated the intracellular uptake of different sized and shaped colloidal gold nanoparticles. We showed that kinetics and saturation concentrations are highly dependent upon the physical dimensions of the nanoparticles (e.g., uptake half-life of 14, 50, and 74 nm nanoparticles is 2.10, 1.90, and 2.24 h, respectively). The findings from this study will have implications in the chemical design of nanostructures for biomedical applications (e.g., tuning intracellular delivery rates and amounts by nanoscale dimensions and engineering complex, multifunctional nanostructures for imaging and therapeutics).",10.1021/nl052396o
J,"Keller, A; Nesvizhskii, AI; Kolker, E; Aebersold, R",Empirical statistical model to estimate the accuracy of peptide identifications made by MS/MS and database search,"We present a statistical model to estimate the accuracy of peptide assignments to tandem mass (MS/MS) spectra made by database search applications such as SEQUEST. Employing the expectation maximization algorithm, the analysis learns to distinguish correct from incorrect database search results, computing probabilities, that peptide assignments to spectra are correct based upon database search scores and the number of tryptic termini of peptides. Using SEQUEST search results for spectra generated from a sample of known protein components, we demonstrate that the computed probabilities are accurate and have high power to discriminate between correctly and incorrectly assigned peptides. Ibis analysis makes it possible to filter large volumes of MS/MS database search results with predictable false identification error rates and can serve as a common standard by which the results of different research groups are compared.",10.1021/ac025747h
J,"Wang, X; Zhi, LJ; Müllen, K","Transparent, conductive graphene electrodes for dye-sensitized solar cells","Transparent, conductive, and ultrathin graphene films, as an alternative to the ubiquitously employed metal oxides window electrodes for solid-state dye-sensitized solar cells, are demonstrated. These graphene films are fabricated from exfoliated graphite oxide, followed by thermal reduction. The obtained films exhibit a high conductivity of 550 S/cm and a transparency of more than 70% over 1000-3000 nm. Furthermore, they show high chemical and thermal stabilities as well as an ultrasmooth surface with tunable wettability.",10.1021/nl072838r
J,"Feng, L; Li, SH; Li, YS; Li, HJ; Zhang, LJ; Zhai, J; Song, YL; Liu, BQ; Jiang, L; Zhu, DB",Super-hydrophobic surfaces: From natural to artificial,"Super-hydrophobic surfaces, with a water contact angle (CA) greater than 150degreesC, have attracted much interest for both fundamental research and practical applications. Recent studies on lotus and rice leaves reveal that a super-hydrophobic surface with both a large CA and small sliding angle (alpha) needs the cooperation of micro- and nanostructure, and the arrangement of the microstructures on this surface can influence the way a water droplet tends to move. These results form the natural world provide a guide for constructing artificial super-hydrophobic surfaces and designing surfaces with controllable wettability. Accordingly, super-hydrophobic surfaces of polymer nanofibers and differently patterned aligned carbon nanotube (ACNT) films have been fabricated.",10.1002/adma.200290020
J,"Mathew, S; Yella, A; Gao, P; Humphry-Baker, R; Curchod, BFE; Ashari-Astani, N; Tavernelli, I; Rothlisberger, U; Nazeeruddin, MK; Grätzel, M",Dye-sensitized solar cells with 13% efficiency achieved through the molecular engineering of porphyrin sensitizers,"Dye-sensitized solar cells have gained widespread attention in recent years because of their low production costs, ease of fabrication and tunable optical properties, such as colour and transparency. Here, we report a molecularly engineered porphyrin dye, coded SM315, which features the prototypical structure of a donor-pi-bridge-acceptor and both maximizes electrolyte compatibility and improves light-harvesting properties. Linear-response, time-dependent density functional theory was used to investigate the perturbations in the electronic structure that lead to improved light harvesting. Using SM315 with the cobalt(II/III) redox shuttle resulted in dye-sensitized solar cells that exhibit a high open-circuit voltage V-OC of 0.91 V, short-circuit current density J(SC) of 18.1 mA cm(-2), fill factor of 0.78 and a power conversion efficiency of 13%.",10.1038/NCHEM.1861
