Publication Type,Authors,Title,Abstract,DOI
J,"Hyeon, T",Chemical synthesis of magnetic nanoparticles,"Recent advances in the synthesis of various magnetic nanoparticles using colloidal chemical approaches are reviewed. Typically, these approaches involve either rapid injection of reagents into hot surfactant solution followed by aging at high temperature, or the mixing of reagents at a low temperature and slow heating under controlled conditions. Spherical cobalt nanoparticles with various crystal structures have been synthesized by thermally decomposing dicobalt octacarbonyl or by reducing cobalt salts. Nanoparticles of Fe-Pt and other related iron or cobalt containing alloys have been made by simultaneously reacting their constituent precursors. Many different ferrite nanoparticles have been synthesized by the thermal decomposition of organometallic precursors followed by oxidation or by low-temperature reactions inside reverse micelles. Rod-shaped iron nanoparticles have been synthesized from the oriented growth of spherical nanoparticles, and cobalt nanodisks were synthesized from the thermal decomposition of dicobalt octacarbonyl in the presence of a mixture of two surfactants.",10.1039/b207789b
J,"Tang, C; Cheng, NY; Pu, ZH; Xing, W; Sun, XP",NiSe Nanowire Film Supported on Nickel Foam: An Efficient and Stable 3D Bifunctional Electrode for Full Water Splitting,"Active and stable electrocatalysts made from earth-abundant elements are key to water splitting for hydrogen production through electrolysis. The growth of NiSe nanowire film on nickel foam (NiSe/NF) insitu by hydrothermal treatment of NF using NaHSe as Se source is presented. When used as a 3D oxygen evolution electrode, the NiSe/NF exhibits high activity with an overpotential of 270mV required to achieve 20mAcm(-2) and strong durability in 1.0M KOH, and the NiOOH species formed at the NiSe surface serves as the actual catalytic site. The system is also highly efficient for catalyzing the hydrogen evolution reaction in basic media. This bifunctional electrode enables a high-performance alkaline water electrolyzer with 10mAcm(-2) at a cell voltage of 1.63V.",10.1002/anie.201503407
J,"MacFarlane, DR; Tachikawa, N; Forsyth, M; Pringle, JM; Howlett, PC; Elliott, GD; Davis, JH; Watanabe, M; Simon, P; Angell, CA",Energy applications of ionic liquids,"Ionic liquids offer a unique suite of properties that make them important candidates for a number of energy related applications. Cation-anion combinations that exhibit low volatility coupled with high electrochemical and thermal stability, as well as ionic conductivity, create the possibility of designing ideal electrolytes for batteries, super-capacitors, actuators, dye sensitised solar cells and thermo-electrochemical cells. In the field of water splitting to produce hydrogen they have been used to synthesize some of the best performing water oxidation catalysts and some members of the protic ionic liquid family co-catalyse an unusual, very high energy efficiency water oxidation process. As fuel cell electrolytes, the high proton conductivity of some of the protic ionic liquid family offers the potential of fuel cells operating in the optimum temperature region above 100 degrees C. Beyond electrochemical applications, the low vapour pressure of these liquids, along with their ability to offer tuneable functionality, also makes them ideal as CO2 absorbents for post-combustion CO2 capture. Similarly, the tuneable phase properties of the many members of this large family of salts are also allowing the creation of phase-change thermal energy storage materials having melting points tuned to the application. This perspective article provides an overview of these developing energy related applications of ionic liquids and offers some thoughts on the emerging challenges and opportunities.",10.1039/c3ee42099j
J,"Grimme, S",Supramolecular Binding Thermodynamics by Dispersion-Corrected Density Functional Theory,"The equilibrium association free enthalpies ?Ga for typical supramolecular complexes in solution are calculated by ab initio quantum chemical methods. Ten neutral and three positively charged complexes with experimental ?Ga values in the range 0 to -21 kcal?mol-1 (on average -6 kcal?mol-1) are investigated. The theoretical approach employs a (nondynamic) single-structure model, but computes the various energy terms accurately without any special empirical adjustments. Dispersion corrected density functional theory (DFT-D3) with extended basis sets (triple-? and quadruple-? quality) is used to determine structures and gas-phase interaction energies (?E), the COSMO-RS continuum solvation model (based on DFT data) provides solvation free enthalpies and the remaining ro-vibrational enthalpic/entropic contributions are obtained from harmonic frequency calculations. Low-lying vibrational modes are treated by a free-rotor approximation. The accurate account of London dispersion interactions is mandatory with contributions in the range -5 to -60 kcal?mol-1 (up to 200?% of ?E). Inclusion of three-body dispersion effects improves the results considerably. A semilocal (TPSS) and a hybrid density functional (PW6B95) have been tested. Although the ?Ga values result as a sum of individually large terms with opposite sign (?E vs. solvation and entropy change), the approach provides unprecedented accuracy for ?Ga values with errors of only 2 kcal?mol-1 on average. Relative affinities for different guests inside the same host are always obtained correctly. The procedure is suggested as a predictive tool in supramolecular chemistry and can be applied routinely to semirigid systems with 300400 atoms. The various contributions to binding and enthalpyentropy compensations are discussed.",10.1002/chem.201200497
J,"Bastús, NG; Comenge, J; Puntes, V",Kinetically Controlled Seeded Growth Synthesis of Citrate-Stabilized Gold Nanoparticles of up to 200 nm: Size Focusing versus Ostwald Ripening,"Monodisperse citrate-stabilized gold nanoparticles with a uniform quasi-spherical shape of up to similar to 200 rim and a narrow size distribution were synthesized following a kinetically controlled seeded growth strategy via the reduction of HAuCl4 by sodium citrate. The inhibition of any secondary nucleation during homogeneous growth was controlled by adjusting the reaction conditions: temperature, gold precursor to seed particle concentration, and pH. This method presents improved results regarding the traditional Frens method in several aspects: (i) it produces particles of higher monodispersity; (ii) it allows better control of the gold nanoparticle size and size distribution; and (iii) it leads to higher concentrations. Gold nanoparticles synthesized following this method can be further functionalized with a wide variety of molecules, hence this method appears to be a promising candidate for application in the fields of biomedicine, photonics, and electronics, among others.",10.1021/la201938u
J,"Haney, MJ; Klyachko, NL; Zhao, YL; Gupta, R; Plotnikova, EG; He, ZJ; Patel, T; Piroyan, A; Sokolsky, M; Kabanov, AV; Batrakova, EV",Exosomes as drug delivery vehicles for Parkinson's disease therapy,"Exosomes are naturally occurring nanosized vesicles that have attracted considerable attention as drug delivery vehicles in the past few years. Exosomes are comprised of natural lipid bilayers with the abundance of adhesive proteins that readily interact with cellular membranes. We posit that exosomes secreted by monocytes and macrophages can provide an unprecedented opportunity to avoid entrapment in mononuclear phagocytes (as a part of the host immune system), and at the same time enhance delivery of incorporated drugs to target cells ultimately increasing drug therapeutic efficacy. In light of this, we developed a new exosomal-based delivery system for a potent antioxidant, catalase, to treat Parkinson's disease (PD). Catalase was loaded into exosomes ex vivo using different methods: the incubation at room temperature, permeabilization with saponin, freeze-thaw cycles, sonication, or extrusion. The size of the obtained catalase-loaded exosomes (exoCAT) was in the range of 100-200 nm. A reformation of exosomes upon sonication and extrusion, or permeabilization with saponin resulted in high loading efficiency, sustained release, and catalase preservation against proteases degradation. Exosomes were readily taken up by neuronal cells in vitro. A considerable amount of exosomes was detected in PD mouse brain following intranasal administration. ExoCAT provided significant neuroprotective effects in in vitro and in vivo models of PD. Overall, exosome-based catalase formulations have a potential to be a versatile strategy to treat inflammatory and neurodegenerative disorders. Published by Elsevier B.V.",10.1016/j.jconrel.2015.03.033
J,"Zhao, Y; Truhlar, DG","Design of density functionals that are broadly accurate for thermochemistry, thermochemical kinetics, and nonbonded interactions","This paper develops two new hybrid meta exchange-correlation functionals for thermochemistry, thermochemical kinetics, and nonbonded interactions. The new functionals are called PW6B95 (6-parameter functional based on Perdew-Wang-91 exchange and Becke-95 correlation) and PWB6K (6-parameter functional for kinetics based on Perdew-Wang-91 exchange and Becke-95 correlation). The resulting methods were comparatively assessed against the MGAE109/3 main group atomization energy database, against the IP13/3 ionization potential database, against the EA13/3 electron affinity database, against the HTBH38/4 and NHTBH38/04 hydrogen-transfer and non-hydrogen-transfer barrier height databases, against the HB6/04 hydrogen bonding database, against the CT7/04 charge-transfer complex database, against the DI6/04 dipole interaction database, against the WI7/05 weak interaction database, and against the new PPS5/05 pi-pi stacking interaction database. From the assessment and comparison of methods, we draw the following conclusions, based on an analysis of mean unsigned errors: (i) The PW6B95, MPW1B95, B98, B97-1, and TPSS1KCIS methods give the best results for a combination of thermochemistry and nonbonded interactions. (ii) PWB6K, MPWB1K, BB1K, MPW1K, and MPW1B95 give the best results for a combination of thermochemical kinetics and nonbonded interactions. (iii) PWB6K outperforms the MP2 method for nonbonded interactions. (iv) PW6B95 gives errors for main group covalent bond energies that are only 0.41 kcal (as measured by mean unsigned error per bond (MUEPB) for the MGAE109 database), as compared to 0.56 kcal/mol for the second best method and 0.92 kcal/mol for B3LYP.",10.1021/jp050536c
J,"Chatterjee, AK; Choi, TL; Sanders, DP; Grubbs, RH",A general model for selectivity in olefin cross metathesis,"In recent years, olefin cross metathesis (CM) has emerged as a powerful and convenient synthetic technique in organic chemistry; however, as a general synthetic method, CM has been limited by the lack of predictability in product selectivity and stereoselectivity. Investigations into olefin cross metathesis with several classes of olefins, including substituted and functionalized styrenes, secondary allylic alcohols, tertiary allylic alcohols, and olefins with alpha-quaternary centers, have led to a general model useful for the prediction of product selectivity and stereoselectivity in cross metathesis. As a general ranking of olefin reactivity in CM, olefins can be categorized by their relative abilities to undergo homodinnerization via cross metathesis and the susceptibility of their homodimers toward secondary metathesis reactions. When an olefin of high reactivity is reacted with an olefin of lower reactivity (sterically bulky, electron-deficient, etc.), selective cross metathesis can be achieved using feedstock stoichiometries as low as 1:1. By employing a metathesis catalyst with the appropriate activity, selective cross metathesis reactions can be achieved with a wide variety of electron-rich, electron-deficient, and sterically bulky olefins. Application of this model has allowed for the prediction and development of selective cross metathesis reactions, culminating in unprecedented three-component intermolecular cross metathesis reactions.",10.1021/ja0214882
J,"Prat, D; Wells, A; Hayler, J; Sneddon, H; McElroy, CR; Abou-Shehada, S; Dunn, PJ",CHEM21 selection guide of classical- and less classical-solvents,"A selection guide of common solvents has been elaborated, based on a survey of publically available solvent selection guides. In order to rank less classical solvents, a set of Safety, Health and Environment criteria is proposed, aligned with the Global Harmonized System (GHS) and European regulations. A methodology based on a simple combination of these criteria gives an overall preliminary ranking of any solvent. This enables in particular a simplified greenness evaluation of bio-derived solvents.",10.1039/c5gc01008j
J,"Sheppard, D; Terrell, R; Henkelman, G",Optimization methods for finding minimum energy paths,"A comparison of chain-of-states based methods for finding minimum energy pathways (MEPs) is presented. In each method, a set of images along an initial pathway between two local minima is relaxed to find a MEP. We compare the nudged elastic band (NEB), doubly nudged elastic band, string, and simplified string methods, each with a set of commonly used optimizers. Our results show that the NEB and string methods are essentially equivalent and the most efficient methods for finding MEPs when coupled with a suitable optimizer. The most efficient optimizer was found to be a form of the limited-memory Broyden-Fletcher-Goldfarb-Shanno method in which the approximate inverse Hessian is constructed globally for all images along the path. The use of a climbing-image allows for finding the saddle point while representing the MEP with as few images as possible. If a highly accurate MEP is desired, it is found to be more efficient to descend from the saddle to the minima than to use a chain-of-states method with many images. Our results are based on a pairwise Morse potential to model rearrangements of a heptamer island on Pt(111), and plane-wave based density functional theory to model a rollover diffusion mechanism of a Pd tetramer on MgO(100) and dissociative adsorption and diffusion of oxygen on Au(111). (C) 2008 American Institute of Physics.",10.1063/1.2841941
