Publication Type,Authors,Title,Abstract,DOI
J,"Le Ru, EC; Blackie, E; Meyer, M; Etchegoin, PG",Surface enhanced Raman scattering enhancement factors: a comprehensive study,"This paper presents an in-depth study of Surface Enhanced Raman Scattering (SERS) enhancement factors (EFs) and cross-sections, including several issues often overlooked. In particular, various possible rigorous definitions of the SERS EFs are introduced and discussed in the context of SERS applications, such as analytical chemistry and single molecule SERS. These definitions highlight the importance of a careful characterization of the non-SERS cross-sections of the probes under consideration. This aspect is illustrated by experimental results for the non-SERS cross-sections of representative SERS probes along with average SERS EFs for the same probes. In addition, the accurate experimental determination of single molecule enhancement factors is tackled with two recently developed techniques, namely: bi-analyte SERS (BiASERS) and temperature-dependent SERS vibrational pumping. We demonstrate that SERS EFs as low as 10(7), as opposed to the figure of 10(14) often claimed in the literature, are sufficient for the observation of single molecule SERS signals, with maximum single molecule EFs typically on the order of similar to 10(14).",10.1021/jp0687908
J,"Lee, K; Murray, ÉD; Kong, LZ; Lundqvist, BI; Langreth, DC",Higher-accuracy van der Waals density functional,"We propose a second version of the van der Waals density functional of Dion et al. [Phys. Rev. Lett. 92, 246401 (2004)], employing a more accurate semilocal exchange functional and the use of a large-N asymptote gradient correction in determining the vdW kernel. The predicted binding energy, equilibrium separation, and potential-energy curve shape are close to those of accurate quantum chemical calculations on 22 duplexes. We anticipate the enabling of chemically accurate calculations in sparse materials of importance for condensed matter, surface, chemical, and biological physics.",10.1103/PhysRevB.82.081101
J,"Wang, F; Borodin, O; Gao, T; Fan, XL; Sun, W; Han, FD; Faraone, A; Dura, JA; Xu, K; Wang, CS",Highly reversible zinc metal anode for aqueous batteries,"Metallic zinc (Zn) has been regarded as an ideal anode material for aqueous batteries because of its high theoretical capacity (820 mA h g(-1)), low potential (-0.762 V versus the standard hydrogen electrode), high abundance, low toxicity and intrinsic safety. However, aqueous Zn chemistry persistently suffers from irreversibility issues, as exemplified by its low coulombic efficiency (CE) and dendrite growth during plating/stripping, and sustained water consumption. In this work, we demonstrate that an aqueous electrolyte based on Zn and lithium salts at high concentrations is a very effective way to address these issues. This unique electrolyte not only enables dendrite-free Zn plating/stripping at nearly 100% CE, but also retains water in the open atmosphere, which makes hermetic cell configurations optional. These merits bring unprecedented flexibility and reversibility to Zn batteries using either LiMn2O4 or O-2 cathodes-the former deliver 180 W h kg(-1) while retaining 80% capacity for > 4,000 cycles, and the latter deliver 300 W h kg(-1) (1,000 W h kg(-1) based on the cathode) for > 200 cycles.",10.1038/s41563-018-0063-z
J,"Maeda, K; Domen, K",Photocatalytic Water Splitting: Recent Progress and Future Challenges,"Water splitting to form hydrogen and oxygen using solar energy in the presence of semiconductor photocatalysts has long been studied as a potential means of clean, large-scale fuel production. In general, overall water splitting can be achieved when a photocatalyst is modified with a suitable cocatalyst. It is therefore important to develop both photocatalysts and cocatalysts. In the past five, years, there has been significant progress in water splitting photocatalysis, especially in the development of cocatalysts and related physical and materials chemistry. This work describes the state of the art and future challenges in photocatalytic water splitting, with a focus on the recent progress of our own research.",10.1021/jz1007966
J,"Béguin, F; Presser, V; Balducci, A; Frackowiak, E",Carbons and Electrolytes for Advanced Supercapacitors,"Electrical energy storage (EES) is one of the most critical areas of technological research around the world. Storing and efficiently using electricity generated by intermittent sources and the transition of our transportation fleet to electric drive depend fundamentally on the development of EES systems with high energy and power densities. Supercapacitors are promising devices for highly efficient energy storage and power management, yet they still suffer from moderate energy densities compared to batteries. To establish a detailed understanding of the science and technology of carbon/carbon supercapacitors, this review discusses the basic principles of the electrical double-layer (EDL), especially regarding the correlation between ion size/ion solvation and the pore size of porous carbon electrodes. We summarize the key aspects of various carbon materials synthesized for use in supercapacitors. With the objective of improving the energy density, the last two sections are dedicated to strategies to increase the capacitance by either introducing pseudocapacitive materials or by using novel electrolytes that allow to increasing the cell voltage. In particular, advances in ionic liquids, but also in the field of organic electrolytes, are discussed and electrode mass balancing is expanded because of its importance to create higher performance asymmetric electrochemical capacitors.",10.1002/adma.201304137
J,"Baikie, T; Fang, YN; Kadro, JM; Schreyer, M; Wei, FX; Mhaisalkar, SG; Graetzel, M; White, TJ",Synthesis and crystal chemistry of the hybrid perovskite (CH<sub>3</sub>NH<sub>3</sub>) PbI<sub>3</sub> for solid-state sensitised solar cell applications,"The hybrid organic-inorganic perovskite (CH3NH3) PbI3 may find application in next generation solid-state sensitised solar cells. Although this material and related perovskites were discovered many decades ago, questions remain concerning their diverse structural chemistry and unusual properties. The article presents a review of previous work and provides a detailed description of the preparation, structural characterisation and physical characteristics of (CH3NH3) PbI3. The phase changes exhibited by (CH3NH3) PbI3 have been probed using variable temperature powder and single crystal X-ray diffraction, combined with differential scanning calorimetry, thermogravimetric analysis and phase contrast transmission electron microscopy. The optical band gap for (CH3NH3) PbI3 determined by UV-Visible spectroscopy was compared to values obtained from density-of-state simulation of the electronic band structure.",10.1039/c3ta10518k
J,"Kim, Y; Cook, S; Tuladhar, SM; Choulis, SA; Nelson, J; Durrant, JR; Bradley, DDC; Giles, M; Mcculloch, I; Ha, CS; Ree, M",A strong regioregularity effect in self-organizing conjugated polymer films and high-efficiency polythiophene: fullerene solar cells,"Low-cost photovoltaic energy conversion using conjugated molecular materials has become increasingly feasible through the development of organic 'bulk heterojunction (BHJ)' structures(1-7), where efficient light-induced charge separation is enabled by a large-area donor - acceptor interface(2,3). The highest efficiencies have been achieved using blends of poly(3-hexylthiophene) (P3HT) and a fullerene derivative(8-12), but performance depends critically on the material properties and processing conditions. This variability is believed to be influenced by the self-organizing properties of P3HT, which means that both optical(13,14) and electronic(15,16) properties are sensitive to the molecular packing. However, the relationship between molecular nanostructure, optoelectronic properties of the blend material and device performance has not yet been demonstrated. Here we focus on the influence of polymer regioregularity (RR) on the molecular nanostructure, and hence on the resulting material properties and device performance. We find a strong influence of RR on solar-cell performance, which can be attributed to enhanced optical absorption and transport resulting from the organization of P3HT chains and domains. Further optimization of devices using the highest RR material resulted in a power conversion efficiency of 4.4%, even without optimization of electrodes(7).",10.1038/nmat1574
J,"Barsan, N; Weimar, U",Conduction model of metal oxide gas sensors,"Tin dioxide is a widely used sensitive material for gas sensors. Many research and development groups in academia and industry are contributing to the increase of (basic) knowledge/(applied) know-how. However, from a systematic point of view the knowledge gaining process seems not to be coherent. One reason is the lack of a general applicable model which combines the basic principles with measurable sensor parameters. The approach in the presented work is to provide a frame model that deals with all contributions involved in conduction within a real world sensor. For doing so, one starts with identifying the different building blocks of a sensor. Afterwards their main inputs are analyzed in combination with the gas reaction involved in sensing. At the end, the contributions are summarized together with their interactions. The work presented here is one step towards a general applicable model for real world gas sensors.",10.1023/A:1014405811371
J,"Gladman, AS; Matsumoto, EA; Nuzzo, RG; Mahadevan, L; Lewis, JA",Biomimetic 4D printing,"Shape-morphing systems can be found in many areas, including smart textiles(1), autonomous robotics(2), biomedical devices(3), drug delivery(4) and tissue engineering(5). The natural analogues of such systems are exemplified by nastic plant motions, where a variety of organs such as tendrils, bracts, leaves and flowers respond to environmental stimuli (such as humidity, light or touch) by varying internal turgor, which leads to dynamic conformations governed by the tissue composition and microstructural anisotropy of cell walls(6-10). Inspired by these botanical systems, we printed composite hydrogel architectures that are encoded with localized, anisotropic swelling behaviour controlled by the alignment of cellulose fibrils along prescribed four-dimensional printing pathways. When combined with a minimal theoretical framework that allows us to solve the inverse problem of designing the alignment patterns for prescribed target shapes, we can programmably fabricate plant-inspired architectures that change shape on immersion in water, yielding complex three-dimensional morphologies.",10.1038/NMAT4544
J,"Raccichini, R; Varzi, A; Passerini, S; Scrosati, B",The role of graphene for electrochemical energy storage,"Since its first isolation in 2004, graphene has become one of the hottest topics in the field of materials science, and its highly appealing properties have led to a plethora of scientific papers. Among the many affected areas of materials science, this ` graphene fever' has influenced particularly the world of electrochemical energy-storage devices. Despite widespread enthusiasm, it is not yet clear whether graphene could really lead to progress in the field. Here we discuss the most recent applications of graphene both as an active material and as an inactive component - from lithium-ion batteries and electrochemical capacitors to emerging technologies such as metal-air and magnesium-ion batteries. By critically analysing state-of-the-art technologies, we aim to address the benefits and issues of graphene-based materials, as well as outline the most promising results and applications so far.",10.1038/nmat4170
